UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL215008,4,47,6,20,8,4,0,0,0,90,7,32,0,9,5,0,0,0,0,55,15,12,4,9,48,8,0,0,0,100,9,22,0,27,13,4,0,0,0,71,0,0,0,3,5,0,0,0,0,8,0,0,3,3,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,4,0,0,3,0,0,0,0,6,39,124,17,80,91,21,3,11,3,382,0,0,3,0,0,0,0,0,0,11,3,0,4,0,0,0,0,4,0,11,29,13,75,4,6,8,17,8,0,157,7,5,36,4,3,0,5,4,0,59,3,3,0,0,0,4,0,6,0,21,4,63,6,27,8,4,0,0,0,111,18,48,0,10,5,0,0,0,0,80,28,19,5,9,49,7,8,7,0,134,7,34,0,33,10,4,0,0,0,98,0,4,0,4,5,0,0,0,0,14
UCL215009,0,12,0,5,4,0,0,0,0,17,0,9,0,6,0,0,0,0,0,15,6,4,0,0,5,0,0,0,0,19,0,0,0,12,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,3,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,30,6,25,20,0,0,7,0,95,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,12,0,0,0,9,0,0,31,0,0,12,0,0,0,5,0,0,18,0,8,0,0,0,0,5,3,0,14,0,12,0,6,4,0,0,0,0,23,0,9,0,6,0,0,0,0,0,13,10,5,0,0,5,0,0,0,0,27,0,0,0,12,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
UCL215010,9,45,7,10,7,0,0,0,0,75,7,49,0,10,5,0,0,0,0,74,17,17,0,7,35,10,0,0,0,85,4,23,0,20,9,4,0,4,0,63,5,10,0,4,0,0,0,0,0,19,3,0,8,5,9,9,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,0,10,55,151,17,60,85,28,3,3,5,409,4,9,0,0,0,0,0,0,0,18,0,7,6,0,3,0,0,0,0,14,46,16,67,0,4,8,9,13,3,159,20,6,58,3,8,3,4,9,4,98,0,6,6,0,4,0,0,4,0,30,7,51,7,13,8,6,0,0,0,86,10,64,4,10,5,0,0,0,0,84,50,36,0,8,41,15,0,6,0,154,15,27,0,20,9,4,3,4,0,83,5,8,4,4,0,0,0,0,0,22
UCL215011,3,12,0,4,5,0,0,0,0,32,3,11,0,4,0,0,0,0,0,22,4,9,0,0,4,4,0,3,0,26,0,15,0,9,4,0,0,0,0,27,0,4,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,47,9,26,25,9,0,12,0,137,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,6,3,3,10,8,0,44,0,0,4,0,0,0,3,5,0,18,3,0,0,0,0,0,0,4,0,17,3,14,0,8,5,0,0,0,0,34,3,15,0,4,3,0,3,3,0,30,5,9,0,0,5,4,0,3,0,32,0,16,0,15,4,0,0,4,0,33,0,7,0,0,0,0,0,0,0,8
UCL215012,12,91,4,29,10,4,0,4,0,153,10,65,0,18,9,0,0,0,0,105,30,15,0,11,27,12,0,0,0,94,17,42,0,40,15,5,0,3,0,117,5,16,5,0,7,4,0,3,0,34,4,0,11,7,0,3,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,4,0,4,0,4,0,0,0,10,86,268,22,113,70,35,4,20,0,621,7,25,4,3,0,0,0,4,0,44,3,4,0,4,0,0,0,0,0,9,12,15,34,12,3,6,9,13,0,104,17,5,28,5,0,0,3,12,0,68,7,15,14,3,5,4,4,7,5,63,15,108,3,33,10,6,0,4,0,186,15,88,0,23,9,5,0,0,0,145,53,31,3,14,34,13,6,0,0,156,31,62,0,52,14,7,3,6,0,181,12,23,6,0,4,4,0,7,0,56
UCL215013,9,91,0,33,13,0,0,0,4,145,4,53,0,30,10,4,0,7,4,101,28,22,0,20,63,14,0,6,0,151,19,18,4,48,29,4,3,0,4,131,3,0,0,0,0,5,0,0,0,9,9,0,12,10,10,13,0,9,0,64,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,6,74,192,27,150,144,40,8,24,13,677,0,13,3,5,4,0,0,0,0,29,14,12,14,5,8,8,13,0,0,74,25,22,115,11,7,8,26,24,4,234,13,5,79,0,6,0,12,12,3,133,4,0,8,0,5,0,5,4,0,23,9,107,0,44,13,4,0,6,3,191,9,64,0,32,10,3,7,3,4,127,52,42,15,25,77,17,27,13,0,270,24,27,9,70,40,8,3,4,4,185,10,3,0,0,5,3,3,0,0,31
UCL215014,0,19,6,7,4,0,0,0,0,41,0,12,0,13,0,0,0,0,0,24,5,3,0,0,18,7,0,0,0,35,0,3,0,18,7,3,0,0,0,42,0,4,0,0,6,0,0,0,0,6,4,0,5,0,7,4,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,11,43,14,49,35,13,6,5,4,184,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,0,39,3,0,3,13,14,0,82,7,0,28,0,0,0,8,11,0,56,0,4,6,0,0,0,0,3,0,16,3,24,6,13,4,0,0,6,0,46,0,19,0,13,0,0,0,0,0,36,7,6,0,0,22,7,0,0,0,49,0,3,0,28,11,3,0,6,0,51,0,0,0,0,6,0,0,0,0,11
UCL215015,11,43,0,10,6,0,0,4,0,75,8,33,0,6,3,3,0,0,0,63,35,14,0,3,28,18,0,8,0,108,6,9,0,14,6,4,0,4,6,62,6,5,4,5,0,0,0,0,0,19,13,0,8,7,0,5,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,3,90,128,23,55,53,36,5,32,4,434,11,11,0,0,0,0,0,0,0,20,4,6,0,0,3,0,0,0,0,23,17,20,35,4,7,6,8,4,0,105,9,6,38,4,0,6,3,0,0,64,9,10,6,5,0,0,0,0,0,36,9,51,3,18,6,0,0,7,0,106,16,57,5,14,3,5,0,0,0,101,56,31,5,14,27,20,3,15,4,173,14,21,8,17,6,7,3,10,4,90,8,9,4,5,0,0,0,6,0,28
UCL215016,9,55,8,27,3,0,0,4,0,113,7,33,0,30,3,0,0,0,0,81,9,18,5,6,41,16,0,5,0,104,10,12,4,57,15,3,0,3,0,113,0,6,4,3,4,0,0,0,0,22,11,0,8,12,14,5,6,8,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,7,0,0,0,3,6,0,0,0,0,14,54,144,29,144,105,36,4,27,11,556,0,10,0,0,0,4,0,0,0,21,0,4,0,0,0,0,0,0,0,19,22,10,126,6,8,3,41,24,5,239,15,5,48,0,4,0,13,11,0,93,3,7,5,0,0,0,6,8,0,38,9,62,5,32,8,3,3,3,0,130,5,51,4,29,10,0,0,0,0,101,27,30,12,7,49,20,9,13,0,176,15,23,4,76,19,3,4,7,0,155,3,13,5,3,4,3,3,0,0,35
UCL215017,7,36,6,10,12,3,0,5,0,81,4,47,0,13,9,7,0,3,3,85,12,13,0,12,47,3,0,0,4,84,3,7,0,33,16,3,0,4,0,63,4,9,0,0,0,0,0,0,0,14,0,0,13,4,6,6,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,19,32,113,41,79,96,23,0,15,14,420,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,18,8,92,5,3,0,26,15,0,176,13,4,75,7,0,0,4,5,0,111,4,0,9,0,0,0,0,5,0,20,10,46,4,15,14,3,0,5,0,97,7,57,0,13,9,7,0,3,3,102,29,22,7,14,50,7,4,3,0,132,10,17,0,44,16,3,0,4,0,95,4,10,4,4,0,0,0,0,0,23
UCL215018,10,59,5,20,5,0,0,0,0,95,4,49,0,8,6,6,0,5,0,73,14,9,0,5,16,5,0,0,0,51,0,11,0,29,10,5,0,7,0,63,0,5,0,0,0,0,0,0,0,12,0,6,9,5,3,4,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,5,0,0,0,4,5,11,34,137,20,78,43,28,8,23,11,371,0,3,4,3,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,6,7,7,55,0,5,7,19,13,0,112,12,0,26,0,0,0,9,6,0,54,15,7,5,0,4,5,4,3,0,41,8,70,5,22,5,0,0,0,0,110,4,59,8,9,4,6,0,3,0,97,14,14,0,5,15,13,0,5,0,77,0,21,4,39,10,5,4,8,4,93,0,6,3,0,0,0,0,6,0,24
UCL215019,7,32,3,14,8,0,0,0,0,64,4,35,0,14,4,4,0,3,0,68,12,10,0,5,25,10,0,3,0,65,8,14,3,18,9,7,0,12,0,80,0,8,4,3,3,7,0,0,0,20,0,0,8,0,8,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,4,0,4,0,0,0,5,10,43,128,20,65,59,34,4,25,9,381,5,18,0,0,0,0,0,3,0,29,0,9,0,0,0,0,0,4,0,17,11,10,45,9,0,0,4,10,0,90,23,7,57,0,0,0,5,10,0,93,3,6,7,0,0,0,0,0,0,19,7,33,0,23,14,0,0,0,0,74,11,60,0,19,3,4,0,3,4,110,20,22,0,12,29,15,0,3,0,102,15,26,3,23,12,7,3,11,0,97,0,17,5,4,0,8,0,4,0,38
UCL215020,3,19,0,18,0,0,0,0,0,43,3,13,0,0,0,0,0,0,0,26,3,0,3,9,9,3,0,0,0,26,0,0,0,12,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,3,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,14,42,11,47,14,12,0,14,6,147,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,4,0,8,0,4,0,5,11,0,36,0,0,9,0,0,0,0,0,0,10,3,0,3,0,0,0,3,6,0,21,3,26,0,20,0,0,0,0,0,53,3,20,0,4,0,0,0,0,0,31,6,0,0,7,9,8,0,0,0,36,3,3,0,18,0,0,0,5,0,33,0,0,0,0,0,0,0,0,0,3
UCL215021,0,19,4,8,0,5,0,0,0,38,4,6,0,3,0,0,4,0,0,19,11,0,0,0,12,3,0,3,0,33,5,15,0,20,10,5,0,0,0,50,0,4,0,0,0,0,0,0,0,4,4,0,4,0,0,6,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,56,14,43,24,14,4,7,3,181,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,7,3,29,8,5,0,11,3,0,71,0,0,5,0,0,0,5,3,0,15,3,4,3,0,0,0,0,0,0,11,3,26,4,10,0,5,0,0,0,46,0,14,0,6,0,0,4,0,0,24,10,3,0,0,12,3,3,7,0,45,3,17,0,26,10,5,0,0,5,62,0,3,0,0,4,0,0,0,0,13
UCL215022,10,44,3,16,4,6,0,4,0,87,9,49,0,26,3,0,0,0,0,83,10,16,0,11,44,15,0,8,0,102,10,23,0,84,15,10,0,15,0,152,0,6,0,0,4,0,0,0,0,9,6,4,9,8,8,10,0,6,0,43,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,4,0,8,6,0,0,4,0,19,47,153,27,152,88,46,0,34,0,550,4,9,6,0,0,5,0,0,0,29,0,9,3,0,0,0,0,0,0,19,17,17,104,5,9,10,32,18,5,218,5,0,46,4,3,5,13,10,0,83,3,0,4,0,0,5,0,9,0,30,9,55,3,22,4,4,0,4,0,108,9,66,0,26,6,0,4,0,0,111,25,29,4,11,49,29,13,7,0,162,14,30,4,102,24,11,3,20,0,204,0,8,3,0,4,5,0,3,0,29
UCL215023,0,20,0,4,6,0,0,0,0,33,0,10,0,10,0,0,0,0,0,24,3,5,0,3,16,0,0,0,0,32,3,4,0,22,3,4,0,4,0,36,0,0,0,0,0,0,0,0,0,4,0,4,12,4,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,9,52,21,48,26,11,4,13,5,175,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,11,0,24,0,3,4,13,21,0,77,5,0,12,0,0,0,11,5,0,33,0,3,3,0,0,6,0,5,0,17,0,21,0,4,6,4,0,0,0,38,0,10,0,10,0,0,0,0,0,27,9,5,5,3,11,6,3,9,0,47,3,8,0,22,3,4,0,3,0,38,0,0,0,0,0,0,0,0,0,4
UCL215024,6,21,0,13,4,0,0,0,0,41,0,26,0,7,0,0,0,0,0,41,9,3,0,4,15,4,0,0,0,33,0,3,0,15,4,0,0,3,0,32,0,0,0,0,0,0,0,0,0,3,4,4,3,4,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,21,70,5,42,26,9,0,9,5,186,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,15,0,30,5,3,0,9,3,0,71,7,0,14,3,0,0,4,5,0,31,0,4,3,0,0,0,3,0,0,14,5,27,0,13,4,0,0,0,0,51,0,38,0,7,0,0,0,0,0,45,16,13,3,4,19,6,5,4,0,61,3,3,0,19,4,0,0,5,0,36,0,4,0,0,0,0,0,0,0,7
UCL215025,3,7,0,10,0,0,0,0,0,31,4,7,0,9,0,0,0,0,0,17,7,3,0,3,9,4,0,3,6,24,4,3,0,10,3,3,0,0,0,35,0,6,0,0,0,0,0,0,0,6,0,0,0,0,3,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,29,8,31,25,20,0,10,3,133,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,5,3,21,0,0,3,0,0,0,41,4,0,16,0,0,0,0,0,0,28,0,0,0,0,0,3,3,0,0,8,0,9,4,10,0,0,0,0,0,31,4,10,0,11,0,0,0,0,0,24,8,4,5,3,9,7,4,7,6,40,5,6,0,18,3,3,0,0,0,46,0,3,0,0,0,0,0,0,0,5
UCL215026,0,8,0,3,3,3,0,0,0,24,0,13,0,6,0,0,0,4,0,27,0,6,3,4,11,4,0,0,0,33,0,6,0,11,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,34,8,29,20,17,0,9,0,130,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,9,27,0,3,0,8,3,0,57,0,0,15,0,0,0,4,3,0,30,0,0,5,0,0,0,5,4,0,11,0,8,0,3,3,3,0,0,0,24,0,14,0,10,0,0,0,4,0,31,7,6,7,4,11,3,0,0,0,41,0,15,0,16,3,0,0,0,0,29,0,4,0,0,0,0,0,0,0,9
UCL215027,0,21,0,11,0,0,0,5,0,43,0,16,0,3,0,0,0,0,0,23,3,3,0,5,11,0,0,4,0,22,0,4,0,12,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,4,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,51,3,33,23,3,0,8,0,142,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,26,0,0,0,6,7,0,51,3,0,9,0,3,0,0,0,0,20,7,0,0,0,3,0,0,3,0,19,0,36,0,14,0,0,0,3,0,58,7,21,0,3,0,0,4,0,0,33,7,3,4,5,11,3,0,3,0,39,4,6,0,18,0,0,0,0,0,28,0,0,0,0,0,0,0,5,0,4
UCL215028,9,34,0,17,3,5,0,0,0,76,3,26,0,8,0,4,0,3,0,46,11,0,0,6,22,0,0,5,3,49,4,19,4,34,11,3,0,0,0,83,5,8,0,3,4,0,0,0,0,20,5,0,5,9,3,7,0,4,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,42,103,24,80,55,27,3,16,7,347,0,3,0,0,0,0,0,0,0,9,3,7,0,0,0,0,0,0,0,11,15,4,57,4,5,0,18,13,0,118,10,3,49,4,6,3,0,9,0,75,8,10,10,0,4,0,3,0,0,35,4,44,3,19,3,5,0,5,0,83,0,36,6,18,0,4,0,5,0,66,18,13,3,6,32,8,7,7,5,90,6,25,9,43,14,3,0,5,0,104,13,12,4,0,4,0,0,0,0,32
UCL215029,12,37,0,25,10,0,0,7,0,103,11,40,0,15,4,0,0,5,0,87,41,24,3,8,29,5,0,4,0,108,22,49,9,37,18,0,5,11,4,139,8,30,0,4,8,8,0,5,0,61,15,0,10,13,7,4,0,4,0,54,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,115,197,40,116,75,26,3,37,10,619,13,8,6,5,0,0,0,4,0,32,7,13,6,0,7,0,0,0,0,29,11,10,34,3,3,3,4,9,0,78,9,8,41,5,0,4,0,3,0,70,11,4,11,0,0,0,0,3,0,30,22,57,4,35,13,0,0,12,0,141,15,56,0,23,7,3,0,7,0,109,76,52,23,18,31,15,3,12,0,234,27,64,5,53,20,0,4,11,4,191,16,60,7,8,11,9,0,3,4,115
UCL215030,0,20,0,18,4,0,0,0,0,38,4,16,0,5,0,0,0,0,0,19,0,3,0,3,10,4,0,4,0,25,0,3,0,19,4,0,0,0,0,29,0,7,0,0,0,0,0,0,0,6,0,0,5,0,4,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,8,42,19,12,3,13,0,143,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,19,0,0,0,13,5,0,46,6,0,15,0,0,0,4,3,0,27,0,9,0,0,0,3,0,3,0,20,0,18,0,18,4,0,0,0,0,46,5,29,0,0,0,0,0,0,0,36,3,3,4,5,13,4,4,4,0,41,0,3,0,19,4,0,0,0,0,37,0,7,0,0,0,0,0,0,0,6
UCL215031,0,21,0,10,0,0,0,0,0,36,5,16,0,0,0,0,0,0,0,20,7,0,0,3,9,4,0,3,0,28,0,9,0,14,3,0,0,5,0,20,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,21,57,10,39,18,5,3,16,0,158,5,0,0,0,0,0,0,5,0,8,0,0,0,0,4,0,0,0,0,5,10,5,14,3,0,0,6,9,0,38,3,0,6,0,0,0,7,4,0,21,14,0,0,0,0,0,3,9,0,34,0,24,0,18,0,0,4,0,0,42,3,27,0,0,0,0,0,0,0,34,7,8,5,3,8,3,0,5,0,39,4,5,0,11,3,0,0,6,0,30,0,0,0,0,0,0,0,0,0,5
UCL215032,4,43,5,16,5,3,0,4,0,76,5,29,0,9,7,0,0,3,0,63,12,11,6,8,29,3,0,6,0,82,11,19,4,34,10,0,0,9,0,79,0,10,0,0,0,0,0,0,0,12,4,0,10,6,8,3,0,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,5,5,13,40,119,28,74,64,17,8,41,12,402,0,3,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,4,0,12,8,8,42,3,4,0,7,10,3,81,17,8,31,0,0,0,8,4,0,57,10,4,13,0,5,0,5,22,5,62,8,49,5,24,5,3,0,3,0,97,5,45,3,10,7,0,4,3,0,85,18,18,10,12,29,14,5,10,0,118,11,30,3,36,7,3,0,6,0,104,0,14,0,0,4,0,0,0,0,15
UCL215033,7,33,3,20,5,0,0,3,0,78,10,73,0,18,7,0,0,0,0,111,24,21,0,8,58,7,4,0,4,126,14,23,4,25,18,8,0,3,0,94,3,3,0,0,3,0,0,0,0,14,5,0,4,8,9,5,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,66,166,14,88,115,32,6,13,8,506,0,9,0,0,6,0,0,0,0,19,7,17,5,0,0,3,0,0,3,33,23,19,80,0,9,6,16,6,0,165,15,3,65,0,3,6,3,6,3,98,3,5,5,6,0,3,0,0,0,23,13,43,10,20,5,0,4,3,0,98,14,96,0,23,7,0,0,0,0,142,54,30,6,10,72,22,6,3,5,213,23,28,4,34,23,9,0,3,0,123,5,13,4,0,4,0,0,0,0,34
