UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL221006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,3,0,0,4,0,0,0,6,0,3,4,0,4,0,12,0,6,4,0,0,0,18,0,0,0,3,0,0,7,3,3,0,0,0,0,5,5,4,0,0,0,0,7,3,7,3,0,0,0,9,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,16,3,8,0,81
UCL221007,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,0,0,12,3,6,0,0,0,0,9,7,7,0,0,0,0,17,0,5,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,25,27,4,8,5,0,70
UCL221008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,5,0,0,0,0,10,0,0,0,0,0,0,10,0,4,6,0,0,0,12,0,3,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,10,4,4,0,60
UCL221009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,6,8,12,4,0,0,0,15,0,3,0,0,0,0,11,4,12,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,43,9,8,7,0,83
UCL221010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,6,0,8,0,6,7,0,5,0,15,0,5,6,0,0,0,17,0,3,0,3,0,0,11,4,6,0,0,0,0,6,0,6,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,20,35,13,5,5,0,81
UCL221011,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,8,0,0,0,0,10,0,3,4,0,0,0,9,0,0,4,0,0,0,6,3,8,3,0,0,0,14,0,0,0,4,0,0,3,0,9,0,0,0,0,9,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,8,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,23,6,4,0,102
UCL221012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,8,3,3,0,3,0,0,9,0,3,0,0,0,0,3,0,5,0,0,0,0,10,7,0,0,0,0,0,9,4,4,0,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,19,39,19,9,8,0,83
UCL221013,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,9,0,5,0,4,0,0,12,6,7,0,0,0,0,8,5,8,6,4,4,0,16,0,4,0,0,0,0,6,4,5,0,5,0,0,12,7,0,0,0,0,0,7,0,0,0,0,0,0,5,3,6,0,0,0,0,4,7,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,7,38,36,18,9,4,0,111
UCL221014,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0,17,3,4,0,0,0,0,10,4,0,0,0,0,0,5,4,3,0,0,0,0,3,4,3,5,0,0,0,10,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,30,28,13,6,5,0,83
UCL221015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,5,5,0,0,0,0,0,5,3,3,0,0,0,0,9,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,27,22,9,0,4,0,58
UCL221016,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,3,0,3,0,3,0,0,0,0,4,0,9,0,0,0,0,12,3,9,6,0,0,0,13,4,14,4,5,0,0,27,0,11,0,0,4,0,13,6,20,7,0,0,0,32,0,13,0,0,0,0,18,0,7,0,0,0,0,7,0,9,0,0,0,0,13,3,3,0,0,0,0,11,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,0,0,0,9,29,111,26,10,16,0,181
UCL221017,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,5,0,0,0,7,0,7,0,0,0,0,4,8,7,0,0,0,0,14,5,9,0,0,0,0,20,4,13,0,0,0,0,20,0,0,0,0,0,0,3,7,3,0,3,0,0,13,0,7,0,0,0,0,5,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,35,46,21,7,8,0,113
UCL221018,0,0,3,0,0,0,7,3,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,7,8,6,0,0,5,0,19,3,0,4,6,0,0,8,5,7,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,8,6,11,0,76
UCL221019,7,0,0,0,0,0,7,5,0,0,0,0,0,5,4,0,0,0,0,0,7,4,0,0,0,0,0,6,4,4,0,7,0,0,12,0,7,0,5,6,0,9,3,0,0,0,0,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,4,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,36,25,5,9,14,0,84
UCL221020,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,3,0,0,5,0,9,0,3,0,4,0,0,15,4,0,0,3,0,0,8,3,0,0,0,0,0,11,0,3,6,0,0,0,6,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,14,12,12,13,0,63
UCL221021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,10,3,0,3,3,0,0,12,0,10,0,5,0,0,19,5,14,4,3,0,0,25,9,10,0,4,0,0,18,3,0,0,0,0,0,10,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,48,44,9,15,5,0,121
UCL221022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,20,3,0,0,0,42
UCL221023,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,4,0,0,17,0,0,0,0,7,0,6,9,3,0,0,0,0,7,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,13,7,3,9,3,53
UCL221024,7,0,0,0,0,0,9,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,0,0,6,5,0,0,0,0,0,6,3,3,0,0,0,0,11,10,4,0,0,0,0,14,7,0,0,0,0,0,11,3,7,3,0,0,0,11,0,0,0,0,0,0,8,0,4,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,51,30,15,3,9,0,106
UCL221025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,6,6,0,0,0,0,13,3,3,0,0,7,0,9,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,20,0,5,7,0,43
UCL221026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,3,0,0,0,0,8,4,3,0,0,3,0,10,3,0,0,0,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,3,3,6,0,47
UCL221027,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,3,0,0,0,0,5,0,0,0,5,0,0,9,5,4,4,0,0,0,18,3,0,0,0,0,0,3,3,5,0,0,0,0,16,3,7,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,0,7,30,25,4,4,3,0,73
UCL221028,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,4,0,0,0,0,3,4,0,0,0,0,0,10,4,0,0,0,0,0,3,23,12,9,0,0,0,53
UCL221029,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,7,4,7,0,0,0,0,15,5,6,0,0,0,0,20,5,15,0,0,0,0,20,0,6,0,0,0,0,13,0,0,0,0,0,0,7,0,3,3,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,31,55,16,4,4,0,104
UCL221030,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,5,0,0,0,6,4,0,4,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,5,3,3,3,36
UCL221031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,5,0,6,0,0,12,4,5,0,0,0,0,12,4,5,3,0,0,0,11,0,11,3,3,0,0,16,0,6,0,0,0,0,13,4,8,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,33,47,12,8,0,0,103
UCL221032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,5,0,0,0,0,7,3,5,0,0,0,0,10,0,3,0,0,0,0,13,4,10,0,0,0,0,16,3,5,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,37,10,5,3,0,84
UCL221033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,3,3,0,31
UCL221034,0,5,3,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,9,0,6,7,0,0,0,12,0,4,3,0,0,0,11,0,5,0,0,0,0,5,0,10,4,0,0,0,13,0,0,6,0,0,0,7,0,3,0,0,0,0,7,0,6,0,0,0,0,11,9,17,4,0,0,0,31,0,8,4,0,0,0,9,0,0,0,0,0,0,0,6,13,5,0,0,0,22,24,90,39,0,3,0,160
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4,0,3,0,0,0,9,3,4,0,0,0,0,6,0,5,0,0,0,0,12,0,0,0,0,0,0,3,0,5,4,0,0,0,15,5,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,14,6,3,0,70
UCL221036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,7,0,4,3,0,0,0,10,4,7,12,0,0,0,21,5,3,8,0,0,0,16,3,9,3,0,0,0,17,4,9,0,0,0,0,15,0,11,0,0,0,0,14,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,8,0,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,6,38,63,22,6,9,0,135
UCL221037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,3,3,0,0,0,0,7,3,0,0,0,0,0,9,0,0,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,21,20,3,4,3,0,51
UCL221038,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,6,0,4,0,3,5,0,0,0,10,0,7,0,0,0,0,12,4,6,4,0,0,0,17,4,7,0,0,0,0,13,6,7,4,0,0,0,23,0,3,4,0,0,0,13,0,0,0,0,0,0,3,3,9,0,0,0,0,15,6,8,4,0,0,0,13,3,0,0,0,0,0,6,0,0,4,0,0,0,4,8,4,3,0,0,0,13,43,71,33,3,7,0,160
UCL221039,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,5,4,0,0,0,0,9,3,6,5,0,0,0,12,6,7,3,0,0,0,11,0,4,3,0,0,0,6,0,6,3,0,0,0,8,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,35,19,3,3,0,85
UCL221040,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,3,0,0,0,10,0,0,0,0,0,0,0,4,3,0,3,0,0,13,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,5,0,0,0,0,5,0,8,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,23,21,13,5,3,0,69
UCL221041,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,8,0,0,0,0,0,8,0,3,0,0,0,0,9,6,9,0,0,0,0,13,7,13,0,0,0,0,27,5,5,0,3,0,0,9,0,8,3,0,0,0,9,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,55,15,6,5,0,111
UCL221042,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,8,4,0,3,0,0,16,5,0,0,0,0,0,11,10,6,0,0,3,0,12,4,3,0,0,0,0,6,4,4,0,0,0,0,7,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,11,9,3,0,75
UCL221043,6,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,3,6,5,0,0,0,0,16,7,0,3,0,0,0,9,7,0,0,0,0,0,12,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,40,11,8,5,4,0,70
UCL221044,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,3,0,0,0,3,0,5,0,0,0,0,7,0,3,5,0,0,0,8,0,0,0,0,0,0,4,0,3,5,0,0,0,10,0,0,0,0,4,0,5,0,0,0,0,0,0,4,3,6,0,0,0,0,5,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,29,22,8,0,3,0,66
UCL221045,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,7,6,0,3,0,0,0,9,5,3,5,0,0,0,13,9,4,0,0,0,0,15,3,11,6,0,0,0,15,0,7,4,0,0,0,14,4,3,0,0,0,0,7,4,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,47,46,14,3,0,0,115
UCL221046,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,14,0,3,4,0,0,0,11,7,12,3,0,0,0,15,11,25,4,0,0,0,43,17,32,0,0,0,0,51,20,48,0,5,0,0,79,5,15,5,0,0,0,25,5,16,4,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,4,3,0,0,0,8,3,4,0,0,0,0,9,0,5,0,0,0,0,5,0,0,0,0,0,0,0,4,11,0,5,0,0,16,77,179,30,11,5,5,304
UCL221047,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,3,4,4,4,0,0,0,13,3,0,0,0,0,0,3,6,9,4,0,0,0,16,0,0,0,0,0,0,5,0,6,0,0,0,0,6,7,6,4,0,0,0,8,4,12,0,0,0,0,17,0,0,0,0,0,0,0,0,5,3,0,0,0,7,3,0,0,4,0,0,10,30,57,19,4,7,0,109
