UCL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL222066,126,118,238,42,26,65,11,25,37,3,3,7,5,3,6,61,52,117,50,49,100,3.3,5.7,4.4,48.8,46.5,47.7,47.2,43.9,45.6,0,0,0,0,0,0,0,4,4,3,8,12,30,12,45,0,3,3,0,0,3,34,23,52,107,103,212,16,16,28,83,78,157,45,38,82
UCL222067,106,116,216,37,21,55,17,32,48,0,9,12,0,0,0,53,59,114,30,43,76,0,1.7,0.9,52.9,50.9,51.8,52.9,50,51.4,6,0,6,0,8,8,4,14,18,5,9,16,25,13,38,3,0,0,0,3,3,27,22,47,88,89,179,7,16,26,56,59,118,35,50,81
UCL222068,90,85,171,34,27,65,20,23,43,6,5,12,3,0,3,64,54,115,22,22,44,3.2,1.9,2.6,68.9,66.7,67.8,66.7,65.4,66.1,3,0,5,3,8,8,9,14,27,12,12,21,24,6,32,0,0,0,0,7,7,24,13,37,84,82,165,8,7,21,68,62,131,19,25,52
UCL222069,199,212,412,55,23,79,12,40,55,4,14,22,6,4,15,85,86,174,98,109,209,11.4,7.1,9.2,44,40.1,42,39,37.3,38.1,5,0,10,0,5,9,6,13,18,9,20,31,47,20,65,3,5,6,3,0,5,55,25,81,216,206,417,19,13,41,143,133,274,81,86,167
UCL222070,90,89,182,31,20,56,9,24,29,8,9,16,6,0,6,54,54,110,37,39,74,5.4,0,2.8,60.2,54.3,57.3,57,54.3,55.7,0,0,3,4,4,9,10,23,30,3,17,22,32,6,40,0,0,0,0,3,0,36,12,49,87,88,177,15,18,27,60,54,115,37,40,81
UCL222071,147,167,315,63,36,98,20,44,66,11,7,17,4,5,8,98,96,196,41,59,100,3.1,6.3,4.7,64.7,57.6,61,62.7,53.9,58.1,0,0,0,3,5,5,7,23,27,8,22,35,45,22,63,5,6,5,4,4,12,51,29,79,145,153,299,24,33,60,86,93,178,75,78,153
UCL222072,165,145,312,42,18,59,12,21,34,0,8,9,4,3,13,64,47,116,78,76,155,12.1,6.1,9.6,39.3,33.8,36.7,34.5,31.7,33.2,4,10,5,0,0,0,7,19,25,3,14,15,59,20,75,0,4,3,4,5,8,59,25,90,124,117,240,29,28,54,73,61,134,75,72,147
UCL222073,96,90,189,44,15,57,16,36,49,10,8,22,0,0,0,70,64,132,17,31,53,0,1.6,0.8,72.2,65.6,68.9,72.2,64.5,68.4,3,3,12,4,9,11,7,14,25,7,15,18,27,12,36,0,3,5,0,0,0,29,12,41,89,97,185,17,22,37,52,57,113,54,46,98
UCL222074,102,83,179,37,13,55,11,22,33,7,8,14,4,0,3,57,47,110,27,24,55,5.2,4.2,4.7,58.6,59.3,58.9,55.6,56.8,56.1,0,0,0,0,0,0,3,8,9,0,7,6,20,20,39,0,0,0,4,3,4,26,22,46,98,80,176,0,4,7,72,56,124,25,26,59
UCL222075,195,186,380,88,46,127,22,41,69,3,6,14,5,7,13,124,104,221,59,69,134,3.3,5.9,4.5,62.1,54.5,58.4,60,51.3,55.8,6,3,11,0,5,3,10,20,23,7,19,31,69,34,104,0,3,4,0,10,9,72,47,115,199,197,393,24,21,39,140,139,275,71,63,133
UCL222076,191,209,397,62,25,88,20,51,68,3,6,12,13,3,18,99,87,188,69,95,161,12,4.6,8.6,52.4,42,47,46.1,40.1,43,3,4,11,0,5,5,13,21,39,4,9,14,38,19,62,3,6,9,0,3,8,47,31,76,162,199,361,33,24,54,115,134,249,73,77,151
UCL222077,202,220,423,62,32,94,20,38,60,4,6,6,4,12,17,94,85,181,90,109,198,5.4,10.5,7.8,45.8,39.3,42.4,43.3,35.2,39.1,0,4,8,0,6,5,14,27,39,6,16,25,50,30,81,3,6,4,0,4,3,53,36,87,202,203,403,19,25,42,153,146,297,62,62,120
UCL222078,123,109,231,29,14,48,6,19,27,6,8,11,11,9,16,54,51,102,55,61,114,16.7,17,16.8,44.3,42.3,43.3,36.9,35.1,36.1,5,4,8,3,8,6,0,3,4,4,8,10,39,23,59,0,3,3,6,0,3,38,22,62,120,114,234,21,11,26,85,81,160,48,38,83
UCL222079,182,199,376,75,49,121,31,65,99,12,13,23,4,8,10,122,128,249,51,64,114,2.5,3.1,2.8,68.2,65.2,66.6,66.5,63.1,64.7,7,13,24,6,13,22,41,42,83,15,28,43,34,17,45,0,5,5,0,6,9,35,24,52,204,204,403,13,22,34,147,148,293,62,68,125
UCL222080,150,165,311,34,17,56,17,27,49,8,9,11,4,5,4,66,59,126,74,93,172,3.2,6.8,4.9,42,36.4,39.1,40.7,34,37.2,0,6,6,0,3,0,13,18,29,9,14,22,39,19,66,0,0,0,0,6,3,43,22,73,141,150,287,20,19,39,108,96,204,46,59,105
UCL222081,125,104,228,35,15,51,20,20,42,4,6,11,0,0,0,57,46,105,50,50,99,1.7,0,0.9,49.2,44.7,47.1,48.4,44.7,46.7,8,5,15,6,5,8,20,20,39,10,7,19,27,4,34,0,3,0,0,0,0,30,12,40,99,84,184,22,27,40,56,59,111,59,53,111
UCL222082,101,95,192,37,29,60,23,30,47,0,10,7,4,0,4,61,62,119,30,23,53,3.3,0,1.7,61.6,61.9,61.7,59.6,61.9,60.7,3,4,9,3,0,7,14,20,34,13,10,29,23,7,35,5,0,5,4,5,4,29,12,39,88,79,163,24,20,44,60,50,102,44,46,92
UCL222083,89,90,181,49,22,73,11,24,36,0,0,6,4,5,8,68,57,126,19,29,47,5.9,3.4,4.8,75.6,65.9,70.8,71.1,63.6,67.4,5,0,9,0,3,5,3,3,11,4,3,7,33,15,47,0,3,3,0,0,0,33,21,52,103,93,198,9,7,13,74,81,154,30,23,47
UCL222084,202,205,411,45,33,77,23,35,53,3,3,14,10,7,15,82,70,156,93,105,199,9.9,6.8,8.4,40.3,35.6,37.9,36.3,33.2,34.7,0,5,6,0,3,3,10,16,26,14,27,41,46,20,70,0,5,5,0,0,8,47,27,78,175,185,357,18,24,47,125,126,254,68,78,143
UCL222085,134,137,266,45,28,71,28,41,69,6,5,15,3,0,8,81,80,161,48,49,98,4.9,2.6,3.8,61.2,57.8,59.5,58.2,56.3,57.2,11,11,21,0,4,6,29,30,62,12,17,32,31,16,52,0,3,3,0,0,0,34,20,51,118,112,231,33,39,70,70,71,140,76,66,144
UCL222086,163,153,318,72,21,95,30,45,79,3,11,15,0,6,9,108,89,192,37,58,94,0.9,8,4.1,67.1,56.1,61.7,66.5,51.6,59.2,7,11,22,0,0,4,25,28,52,14,22,34,44,22,67,3,0,6,0,3,0,50,27,79,164,152,316,11,12,29,124,120,246,42,39,77
UCL222087,196,208,401,66,43,112,26,47,68,13,11,20,4,6,6,104,104,209,80,95,174,2.8,5.9,4.3,54.4,48.6,51.4,52.8,45.7,49.1,0,0,3,0,4,7,5,20,25,7,14,20,63,29,89,4,5,10,4,3,5,66,31,104,194,201,395,25,26,56,138,145,285,63,79,140
UCL222088,136,114,251,30,20,49,15,17,32,5,6,12,3,5,4,55,44,99,70,63,128,5.5,7.5,6.3,40.7,34.5,37.8,38.5,31.9,35.5,3,4,6,4,0,6,0,13,14,11,15,21,40,6,51,0,0,0,4,0,8,41,15,56,121,95,214,11,11,25,106,84,189,21,26,43
UCL222089,87,91,174,36,24,59,5,20,24,3,8,8,0,0,3,49,46,100,36,38,69,2,2.1,2,57.5,54.5,56,56.3,53.4,54.9,0,0,4,0,5,5,8,15,21,11,9,16,23,11,35,0,3,4,0,8,4,29,21,45,82,81,170,14,14,29,72,57,126,26,36,63
UCL222090,101,96,194,39,25,61,12,28,36,4,3,14,0,0,3,61,59,111,25,22,52,1.8,1.8,1.8,55.9,60.2,57.9,54.9,59.1,56.9,0,6,6,0,3,4,5,13,15,13,8,16,29,13,43,0,0,0,0,0,0,29,17,46,106,83,190,6,5,12,88,76,158,22,18,38
UCL222091,158,154,313,73,43,118,21,33,57,8,15,23,4,0,9,101,100,199,46,55,98,3.9,3.1,3.5,66.5,61.8,64.1,63.9,59.9,61.9,3,8,5,0,3,7,7,21,27,12,11,26,47,36,90,0,4,4,6,0,9,53,43,94,169,178,345,22,20,40,116,125,242,58,58,117
UCL222092,132,129,260,74,35,111,10,36,48,0,5,13,0,4,9,89,84,178,33,33,62,1.1,8.1,4.5,67.7,67.2,67.4,66.9,61.7,64.4,0,3,4,3,3,9,9,23,34,9,15,27,54,14,72,0,4,4,0,0,0,54,21,77,163,145,311,7,13,26,120,101,215,48,46,102
UCL222093,184,184,366,44,16,61,19,42,63,3,7,9,3,3,6,70,72,144,88,91,179,5.6,2.7,4.2,39,39.5,39.2,36.8,38.4,37.6,5,0,9,0,5,5,3,22,31,3,14,22,47,28,70,0,0,6,5,0,7,50,31,82,163,173,338,31,15,49,119,128,247,61,56,117
UCL222094,146,142,286,51,20,69,11,31,44,3,7,9,9,3,9,73,62,133,55,67,125,9.6,5,7.5,50.7,41.7,46.2,45.8,39.6,42.7,0,0,0,0,0,0,0,8,9,8,11,17,40,28,67,0,0,0,0,0,7,44,27,72,133,125,262,24,28,44,94,83,174,53,59,114
UCL222095,71,80,155,37,20,62,11,24,25,7,4,10,5,0,5,57,44,97,15,32,43,3.6,0,2,76.4,54.9,64.9,73.6,54.9,63.6,0,0,0,0,3,3,7,10,15,5,11,12,25,11,40,0,0,0,0,0,3,31,14,44,70,89,163,7,7,15,52,56,111,25,29,53
UCL222096,150,173,327,80,36,121,22,62,81,7,10,24,0,7,9,110,123,230,31,44,73,1.8,6.7,4.3,73.2,69.2,71.1,71.9,64.5,68,5,16,18,6,5,13,12,21,36,12,21,39,50,30,83,0,6,5,0,3,3,51,38,93,175,198,374,10,17,22,119,128,242,53,70,129
UCL222097,127,140,265,67,39,103,14,31,48,4,17,20,8,5,8,85,88,173,29,39,68,4.5,4.5,4.5,70.6,62.9,66.5,67.5,60,63.5,5,0,7,0,0,0,11,20,24,8,16,27,42,18,59,0,0,3,0,5,7,46,22,68,128,137,263,22,24,44,90,104,199,53,54,103
UCL222098,137,146,285,42,24,68,34,50,83,12,12,22,0,3,3,85,85,174,39,51,94,0,2.3,1.1,62.6,59.6,61.1,62.6,58.2,60.4,6,11,16,8,10,16,21,26,56,15,19,31,36,21,57,0,0,5,0,0,3,38,22,66,149,152,297,20,23,40,100,100,206,65,61,125
UCL222099,78,91,172,39,12,49,6,24,30,0,0,5,0,6,3,46,46,90,25,38,65,2.1,8.9,5.4,60,50.6,55,58.8,46.1,52.1,0,0,0,0,0,0,3,8,12,3,9,18,22,23,47,0,0,5,0,0,0,26,26,51,93,86,180,5,13,24,65,63,122,29,31,62
UCL222100,118,103,222,18,8,26,9,20,30,0,0,0,9,3,10,37,32,74,66,56,121,17.9,5.7,12.2,32.8,34.3,33.5,26.9,32.4,29.4,0,0,0,0,3,3,7,8,16,10,13,20,28,11,37,0,0,0,0,0,0,32,14,42,97,90,187,12,9,19,69,61,129,38,38,77
UCL222101,103,111,213,43,27,69,4,25,34,5,0,6,4,0,0,57,55,119,36,51,82,5.1,1.8,3.5,57.3,50.9,54,54.4,50,52.1,0,0,3,0,4,7,7,17,22,5,10,15,38,20,53,0,5,0,0,3,3,37,21,66,117,105,224,14,19,30,70,70,138,47,47,101
UCL222102,169,175,343,59,35,95,30,41,67,7,11,22,0,0,4,95,95,195,58,69,123,4.1,2.1,3.1,58.3,54.2,56.2,56,53.1,54.5,0,0,4,6,5,12,15,22,35,8,23,36,54,23,79,6,4,6,0,8,12,60,35,91,151,169,321,32,31,66,98,92,193,74,86,167
UCL222103,93,83,172,41,14,55,20,36,51,0,0,0,5,0,5,65,50,118,24,26,53,4.6,1.9,3.4,69.1,65,67.2,66,63.7,64.9,5,5,4,0,5,3,11,23,34,13,11,19,25,3,35,0,0,0,0,0,0,25,9,33,101,92,196,7,4,12,74,63,138,37,35,71
UCL222104,129,118,246,51,16,70,14,29,36,11,5,16,3,5,4,71,58,132,44,44,96,2.8,5.2,3.8,54.5,50.4,52.6,53,47.8,50.6,0,0,0,0,0,0,3,11,13,0,10,10,31,17,48,7,3,5,0,0,0,34,18,51,130,117,245,10,10,19,100,91,194,29,28,57
UCL222105,100,95,201,42,25,67,11,26,33,4,0,6,0,8,8,60,51,108,34,34,73,0,7.8,3.7,56.9,53.1,55.1,56.9,49,53,0,0,0,0,0,3,0,3,7,5,10,11,34,13,55,0,0,0,0,0,0,36,23,58,93,87,181,9,6,16,73,67,141,26,25,51
UCL231001,184354,171931,356286,80282,39377,119657,23698,50233,73932,7992,9141,17133,3471,2757,6227,115450,101508,216956,54461,57304,111759,3,2.7,2.9,62.6,59,60.9,60.7,57.4,59.1,4504,6218,10724,2485,6222,8712,15782,26379,42161,13377,20317,33698,52180,21546,73722,1431,2702,4133,2337,3176,5512,55945,27419,83365,180010,170168,350178,19020,18968,37989,133903,125007,258912,56914,56263,113184
UCL279997,36,6,38,7,0,8,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,28.6,25,28.2,28.6,25,28.2,0,0,0,0,0,0,3,0,3,4,0,4,4,0,4,0,0,0,0,0,0,4,0,4,7,0,7,0,0,0,5,0,5,7,0,9
UCL299994,4576,3373,7946,621,302,919,281,367,646,125,103,231,298,191,485,1324,961,2281,1218,1228,2447,22.6,19.6,21.3,28.9,28.4,28.7,22.4,22.9,22.6,114,129,239,35,69,98,337,365,701,161,208,372,614,336,949,54,54,112,50,41,90,715,435,1148,847,576,1426,2008,1884,3889,538,340,876,2171,2008,4180
