UCL_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL222004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,0,0,0,19
UCL222005,0,0,0,0,3,0,0,4,0,7,0,5,0,0,0,7,0,0,0,12,0,4,0,0,3,3,0,3,0,16,0,0,0,3,3,0,0,0,0,13,0,0,3,0,3,6,0,0,0,9,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,6,0,13,3,3,0,0,4,9,4,0,0,21,0,0,0,0,0,0,0,0,0,0,8,21,4,10,23,21,9,13,0,103
UCL222006,0,0,0,0,8,4,5,4,0,17,0,0,6,0,14,7,3,0,0,43,0,3,0,5,5,10,3,0,0,37,0,3,5,0,0,0,0,4,0,22,0,0,3,3,0,0,0,0,3,19,0,8,3,0,3,0,0,0,0,16,0,0,0,0,3,0,0,3,0,8,0,0,6,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,26,29,15,37,33,12,13,5,173
UCL222007,0,0,0,0,6,4,0,0,0,12,0,4,3,5,4,0,0,4,0,22,0,5,0,0,9,6,0,0,0,19,0,0,4,0,0,0,0,0,0,7,5,0,0,0,7,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,11,3,25,15,6,6,0,93
UCL222008,3,5,0,4,3,0,0,15,0,26,0,9,9,4,7,13,3,6,0,49,0,4,3,3,4,10,3,4,0,31,0,10,6,0,3,0,0,3,0,22,0,5,9,0,5,7,0,0,0,21,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,12,0,6,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,15,35,33,15,19,39,11,26,0,186
UCL222009,0,0,5,0,3,7,4,5,0,20,0,3,4,0,8,0,0,3,0,22,5,4,0,0,4,8,0,5,0,19,0,0,6,0,0,3,0,0,0,15,0,5,8,5,4,0,0,0,0,18,4,3,4,0,0,0,0,0,0,16,0,0,0,0,5,3,0,5,0,15,0,5,6,0,3,4,0,0,0,17,0,0,0,0,0,4,0,0,0,0,14,23,17,9,27,23,11,21,11,147
UCL222010,0,3,0,4,4,4,0,12,0,28,4,8,3,9,3,3,0,0,0,26,0,3,3,0,12,12,5,3,0,43,0,0,0,5,0,0,0,0,0,7,5,4,12,4,5,10,0,0,0,38,0,9,4,0,3,0,0,0,0,18,0,5,6,0,3,12,0,6,0,27,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,7,37,24,21,35,47,7,19,0,192
UCL222011,0,0,0,0,5,9,4,8,0,23,0,4,10,0,11,7,0,7,0,44,0,4,3,4,3,12,0,5,0,33,0,4,5,3,0,3,0,0,0,17,0,6,7,4,5,3,0,0,0,24,0,5,3,0,4,0,0,0,0,26,0,3,3,0,0,0,0,0,0,8,0,4,3,0,4,6,0,4,0,23,0,0,0,0,0,0,0,0,4,6,11,33,27,13,29,38,12,29,3,200
UCL222012,6,3,4,4,7,3,0,9,0,35,0,8,3,5,3,4,0,0,0,26,0,0,0,4,6,15,0,6,0,28,6,8,0,0,0,0,4,0,0,18,3,11,4,5,4,8,0,0,0,31,4,4,0,7,0,0,0,0,0,9,0,0,0,0,5,6,0,0,0,10,7,3,0,0,0,4,3,4,0,23,0,0,0,0,0,0,0,0,3,4,15,29,15,15,26,44,15,19,3,190
UCL222013,0,0,0,0,0,7,0,0,0,12,0,0,7,3,4,4,0,0,0,17,0,0,0,0,6,0,0,11,0,24,0,3,8,3,4,5,0,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,4,0,0,0,9,5,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,11,14,9,18,20,0,18,0,102
UCL222014,0,0,0,0,3,5,6,3,0,11,4,3,5,0,5,9,5,0,0,35,0,7,6,0,13,19,5,6,0,55,5,0,6,4,3,0,0,6,0,21,0,3,5,4,4,0,3,0,0,17,0,3,7,3,4,4,0,0,0,18,3,0,3,0,6,4,9,3,0,27,4,3,0,0,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,6,14,25,16,12,36,51,23,21,5,211
UCL222015,0,0,0,0,6,8,0,4,0,18,0,8,10,6,9,6,0,0,0,28,0,0,3,0,10,6,0,8,0,31,0,3,10,0,6,5,0,0,0,25,3,6,0,0,10,4,3,0,0,24,0,4,4,0,0,0,0,0,5,17,0,0,3,0,0,3,0,5,0,23,0,7,0,6,4,5,4,0,0,24,0,0,0,0,0,0,0,0,0,3,10,21,26,12,43,37,12,23,6,189
UCL222016,0,0,0,0,0,3,3,0,0,18,0,0,0,3,0,3,0,0,0,9,0,3,0,0,3,0,0,0,0,13,0,5,3,0,4,0,0,0,0,14,0,0,3,0,5,4,0,0,0,7,0,0,6,0,0,3,0,0,0,13,0,0,0,0,4,4,0,3,0,21,0,8,0,0,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,12,13,10,5,29,22,9,15,0,111
UCL222017,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,4,0,6,0,0,0,0,14,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,3,0,13,0,3,0,0,0,0,0,0,0,3,0,14,13,0,11,6,4,5,0,59
UCL222018,0,4,0,4,5,4,0,4,0,20,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,6,3,0,0,0,0,0,0,20,0,0,0,0,5,0,0,3,0,10,0,5,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,18,11,15,15,11,0,9,3,91
UCL222019,5,6,6,0,0,0,0,3,0,17,0,4,0,0,8,6,0,3,0,22,0,6,4,0,8,17,8,5,0,45,3,5,3,7,0,3,0,3,0,28,3,4,4,4,3,0,0,0,3,21,0,4,0,3,0,0,0,0,0,16,0,0,0,0,3,5,0,5,0,24,0,8,0,6,5,3,0,0,0,16,0,0,0,0,3,0,0,0,0,3,14,27,17,17,31,37,11,19,5,193
UCL222020,0,0,0,0,0,10,0,4,0,19,0,0,0,0,5,6,0,3,0,24,0,0,0,0,3,5,0,4,0,16,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,14,0,0,3,0,5,0,0,0,0,9,0,0,0,0,3,0,0,3,0,10,0,5,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,17,6,3,20,25,11,24,5,112
UCL222021,0,0,0,0,5,0,3,3,0,20,4,6,0,0,0,0,0,3,0,18,8,6,6,0,9,7,0,0,0,34,7,8,3,0,0,0,0,0,0,12,0,4,5,0,4,4,0,0,0,22,0,0,4,0,5,0,0,0,0,11,0,0,0,0,4,8,0,0,0,10,0,5,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19,27,11,8,26,26,7,14,0,138
UCL222022,0,0,0,0,4,4,0,0,0,13,0,0,0,0,8,3,0,3,0,21,0,0,4,0,5,3,0,6,0,20,4,0,6,0,0,4,5,0,0,10,0,5,0,5,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,4,0,4,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,6,6,11,13,9,26,20,6,11,0,108
UCL222023,0,0,0,0,0,4,0,6,0,15,6,0,3,4,6,3,0,7,0,37,0,5,0,0,13,8,0,9,0,37,3,9,8,6,4,0,0,0,0,34,4,3,4,6,7,6,0,0,4,31,3,0,8,0,7,3,0,0,0,21,7,4,0,0,0,3,0,4,0,20,5,9,3,0,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,5,24,26,33,16,48,36,11,29,3,231
UCL222024,0,0,0,8,12,7,5,29,0,58,0,0,0,0,0,0,0,0,0,11,0,0,3,0,7,5,0,3,0,30,4,13,4,3,4,0,0,0,0,29,0,3,0,0,8,0,0,0,0,9,0,0,3,3,0,0,0,0,0,12,0,3,5,0,0,0,4,0,0,10,3,28,3,0,4,0,0,0,3,44,0,0,0,0,0,0,0,0,0,11,11,54,30,13,34,15,7,35,11,202
UCL222025,0,0,5,0,6,0,0,0,0,17,0,0,4,4,4,0,0,0,0,16,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,5,15,13,10,12,15,9,10,3,85
UCL222026,0,0,0,0,3,0,9,6,0,19,4,5,9,5,6,9,4,4,0,43,0,0,0,0,11,4,5,0,0,17,0,3,8,0,11,6,0,3,0,30,0,5,3,4,5,3,0,6,0,22,0,8,0,0,8,0,0,0,0,21,0,0,0,0,7,0,0,6,0,6,0,4,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,8,22,21,14,51,21,14,19,0,170
UCL222027,0,0,4,5,3,0,0,10,0,21,0,4,0,5,0,7,0,4,0,20,4,3,4,0,3,9,3,10,0,31,4,3,0,3,0,0,0,0,0,19,0,0,0,7,7,3,0,0,0,18,0,3,3,0,5,0,0,0,0,6,0,0,0,0,0,9,0,7,0,16,0,5,0,3,4,4,0,3,0,24,0,0,0,0,0,0,0,0,0,0,7,22,14,16,24,32,6,29,3,164
UCL222028,0,0,3,0,4,0,0,7,0,24,3,0,0,0,5,0,4,4,0,23,0,11,0,0,7,9,0,4,0,39,3,5,0,0,4,0,0,0,0,19,0,4,3,0,4,5,0,0,0,16,0,0,4,0,0,0,0,0,0,8,0,0,0,6,0,4,4,0,0,17,0,0,6,0,0,6,0,3,5,15,0,0,0,0,0,0,0,0,3,3,7,31,19,9,26,25,12,20,6,149
UCL222029,0,0,0,0,0,4,4,6,0,15,4,0,0,0,0,0,0,4,0,10,0,0,0,0,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,4,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,7,4,6,9,12,11,15,3,73
UCL222030,3,0,0,0,0,3,4,0,0,13,4,10,5,8,3,7,0,5,0,27,0,0,0,4,6,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,19,15,9,7,9,5,9,3,91
UCL222031,0,4,0,0,4,3,0,4,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,8,3,5,0,17,0,0,0,3,0,0,0,3,0,9,0,3,4,5,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,5,0,5,0,9,0,8,0,0,6,4,0,6,5,25,0,0,0,0,0,0,0,0,0,0,4,15,13,9,16,30,5,21,4,117
UCL222032,6,5,3,0,3,14,6,6,0,38,4,4,9,0,7,8,0,0,0,32,7,5,0,3,0,5,0,3,0,23,6,13,5,0,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,11,0,6,4,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,23,30,18,15,20,30,4,15,4,170
UCL222033,0,7,4,0,3,4,0,7,0,30,0,9,3,5,4,9,4,0,0,31,5,3,5,4,6,4,0,7,0,34,9,3,9,6,0,3,0,0,0,23,0,0,0,0,3,0,0,0,0,10,0,3,5,0,0,0,0,4,0,12,0,0,0,0,3,3,0,0,0,8,3,3,3,3,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,8,17,27,31,11,23,28,14,26,0,174
UCL222034,0,0,0,0,8,0,0,4,0,10,0,0,0,0,0,4,0,0,0,14,4,7,7,0,5,6,8,0,0,33,5,3,3,0,3,0,0,4,0,21,0,0,4,0,3,0,3,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,4,0,9,0,6,4,0,8,3,4,4,0,23,0,0,0,0,0,0,0,0,0,6,13,26,16,12,31,16,13,12,3,133
UCL222035,0,7,0,0,0,4,0,3,0,12,0,0,0,0,0,7,0,4,0,9,0,0,0,0,0,0,0,0,0,7,4,3,5,3,0,4,0,0,0,16,0,0,0,0,0,0,0,5,0,10,0,5,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,21,8,7,14,12,3,18,0,86
UCL222036,0,0,0,0,0,0,0,0,0,10,0,0,3,0,4,0,0,0,0,14,0,6,5,0,4,5,0,0,0,8,0,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,7,0,0,0,0,4,4,0,4,0,11,0,5,4,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,4,14,13,9,22,15,6,3,3,95
UCL222037,0,0,0,0,3,0,0,3,0,10,0,0,3,0,4,9,4,5,0,21,0,0,0,0,6,8,0,0,0,21,3,0,4,8,0,0,0,0,0,14,0,3,5,4,7,5,3,0,0,22,0,0,0,0,0,3,0,0,0,14,0,4,0,0,5,0,0,6,0,15,0,0,4,0,4,3,0,0,0,10,0,0,0,0,0,4,0,0,0,5,13,10,13,14,23,34,6,13,0,128
UCL222038,3,7,0,0,5,0,0,0,0,15,0,4,0,0,4,7,4,3,0,24,0,0,0,0,3,9,0,3,0,21,4,0,0,4,0,7,0,0,0,14,0,0,3,0,5,6,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,14,18,9,9,22,27,8,14,0,116
UCL222039,0,4,0,3,6,6,0,9,0,29,6,0,9,0,5,8,0,0,0,26,0,0,0,0,7,7,3,3,0,24,0,5,9,0,6,0,0,0,0,20,0,3,5,6,3,0,0,0,0,21,0,0,5,0,0,3,0,0,0,9,0,0,0,0,0,0,0,8,0,9,0,4,0,0,5,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,9,17,25,17,32,29,8,29,4,159
UCL222040,5,4,5,3,5,6,0,4,5,39,0,6,5,7,10,6,5,4,0,40,0,0,0,0,9,7,0,0,0,20,4,4,3,0,5,4,0,0,0,24,0,3,7,0,0,4,0,0,0,24,0,4,5,0,0,0,0,4,0,19,0,0,5,0,0,0,0,0,0,3,0,3,3,3,7,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,15,24,31,21,28,34,10,18,3,187
UCL222041,0,0,0,0,0,3,3,10,0,14,8,3,6,6,7,5,0,0,0,31,0,5,0,5,3,5,0,3,0,29,0,3,5,0,0,6,0,0,0,13,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,0,0,0,0,10,0,0,4,0,3,6,3,4,0,15,0,7,0,4,8,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,6,21,15,13,31,38,4,17,4,144
UCL222042,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,11,0,4,0,16,0,3,0,0,0,0,0,0,0,6,0,0,3,0,4,3,0,0,0,12,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,4,7,3,0,14,0,0,4,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,3,8,5,12,10,8,12,20,7,8,0,97
UCL222043,0,3,0,0,5,4,0,8,0,15,0,4,0,9,6,10,3,4,0,32,0,0,0,0,9,10,0,0,0,22,0,4,0,3,3,3,0,0,0,12,0,0,3,4,4,4,0,0,0,25,0,3,4,0,0,0,0,0,0,13,0,0,0,0,3,3,0,3,0,15,0,0,7,3,4,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,7,16,22,13,35,35,13,14,9,158
UCL222044,0,5,0,0,0,5,0,4,0,15,0,3,0,0,6,3,0,0,0,11,0,3,3,0,3,0,0,6,0,19,0,6,0,0,0,6,0,0,0,13,0,3,0,4,0,0,0,0,0,10,0,5,0,7,0,0,0,0,0,14,0,0,3,0,0,3,0,4,0,13,0,4,4,3,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,3,3,28,17,12,13,21,9,12,0,118
UCL222045,0,0,0,0,0,10,0,3,0,15,0,0,0,0,3,3,0,4,0,17,0,5,0,0,4,5,4,0,0,21,5,3,5,0,0,0,0,0,0,15,0,0,5,5,3,0,0,0,0,16,3,0,3,0,0,0,0,0,0,12,0,0,0,0,6,0,0,3,0,7,0,5,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,9,12,15,5,18,31,10,18,0,123
UCL222046,0,0,0,0,0,0,0,4,0,7,0,0,3,0,5,3,0,4,0,9,0,0,3,0,6,4,0,0,0,19,5,3,5,3,3,5,0,0,0,27,0,6,0,0,4,4,0,0,0,14,0,8,5,0,0,0,0,0,0,16,0,3,0,0,0,3,0,0,0,16,0,7,0,3,4,0,3,3,0,28,0,0,0,0,0,0,0,0,3,9,8,30,22,14,18,17,7,13,6,135
UCL222047,0,0,0,4,0,0,0,3,0,7,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,17,12,7,6,7,0,6,3,67
UCL222048,0,0,0,0,4,4,0,3,0,11,0,0,0,0,0,5,0,4,0,20,0,0,0,0,0,3,0,0,0,10,3,3,5,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,4,0,0,13,0,4,0,0,0,7,0,4,0,15,0,4,0,0,0,0,0,0,5,3,7,13,3,6,14,16,8,20,5,87
UCL222049,0,4,6,0,7,8,0,9,0,27,0,3,0,0,9,7,0,5,0,21,4,4,0,0,4,0,0,3,0,13,0,0,0,0,4,0,0,0,0,9,0,4,7,4,3,0,0,0,0,16,0,7,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,6,32,18,5,29,15,3,9,4,125
UCL222050,7,3,0,4,8,11,5,12,0,42,3,6,3,9,13,19,3,0,0,61,0,0,3,0,0,4,3,8,0,21,7,4,3,6,5,7,3,0,0,31,4,7,0,3,4,0,0,0,0,13,0,5,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,4,0,17,3,6,7,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,28,35,20,28,36,44,15,24,4,221
UCL222051,0,0,0,0,0,5,5,7,0,23,3,3,7,0,4,4,0,0,0,31,3,5,3,8,5,0,0,0,0,31,4,10,0,7,8,3,0,0,0,28,0,8,5,0,8,4,0,0,0,17,0,4,7,0,0,0,0,3,0,14,0,0,0,0,0,4,0,0,0,4,3,8,4,3,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,22,27,24,22,32,18,6,14,0,175
UCL222052,0,0,0,0,4,7,3,0,4,23,5,0,0,5,5,3,5,3,0,23,0,3,0,4,5,12,3,4,0,29,0,3,4,3,5,0,0,0,0,20,0,0,5,0,8,9,0,0,0,20,0,4,0,0,0,5,0,0,0,13,0,0,0,0,4,3,5,6,4,20,0,12,3,0,0,3,0,5,0,31,0,0,0,0,0,0,0,0,4,0,6,25,17,19,28,43,14,27,9,179
UCL222053,0,0,0,0,0,0,3,3,0,15,0,5,3,3,3,0,0,0,0,12,0,0,0,5,10,8,5,0,0,25,0,0,4,4,3,0,0,0,0,21,0,0,0,0,7,3,0,0,0,14,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,3,3,9,0,19,4,5,7,5,12,9,0,5,0,41,0,0,0,0,0,0,0,0,0,4,6,16,18,14,43,32,14,17,7,166
UCL222054,4,0,0,0,6,5,0,4,0,26,0,0,8,4,9,4,3,0,0,26,0,7,4,4,8,3,0,0,0,21,5,3,0,0,0,0,0,0,0,18,0,0,5,3,0,3,0,0,0,12,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,15,14,22,12,28,21,7,10,0,125
UCL222055,0,0,0,0,5,0,0,14,0,20,0,8,0,0,3,0,0,3,0,21,0,0,0,0,0,6,0,0,0,12,3,3,5,4,4,4,0,0,0,23,0,0,5,0,0,3,0,0,0,5,0,4,3,0,3,0,0,0,0,13,0,0,3,0,3,4,0,4,0,15,0,4,3,0,10,3,0,0,0,21,0,0,0,0,0,0,0,0,3,3,10,15,23,7,28,17,3,18,8,127
UCL222056,0,5,0,0,3,6,0,8,0,23,0,0,4,0,5,4,0,0,0,15,0,7,6,0,3,0,0,7,0,18,3,16,3,3,10,8,3,4,0,57,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,4,0,0,11,0,4,9,4,5,0,0,0,0,21,0,3,0,0,0,0,0,0,5,10,5,33,30,14,29,23,7,24,10,166
UCL222057,0,0,0,0,6,0,4,0,0,10,5,0,4,6,4,12,4,3,0,37,0,0,0,0,3,6,0,3,0,17,4,5,0,3,0,5,0,0,0,13,0,0,0,3,4,0,0,5,0,23,0,0,5,0,0,4,0,0,0,12,0,4,3,0,0,5,3,3,0,20,0,4,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,4,0,7,13,14,14,20,15,38,18,24,0,158
UCL222058,0,0,0,0,0,5,0,4,0,12,0,0,0,0,3,4,0,4,0,10,0,6,0,0,3,0,7,0,5,16,3,3,8,5,5,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,0,5,0,0,0,11,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,6,8,15,8,9,22,7,9,4,90
UCL222059,0,0,0,0,3,0,0,0,0,13,0,0,0,3,6,0,0,0,0,12,0,4,4,4,0,0,0,0,0,15,0,0,0,0,5,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,9,5,0,4,0,20,0,0,0,0,0,0,0,0,0,0,6,4,13,15,24,12,8,12,3,88
UCL222060,0,0,0,0,0,3,0,6,0,17,0,0,6,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,9,0,4,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,3,0,14,0,8,0,5,6,0,3,3,0,26,0,0,0,0,0,0,0,0,0,0,3,17,15,8,12,15,8,18,0,92
UCL222061,0,0,0,8,3,0,0,0,0,13,6,0,0,0,0,0,0,3,0,13,0,3,0,0,9,12,3,0,0,32,0,0,7,3,0,0,0,0,0,9,0,9,0,0,7,5,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,3,0,18,0,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,22,15,11,37,22,7,9,3,124
UCL222062,3,0,4,0,0,3,3,7,0,30,3,5,3,12,11,14,5,0,0,59,0,0,5,5,4,9,0,0,0,26,9,10,3,4,0,4,0,0,4,34,0,0,7,0,4,5,0,0,0,16,0,6,0,0,3,3,0,0,0,15,0,0,0,0,8,0,0,9,0,14,5,10,0,0,5,6,0,0,0,23,0,0,0,0,0,0,0,0,0,4,19,29,23,23,36,41,3,23,3,206
UCL222063,4,0,3,3,8,6,3,3,0,38,0,9,4,5,5,10,0,9,0,43,6,3,3,0,3,3,0,5,0,30,0,13,5,0,0,0,0,0,0,27,0,5,0,0,10,0,0,0,0,18,0,4,3,0,3,0,0,4,0,12,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,3,16,43,21,18,27,26,8,24,4,190
UCL222064,0,0,0,0,0,4,0,3,0,11,0,0,0,4,0,0,4,3,0,17,0,0,0,3,4,11,0,8,0,27,0,4,3,3,0,0,0,0,0,13,0,5,6,4,0,3,0,0,0,17,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,21,9,14,12,24,9,24,0,120
UCL222065,0,0,0,0,0,8,0,8,0,22,3,4,6,0,0,3,0,3,0,18,0,3,0,0,9,5,0,3,0,18,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,3,3,4,20,15,4,15,25,4,18,4,102
UCL222066,0,4,0,0,3,0,0,0,0,13,0,0,0,0,3,6,0,0,0,9,0,0,5,0,3,6,0,0,0,17,0,0,0,4,0,4,0,0,0,9,0,5,0,0,0,5,0,0,0,7,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,5,0,13,0,3,3,4,9,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,18,11,8,28,22,5,13,3,110
