UCL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL215047,0,0,3,3,8,0,16,0,0,0,0,8,0,5,0,0,0,3,36,0,43,0,0,0,0,3,0,9,0,0,3,4,113,0,123,0,0,0,0,13,0,12,0,0,0,3,8,0,19,0,0,0,0,3,0,3,0,0,0,0,19,0,19,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,8,0,0,0,0,3,0,4,0,0,0,5,7,0,15,0,0,5,0,0,0,4,4,0,8,0,0,0,10,0,0,0,0,4,0,4,0,0,0,0,26,0,36,0,0,0,5,14,3,20,5,6,17,30,284,11,357,0,0,0,0,6,0,6,0,0,0,4,0,0,5,0,0,3,0,9,0,10,0,0,0,0,6,0,6,0,0,0,6,3,0,15,0,0,0,4,5,0,10,0,0,0,8,14,0,26,0,0,5,0
UCL215048,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,5,26,0,33,0,0,0,0,0,0,5,0,0,0,0,64,4,68,0,0,3,0,9,0,11,0,0,0,0,12,0,16,0,0,4,0,4,5,10,0,0,0,6,11,0,17,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,7,0,8,0,0,0,7,5,0,7,3,0,3,0,5,0,7,0,0,0,5,5,0,11,0,0,0,0,3,0,3,0,0,0,0,19,0,17,0,0,0,0,15,5,15,4,0,23,30,189,10,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,11,0,0,0,0,4,0,5,0,0,4,4,3,0,10,0,0,3,0,6,0,8,0,0,4,5,5,0,14,0,0,3,3
UCL215049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,0,0,0,0,0,0,7,0,0,5,3,33,3,46,0,0,0,5,0,0,4,0,0,4,0,7,0,13,5,0,7,18,12,0,47,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,9,4,0,0,11,0,0,3,3,3,0,12,4,0,7,0,0,0,13,0,0,0,0,3,0,8,0,0,3,0,0,0,7,3,0,3,0,0,0,11,0,6,6,4,0,0,12,0,0,5,0,0,0,8,0,0,0,0,5,0,5,0,0,5,0,0,0,6,17,8,79,35,77,7,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,4,0,6,18,5,0,13,12
UCL215050,0,0,0,0,4,0,8,0,0,3,0,0,0,3,3,0,14,5,16,0,33,3,0,3,0,4,0,12,9,0,14,12,64,6,99,5,0,8,0,8,0,26,0,0,0,0,9,0,14,0,0,4,0,3,0,10,0,0,10,10,12,0,38,0,0,3,0,5,0,13,5,0,17,0,0,0,28,0,0,4,5,3,0,10,22,3,42,9,8,4,83,5,0,11,0,12,0,25,5,0,15,23,12,0,57,15,3,18,4,5,0,46,5,0,12,3,5,0,28,3,0,8,3,0,4,16,0,0,0,3,10,0,20,4,0,11,0,8,0,19,84,17,194,79,179,13,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,15,0,0,0,0,0,0,5,0,0,4,0,5,0,9,0,0,3,0,0,0,9,0,0,11,9,8,3,34,0,0,0,0
UCL215051,4,3,6,3,25,0,34,0,0,0,3,29,0,39,0,0,0,3,41,0,51,0,0,3,6,32,0,43,0,0,7,8,126,3,141,0,0,0,0,4,0,6,0,0,0,5,15,4,21,3,0,0,4,9,0,17,0,0,3,4,30,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,9,0,6,0,0,14,0,4,0,20,0,0,0,0,0,0,4,7,0,15,4,22,0,48,3,9,10,0,4,0,27,4,4,7,10,11,0,44,0,0,0,0,0,0,9,0,0,3,0,30,0,38,0,0,0,0,9,0,17,24,15,76,56,415,17,601,7,0,8,3,5,0,22,0,0,0,0,0,0,3,0,0,0,3,4,0,5,0,0,3,5,3,0,5,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,9,19,3,31,0,0,5,5
UCL215052,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,10,0,14,0,0,0,0,0,0,4,5,0,3,6,19,0,25,0,0,0,0,0,0,0,0,0,3,0,8,0,15,0,0,0,0,3,0,4,0,0,0,0,8,0,7,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,3,0,0,0,4,9,5,0,0,15,0,0,4,0,3,0,10,3,0,0,0,10,0,15,5,0,4,0,3,0,19,4,0,4,4,0,5,15,0,0,0,0,0,0,10,0,0,5,0,7,0,10,0,0,4,0,6,4,18,24,7,45,20,89,11,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,4,4,6,0,17,3,0,3,4
UCL215053,0,0,3,3,14,0,24,0,0,0,0,12,0,12,0,0,0,0,22,0,29,0,0,0,0,7,0,8,0,0,7,7,143,0,158,0,0,3,0,10,0,12,0,0,6,7,23,0,40,0,0,12,12,31,4,57,0,0,3,6,28,0,42,0,0,0,0,3,0,3,0,0,0,4,0,0,6,0,0,6,0,9,0,10,0,0,12,8,3,0,28,0,0,0,3,9,0,18,8,0,16,12,22,0,49,3,5,8,4,9,0,36,4,4,12,3,11,3,28,0,0,0,8,6,0,10,0,3,5,4,29,0,39,0,0,0,0,9,5,21,28,15,107,83,388,14,636,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,3,0,6,4,0,10,0,0,0,0,6,0,7,0,4,6,15,28,3,59,0,6,12,15
UCL215054,0,0,0,0,9,3,12,0,0,0,0,6,0,6,0,0,0,0,15,3,15,0,0,0,0,8,0,8,0,0,0,0,37,0,39,0,0,0,0,5,0,9,0,0,0,0,14,4,17,0,0,0,0,11,0,15,0,0,0,4,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,6,0,0,0,0,9,0,7,0,0,5,0,3,0,10,0,0,0,9,8,0,8,0,0,0,0,3,0,6,0,0,0,0,7,0,14,0,0,0,0,8,3,9,0,0,10,19,165,14,212,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,19,0,20,0,0,0,3
UCL215055,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,3,0,10,0,17,0,0,0,0,8,0,8,0,0,3,4,30,0,41,0,0,0,0,4,0,5,0,0,3,3,5,0,11,0,0,0,3,8,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,5,0,7,5,0,12,0,9,0,23,0,0,0,0,0,0,9,0,0,9,7,3,0,23,3,0,3,0,0,0,8,0,0,4,3,3,0,20,0,0,0,5,0,0,0,0,0,0,4,9,0,12,0,0,0,0,6,0,9,10,3,49,32,108,9,219,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,4,5,12,4,23,0,3,3,3
UCL215056,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,18,0,22,0,0,0,0,7,0,5,0,0,0,4,36,0,45,0,0,0,0,5,0,7,0,0,0,0,18,0,17,0,0,0,0,4,0,4,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,4,0,9,0,9,0,0,0,0,4,0,3,0,0,0,0,3,0,5,0,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,3,0,11,0,14,5,0,20,23,143,8,189,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,10,0,20,0,0,0,0
UCL215057,0,0,0,0,10,0,10,0,0,0,0,4,0,8,0,0,3,9,15,0,24,0,0,0,0,9,0,12,0,0,0,3,53,0,52,0,0,0,0,3,0,8,0,0,0,0,5,0,12,0,0,0,0,5,0,5,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,3,4,0,3,0,0,0,9,5,0,14,0,4,9,5,5,3,22,3,3,6,0,7,0,20,0,0,3,0,0,0,7,0,0,0,0,12,0,15,0,0,0,0,7,0,13,5,12,40,29,155,12,253,0,0,4,6,5,0,9,0,0,0,0,0,0,0,0,0,0,3,4,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,19,0,0,0,0
UCL215058,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,0,3,0,0,0,3,0,0,7,0,0,6,0,0,0,7,0,0,0,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,3,0,0,14,14,78,4,119,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,13,0,0,0,0
UCL215059,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,12,0,11,0,0,8,3,23,0,39,0,0,3,7,39,0,50,0,0,0,0,0,0,8,4,0,3,5,0,0,16,3,0,9,4,23,0,41,0,0,3,4,22,0,27,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,10,3,3,0,28,0,0,0,0,11,0,14,5,0,6,7,4,0,24,11,10,10,4,5,0,39,0,0,14,7,10,0,23,0,0,10,9,17,0,30,0,0,0,0,9,0,5,0,0,0,0,3,0,6,32,19,82,46,182,12,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,5,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,3,8,0,5,3,20,0,0,12,11
UCL215060,0,0,5,3,10,5,23,0,0,0,0,3,0,8,0,0,3,6,53,0,71,0,0,0,0,0,0,0,0,0,0,4,56,3,64,0,0,0,0,8,3,9,0,0,5,0,20,0,31,0,0,3,5,6,0,16,0,0,0,0,9,7,15,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,7,0,0,7,8,7,0,15,0,0,0,0,3,0,8,0,0,7,8,14,0,35,3,0,5,0,0,0,9,3,3,10,4,3,0,28,0,0,0,0,3,0,3,0,0,0,0,15,0,14,0,0,3,4,7,0,17,12,4,60,53,238,16,379,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,9,5,10,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,6,11,0,31,6,0,0,11
UCL215061,0,0,3,0,26,8,35,0,0,0,0,4,0,5,0,0,3,9,22,0,36,0,0,0,0,0,0,9,0,0,3,0,59,0,59,0,0,0,0,4,0,4,0,0,0,0,4,0,5,0,0,4,0,7,0,11,0,0,0,0,12,5,19,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,12,12,0,27,3,0,0,4,0,0,14,0,0,3,0,0,0,8,0,0,4,0,0,0,3,0,0,0,0,6,0,6,0,0,3,5,5,0,11,11,10,37,31,175,11,265,0,0,0,8,8,4,17,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,4,4
UCL215062,0,0,3,3,15,0,18,0,0,0,0,0,0,0,0,0,3,4,21,3,28,0,0,0,3,0,0,4,0,0,6,0,31,0,34,0,0,0,0,4,0,3,0,0,0,0,10,0,13,0,0,0,0,4,0,4,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,6,0,7,0,11,0,0,0,4,6,0,8,0,0,0,0,0,0,3,0,0,0,0,11,0,8,0,0,0,0,13,6,19,3,6,30,18,130,5,189,0,0,3,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,9,3,17,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,0
UCL215063,0,0,4,0,10,0,12,0,0,0,0,0,0,7,0,0,0,0,16,0,14,0,0,0,0,0,0,3,0,0,0,0,33,0,39,0,0,0,0,0,0,4,0,0,4,0,9,0,14,0,0,0,0,0,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,6,3,0,13,0,0,3,0,8,0,13,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,0,6,0,6,0,4,14,27,109,6,162,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,0,13,0,0,0,0
UCL215064,0,0,8,11,37,0,52,0,0,0,0,0,0,0,0,0,4,0,10,4,21,0,0,0,0,0,0,4,0,0,0,0,24,0,34,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,8,0,0,4,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,9,0,0,3,4,9,0,18,4,0,6,0,0,0,17,6,0,8,4,20,0,35,0,0,0,0,0,0,4,0,0,3,0,12,0,17,0,0,0,0,4,0,7,17,7,33,34,157,12,255,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0
UCL215065,0,0,5,9,21,0,35,0,0,0,0,0,0,0,0,0,4,3,50,6,66,0,0,0,0,9,0,12,4,0,0,0,55,4,64,0,0,0,0,7,0,10,0,0,3,3,22,0,25,0,0,0,4,19,0,22,0,4,0,3,17,4,21,0,0,0,0,0,0,5,0,0,0,4,4,0,9,0,0,0,0,4,0,4,0,0,3,0,5,0,9,0,0,0,0,4,0,9,0,0,7,10,3,0,16,0,5,14,3,5,0,28,0,0,4,10,12,0,37,0,0,4,0,0,0,3,0,0,0,0,20,0,22,0,0,3,0,16,7,28,15,11,52,59,276,20,432,0,3,10,0,5,4,25,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,3,0,0,0,0,5,3,6,0,0,0,3,0,0,4,0,0,0,7,19,5,36,0,0,7,0
UCL215066,0,0,4,3,17,0,22,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,4,0,5,0,0,0,6,28,0,32,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,6,0,8,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,3,3,15,5,0,11,0,0,0,15,4,4,4,3,11,0,24,0,0,0,0,0,0,5,0,0,0,0,8,0,12,0,0,0,0,0,0,0,10,4,22,21,110,11,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,7,0,11,0,0,4,0
UCL215067,0,0,0,3,27,0,36,0,0,0,0,5,0,4,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,7,0,7,0,0,0,0,3,0,7,0,0,0,0,4,0,3,0,0,0,4,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,3,0,0,0,9,0,0,4,3,4,0,9,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,9,0,7,9,0,14,13,94,4,144,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0
UCL215068,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,3,35,0,36,0,0,0,0,4,0,10,0,0,0,0,58,0,62,0,0,0,0,6,0,8,0,0,0,3,18,0,26,0,0,3,0,22,0,26,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,4,0,8,5,0,5,6,10,0,26,0,0,0,0,6,0,7,4,5,3,9,0,0,27,0,0,0,0,6,3,11,6,0,14,4,19,0,45,0,0,0,3,0,0,6,0,0,0,0,8,0,7,0,0,0,0,0,4,6,16,17,38,48,212,11,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,24,3,31,0,0,5,5
UCL215069,0,0,14,4,18,3,40,0,0,0,0,0,0,4,3,5,14,7,18,0,46,0,0,0,0,9,0,10,0,0,4,10,74,0,83,0,0,8,0,3,0,13,0,0,11,0,14,0,24,5,0,6,4,26,0,41,0,0,3,0,11,3,12,0,0,0,0,0,0,0,0,0,4,7,0,0,16,0,0,0,0,3,0,7,3,8,23,3,4,0,39,0,0,8,0,8,0,8,5,3,19,10,10,7,41,3,3,17,0,0,0,31,5,4,27,11,3,0,47,0,0,5,0,7,0,9,3,0,0,0,5,0,10,0,0,10,0,0,7,17,36,16,160,68,207,19,508,0,0,3,9,4,3,20,0,0,0,0,0,0,0,0,3,6,6,0,0,10,0,0,0,0,0,0,8,0,0,5,0,5,0,8,0,0,3,0,0,0,4,0,0,10,12,10,7,35,0,0,15,10
UCL215070,0,0,4,4,39,4,58,0,0,0,0,3,0,3,0,0,3,3,42,0,52,0,0,0,0,3,0,6,0,0,0,0,61,0,60,0,0,4,0,6,0,9,0,0,0,7,19,0,25,0,0,0,0,3,0,6,0,0,0,3,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,15,0,0,0,0,6,0,8,0,3,3,0,12,0,14,0,0,6,4,3,0,16,0,0,0,4,10,0,23,0,0,0,4,0,0,4,0,0,0,0,13,0,18,0,0,4,0,13,10,24,8,4,25,45,253,21,362,0,0,3,4,4,8,16,0,0,0,0,0,0,0,0,0,3,0,9,0,15,0,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,0,3,0,3,0,0,0,4,30,3,39,0,0,0,0
UCL215071,0,0,0,8,0,0,10,0,0,0,0,0,0,5,0,0,4,5,42,0,62,0,0,8,5,10,0,22,0,0,9,10,159,0,186,0,0,7,4,9,4,25,0,0,6,3,11,0,25,0,0,0,0,8,0,9,0,4,5,18,27,0,56,0,0,0,0,3,0,6,0,0,9,4,4,0,15,0,0,0,0,4,0,4,13,4,27,7,8,0,59,0,0,7,3,13,0,19,9,0,22,22,20,3,73,13,11,8,0,8,0,36,8,0,11,3,3,5,25,0,0,3,4,3,0,9,0,0,0,0,32,0,36,0,0,0,3,15,6,24,41,25,121,102,388,19,694,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,6,4,20,0,0,3,0,0,0,5,0,0,0,4,7,0,17,0,0,0,9,3,0,10,0,0,8,11,22,0,41,0,0,0,0
UCL215072,0,0,5,19,27,7,56,0,0,0,0,0,0,0,0,0,0,3,5,0,15,0,0,0,0,6,0,6,0,0,0,0,13,0,14,0,0,0,7,3,0,7,0,0,0,4,9,0,11,0,0,4,5,8,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,3,4,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,6,12,8,27,4,0,27,41,84,24,181,3,0,11,6,9,12,42,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,10,0,0,0,0,6,0,11,0,0,0,4
UCL215073,0,0,4,4,18,0,29,0,0,0,0,6,0,3,0,0,0,0,38,0,43,0,0,0,0,9,0,10,0,0,0,3,46,0,50,0,0,0,0,4,0,11,0,0,0,0,18,0,18,0,0,0,0,6,0,8,0,0,0,5,16,4,23,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,0,6,0,0,0,0,7,0,8,5,5,17,0,0,0,26,0,4,0,4,7,0,14,0,0,0,0,0,0,3,0,0,0,0,16,0,20,0,0,0,0,10,3,14,9,6,33,26,196,19,297,0,0,4,6,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,10,0,18,0,0,4,3
