UCL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL221073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,3,0,0,0,6,9,0,0,0,4,3,0,0,0,3,7,6,0,0,10,0,0,0,0,3,8,8,0,0,19,8,8,0,0,18,0,6,3,0,12,3,11,0,0,17,0,21,4,0,27,0,5,0,0,9,0,0,0,0,0,56,80,9,0,143
UCL221074,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,3,0,0,0,0,14,0,0,0,14,7,0,0,0,11,17,3,3,0,26,14,3,3,0,21,8,3,0,0,20,8,3,0,0,18,11,3,0,0,24,10,9,0,0,16,7,9,0,0,15,4,3,0,0,10,18,13,0,0,27,4,5,5,0,14,0,0,0,0,0,144,61,19,3,231
UCL221075,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,0,4,0,30,16,0,4,0,19,12,5,0,0,13,17,5,6,0,27,3,0,5,0,12,9,6,0,0,22,17,11,0,0,28,5,3,0,0,14,7,5,0,0,17,3,5,0,0,9,8,10,0,0,20,6,3,3,0,12,3,0,0,0,3,142,63,28,0,231
UCL221076,0,0,3,0,7,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,7,0,0,0,8,3,0,0,0,4,28,0,3,0,31,18,4,5,0,34,21,4,0,0,26,14,3,4,0,24,3,4,0,0,7,3,4,3,0,13,5,4,0,0,17,5,3,0,0,14,5,4,0,0,8,0,4,0,0,5,12,6,0,0,17,6,4,3,0,13,11,0,0,0,10,157,54,27,0,237
UCL221077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,7,14,5,4,0,28,4,5,3,3,20,4,3,9,0,13,8,4,0,0,15,12,6,9,0,23,5,0,0,0,9,8,3,4,0,17,6,0,0,0,7,4,0,0,0,3,0,3,0,0,3,4,3,0,0,11,4,0,0,0,6,8,0,0,0,9,83,46,33,6,167
UCL221078,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,6,0,0,0,9,8,0,0,0,10,0,0,0,0,9,0,4,0,0,7,7,4,0,0,15,5,8,0,0,11,11,18,0,0,24,9,12,0,0,19,3,6,0,0,10,0,4,0,0,9,7,7,0,0,11,3,8,0,0,6,0,0,0,0,3,75,68,13,3,160
UCL221079,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,9,0,5,0,11,12,0,8,0,23,8,7,3,0,15,5,3,0,0,11,16,8,3,0,25,6,7,3,0,14,7,0,0,0,13,0,8,0,0,11,10,0,0,0,4,0,3,0,0,7,3,0,0,0,3,5,0,0,0,6,0,3,0,0,6,3,0,3,0,3,88,38,25,3,157
UCL221080,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,3,0,3,0,3,8,0,0,0,11,7,0,0,0,11,12,4,3,0,20,6,0,0,0,16,11,0,6,0,13,5,0,0,0,7,5,7,5,0,22,3,3,0,0,11,6,6,0,0,16,3,4,0,0,5,6,9,0,0,16,0,8,0,0,5,0,0,0,0,0,85,50,23,0,162
UCL221081,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,8,13,0,4,0,16,7,0,3,0,11,10,4,0,0,13,13,4,0,0,18,3,0,0,0,7,7,3,0,0,14,10,5,0,0,15,4,4,0,0,11,5,4,0,0,8,0,0,0,0,3,0,5,0,0,5,0,3,0,0,3,0,0,0,0,0,77,42,23,0,144
UCL221082,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,4,3,0,0,8,3,0,4,0,12,6,3,0,0,9,5,3,8,0,13,8,4,0,0,12,8,3,0,0,13,16,13,5,0,36,21,14,0,0,35,7,15,0,3,20,3,9,0,0,11,8,32,0,0,45,3,4,0,0,11,0,0,5,0,5,93,105,29,0,233
UCL221083,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,20,0,3,0,22,15,0,4,0,13,23,0,0,0,24,16,4,6,0,24,9,11,0,0,24,10,8,0,0,13,17,18,7,0,49,10,11,0,0,17,10,10,0,0,23,10,10,0,0,17,3,19,0,0,20,7,16,4,0,23,6,0,0,0,7,151,108,42,0,296
UCL221084,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,3,0,0,0,0,0,10,0,5,0,16,3,0,0,0,6,14,0,3,0,20,7,7,5,0,21,4,10,0,0,10,5,12,0,0,12,15,21,0,0,37,5,14,0,0,23,3,9,0,0,14,4,7,0,0,11,8,18,0,0,18,6,7,0,0,16,0,0,0,0,0,91,110,29,0,229
UCL222001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,6,0,0,0,0,3,7,5,0,0,6,5,5,0,0,5,0,0,0,0,0,8,7,3,0,15,4,5,0,0,5,0,4,0,0,9,3,8,0,0,11,6,12,0,0,17,4,3,0,0,5,0,0,0,0,0,45,37,4,0,90
UCL222002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,6,0,0,0,3,0,0,0,0,3,5,0,0,0,4,7,0,0,0,14,3,4,0,0,9,9,3,0,0,11,7,5,0,0,15,0,8,0,0,5,0,8,0,0,12,13,11,0,0,23,4,7,0,0,9,0,0,0,0,0,60,51,9,3,124
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,3,3,0,0,4,0,0,0,0,0,0,0,4,0,7,0,4,0,0,9,0,4,0,0,4,6,14,0,0,15,9,7,0,0,14,3,4,0,0,6,0,3,0,0,3,0,7,0,0,7,0,4,0,0,7,0,0,0,0,0,31,47,11,3,95
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,4,3,0,0,8,4,6,5,0,11,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,4,0,0,3,0,0,0,0,0,30,25,4,0,60
UCL222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,12,0,4,0,12,8,0,0,0,8,6,0,0,0,12,9,8,0,0,12,3,5,0,0,9,3,0,0,0,3,4,5,0,0,14,3,5,0,0,5,3,7,0,0,9,0,6,0,0,6,7,9,0,0,16,4,8,0,0,7,0,0,0,0,0,58,48,9,0,114
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,7,4,0,0,3,5,0,0,0,5,6,3,0,0,8,4,6,0,0,5,8,0,0,0,10,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,36,20,3,0,63
UCL222008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,4,5,0,7,0,6,11,5,0,0,12,0,4,0,0,6,3,0,0,0,9,4,6,4,0,16,0,4,0,0,3,3,0,0,0,7,0,4,0,0,4,6,5,0,0,11,0,0,0,0,4,0,0,0,0,0,43,28,19,0,92
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,5,0,3,0,9,12,4,0,0,15,6,0,0,0,14,3,3,0,0,9,4,0,0,0,3,0,3,0,0,6,0,4,0,0,10,3,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,56,30,13,0,89
UCL222010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,9,5,0,0,0,5,3,4,0,0,4,3,0,0,0,7,3,0,0,0,6,0,0,0,0,3,5,3,0,0,17,4,10,0,0,12,0,6,0,0,9,0,6,0,0,3,3,10,0,0,12,0,8,0,0,8,0,0,0,0,0,39,56,15,3,104
UCL222011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,3,0,8,0,0,0,0,0,0,4,0,0,12,0,11,0,0,9,3,7,0,0,14,3,10,0,0,15,0,0,0,0,0,4,9,0,0,12,0,5,4,0,8,4,0,0,0,0,32,50,10,0,99
UCL222012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,7,0,5,0,14,4,0,0,0,3,5,0,0,0,7,4,0,0,0,11,6,4,0,0,14,3,0,0,0,4,3,5,0,0,6,13,0,0,0,16,0,5,0,0,11,0,3,0,0,3,4,5,0,0,10,5,5,0,0,13,0,0,0,0,0,66,43,12,0,118
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,9,6,0,0,0,7,6,0,3,0,13,5,0,0,0,5,8,0,0,0,5,7,6,0,0,9,4,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,36,16,6,0,58
UCL222014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,3,3,0,10,7,3,3,0,12,6,0,0,0,3,3,10,0,0,13,7,8,0,0,13,9,8,0,0,17,4,8,0,0,5,0,3,0,0,6,3,10,0,0,11,0,6,5,0,13,0,0,0,0,4,38,64,14,0,117
UCL222015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,3,0,11,0,0,0,0,6,3,4,0,0,4,5,0,0,0,6,0,10,0,0,11,0,4,0,0,9,5,10,0,0,20,7,8,0,0,14,6,5,0,0,12,0,0,0,0,0,0,5,0,0,3,0,4,0,0,10,0,3,0,0,3,42,56,11,3,113
UCL222016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,9,6,0,0,0,4,6,0,3,0,6,0,4,0,0,9,3,3,0,0,3,5,3,0,0,7,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,45,21,4,0,70
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,4,0,0,0,3,4,0,0,0,4,3,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,26,9,10,4,47
UCL222018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,13,9,3,0,20
UCL222019,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,5,0,5,7,0,0,0,7,3,0,3,0,9,3,0,0,0,7,3,4,0,0,6,0,4,0,0,5,4,0,0,0,4,3,5,0,0,11,8,6,0,0,13,6,3,0,0,12,0,4,0,0,6,0,4,0,0,5,0,3,0,0,3,0,3,0,0,5,50,47,16,4,112
UCL222020,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,4,0,0,0,8,4,0,0,0,6,0,5,0,0,5,0,0,0,0,3,5,8,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,37,25,18,0,77
UCL222021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,10,0,0,0,9,3,0,0,0,10,4,0,3,0,5,6,0,0,0,10,0,4,4,0,7,0,0,0,0,6,5,6,0,0,14,0,0,0,0,3,6,3,0,0,8,0,3,0,0,3,3,3,0,0,9,4,4,0,0,4,0,0,0,0,3,46,29,15,0,88
UCL222022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,9,0,0,0,10,7,0,0,0,8,0,6,0,0,8,0,0,0,0,5,7,6,0,0,11,0,0,0,0,3,3,5,0,0,6,0,3,0,0,3,4,0,0,0,4,0,3,0,0,4,0,0,0,0,0,41,31,7,0,79
UCL222023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,4,0,0,9,0,0,0,0,5,0,0,5,0,5,0,0,0,0,5,8,3,0,0,11,0,6,4,0,9,8,6,0,0,18,9,15,0,0,25,3,11,0,0,21,5,7,0,0,7,0,4,0,0,4,0,3,0,0,5,4,9,0,0,12,0,0,5,0,5,47,69,17,4,131
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,6,3,8,0,16
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,8,3,0,3,0,3,3,0,0,0,3,0,0,0,0,5,4,3,0,0,4,0,4,0,0,6,4,0,0,0,8,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,0,0,0,0,0,24,19,12,0,49
UCL222026,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,5,8,0,0,0,8,5,0,0,0,5,4,7,0,0,9,3,4,0,0,3,7,6,0,0,10,5,8,0,0,16,3,8,0,0,7,0,3,0,0,6,0,12,0,0,12,0,6,0,0,5,0,0,0,0,0,47,45,5,0,102
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,3,4,0,0,9,5,0,3,0,10,10,0,0,0,8,4,7,4,0,9,0,3,3,0,3,0,4,0,0,6,6,3,0,0,10,0,0,0,0,0,3,0,0,0,3,6,0,0,0,5,4,9,3,0,10,4,0,0,0,4,52,37,16,0,100
UCL222028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,3,0,0,0,5,4,0,0,0,7,3,0,0,0,5,0,9,3,0,6,0,3,0,0,0,6,14,0,0,19,0,9,0,0,16,5,3,0,0,9,0,0,0,0,0,0,5,0,0,5,0,6,0,0,8,0,0,0,0,3,30,43,8,6,87
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,12,0,0,0,14,6,0,0,0,6,5,5,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,14,11,0,54
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,9,0,0,4,0,6,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,7,3,0,7,0,4,0,0,7,3,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,23,21,19,0,65
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,8,0,0,0,12,3,0,3,0,6,5,0,4,0,8,3,3,0,0,13,0,9,0,0,12,0,3,0,0,3,4,3,0,0,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,42,27,17,0,78
UCL222032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,10,7,0,0,0,7,7,0,0,0,4,3,0,0,0,3,3,3,0,0,4,0,3,0,0,3,8,3,0,0,14,4,0,0,0,9,3,5,0,0,7,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,42,22,8,0,80
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,3,0,0,0,0,3,0,0,0,0,5,7,3,0,0,7,3,0,0,0,9,7,3,0,0,8,4,11,0,0,15,4,0,4,0,7,3,0,0,0,7,4,0,0,0,6,0,0,0,0,6,4,8,0,0,9,0,0,0,0,0,38,31,13,0,83
UCL222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,6,3,0,0,4,6,4,4,0,12,6,6,0,0,11,0,0,0,0,0,0,5,3,0,5,3,4,0,0,7,0,7,0,0,9,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,7,0,0,7,0,0,0,0,0,28,33,21,0,82
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,3,0,0,0,4,13,0,5,0,18,4,0,0,0,4,4,4,0,0,11,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,7,0,3,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,5,0,0,0,6,0,0,0,0,0,55,19,18,0,88
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,9,0,5,0,13,0,0,0,0,6,5,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,18,19,15,0,60
UCL222037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,3,0,6,0,3,3,0,3,3,4,5,0,12,0,0,0,0,0,3,3,3,0,10,0,5,5,0,15,4,0,0,0,4,3,8,0,0,7,0,0,0,0,4,0,4,0,0,4,0,0,3,0,3,0,0,0,0,0,37,28,20,0,81
UCL222038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,6,5,5,0,0,9,3,8,0,0,15,0,5,0,0,5,0,0,0,0,0,5,8,0,0,7,0,3,0,0,4,0,0,0,0,4,25,38,7,0,65
UCL222039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,0,3,6,0,8,3,0,0,0,3,3,4,0,0,10,4,4,0,0,9,4,6,0,0,13,6,6,0,0,9,4,4,0,0,10,4,3,0,0,7,0,0,0,0,0,39,43,4,0,87
UCL222040,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,9,0,0,0,13,7,3,0,0,15,6,0,0,0,10,4,5,0,0,13,7,4,0,0,15,3,9,0,0,13,4,3,0,0,14,0,4,0,0,8,0,7,0,0,7,6,7,0,0,10,4,6,0,0,10,0,0,0,0,0,78,46,11,0,131
UCL222041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,9,5,0,0,0,5,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,8,7,0,0,16,4,6,0,0,6,0,0,0,0,3,0,0,0,0,0,3,5,0,0,7,0,6,0,0,7,0,0,0,0,0,44,28,10,0,80
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,4,0,4,7,0,0,0,16,3,0,0,0,4,3,0,0,0,4,3,0,0,0,3,0,9,0,0,5,6,0,0,0,5,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,4,39,19,12,0,70
UCL222043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,6,9,0,0,0,10,3,0,4,0,6,0,0,8,0,11,9,4,0,0,17,5,5,0,0,4,0,4,0,0,4,7,8,0,0,17,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,4,0,0,11,0,3,4,0,8,53,41,18,4,123
UCL222044,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,4,0,0,0,5,0,3,4,0,14,3,4,0,0,5,0,3,0,0,5,4,6,0,0,3,9,5,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,45,23,11,0,75
UCL222045,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,3,0,5,0,9,4,5,0,0,7,0,5,0,0,4,4,5,0,0,9,7,5,0,0,14,0,0,0,0,0,0,5,0,0,0,0,6,0,0,10,5,3,0,0,7,0,0,0,0,0,32,34,9,0,82
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,6,6,0,5,0,12,3,0,0,0,11,7,0,0,0,3,8,4,3,0,16,0,4,0,0,9,4,0,0,0,8,3,3,7,0,10,4,0,0,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,3,0,6,0,7,46,23,30,0,101
UCL222047,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,7,0,3,0,10,4,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,31,13,11,0,57
