UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL215010,11,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,11,0,0,8,0,0,0,0,0,4,4,3,3,6,9,9,0,29,0,0,0,4,0,0,8,0,0,10,10,0,0,19,20,11,42,12,15,0,97,9,6,35,22,17,5,94,0,0,3,0,0,0,5,0,0,0,0,3,3,12,0,0,0,12,0,0,10,36,24,132,94,107,20,409,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,14,14,36,3,70,0,0,0,0,9,0,5,3,0,4,21,137,8,172,0,0,6,4,9,0,24,0,0,10,13,26,8,57,0,0,0,3,16,0,21,0,3,6,5,7,0,23,0,0,5,0,3,0,10,0,0,0,14,0,0,26,0,0,6,0,5,0,17,7,3,27,8,9,0,61,0,0,3,4,13,0,17,4,0,15,12,6,0,36,28
UCL215011,5,0,7,0,0,0,0,0,0,3,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,0,0,0,0,0,0,5,7,4,0,19,5,5,6,6,4,0,24,4,8,8,10,14,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,25,37,46,4,137,0,0,0,4,14,0,21,0,0,0,0,0,0,0,0,0,0,5,9,0,20,0,0,0,0,6,0,0,0,0,0,0,15,0,24,0,0,0,4,0,0,4,0,0,0,0,5,0,9,0,0,0,0,8,0,10,0,0,0,6,3,0,13,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,12,0,0,0,0,3,0,3,0,0,12,7,19,0,36,7
UCL215012,16,0,38,0,0,6,3,0,0,5,0,0,0,0,0,0,6,0,0,9,0,5,0,12,0,0,0,0,0,0,3,3,6,23,6,5,0,44,0,5,0,5,5,0,17,10,12,35,7,9,0,66,31,28,39,5,7,0,108,24,20,60,44,39,8,197,8,0,4,0,0,0,11,5,0,0,0,3,0,11,0,0,9,0,4,0,16,81,88,213,99,121,19,621,0,0,10,4,10,3,25,0,0,0,0,0,0,0,4,3,35,9,32,0,89,0,0,0,0,0,0,6,0,0,6,3,57,5,76,0,0,0,3,4,0,9,8,3,9,14,27,3,65,0,0,16,19,38,4,82,0,0,4,8,12,0,28,0,0,0,0,0,0,5,0,0,13,3,6,0,17,3,0,0,0,0,0,13,7,7,39,4,13,0,79,0,5,3,9,13,6,24,17,14,51,20,32,0,137,31
UCL215013,12,0,34,5,0,8,7,15,0,32,0,0,0,4,0,0,6,0,6,4,7,10,4,26,0,0,0,0,5,0,9,3,0,9,0,10,0,27,0,0,0,4,6,0,12,5,3,14,16,16,0,57,8,11,43,16,23,0,106,27,14,79,46,32,5,205,0,0,0,3,3,0,9,0,4,4,4,9,0,21,0,3,3,4,4,4,22,68,49,202,144,197,14,677,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,0,20,23,61,0,114,0,0,8,4,14,0,25,10,0,23,26,146,7,215,3,0,7,14,27,0,52,0,0,13,16,39,3,74,3,0,4,16,20,0,45,10,0,20,40,53,3,125,0,0,4,7,4,0,18,3,5,17,13,9,3,47,0,0,6,5,14,0,18,13,6,20,12,12,0,55,0,0,6,12,17,0,34,8,11,29,38,29,6,114,18
UCL215014,8,0,8,0,0,0,0,3,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,6,4,5,0,12,8,5,4,5,7,0,29,0,8,18,14,17,0,56,0,0,0,0,0,0,0,0,0,0,6,4,0,12,0,0,0,0,0,0,10,6,16,35,35,86,15,184,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,3,30,0,36,0,0,0,0,3,0,0,0,0,0,4,78,0,86,0,0,0,0,9,0,10,0,0,0,7,18,0,29,0,0,0,0,9,0,9,0,0,0,0,5,0,6,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,4,3,9,0,12,0,0,0,0,0,0,0,0,3,6,5,6,0,20,8
UCL215015,32,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,6,0,0,3,5,8,0,16,3,5,13,5,0,0,33,0,0,4,4,3,0,14,4,9,23,0,12,0,44,6,11,31,3,0,0,57,3,7,26,13,12,0,71,3,0,0,3,3,0,7,0,0,4,0,9,0,14,0,0,0,3,6,0,15,35,43,142,91,118,15,434,0,0,4,3,12,0,27,0,0,0,0,4,0,3,0,0,16,4,28,0,46,0,0,0,0,0,0,5,0,0,4,10,60,0,76,0,0,0,0,8,0,11,3,0,11,16,22,4,60,5,7,32,37,59,12,153,5,0,0,0,8,0,14,0,0,4,3,0,0,11,4,0,3,5,3,0,14,0,0,5,8,7,0,24,4,5,40,13,6,0,74,0,0,7,5,5,0,20,4,7,35,12,18,0,78,17
UCL215016,7,0,15,0,0,0,5,8,0,14,0,0,0,0,0,0,0,0,0,6,3,3,0,12,0,0,0,0,0,0,9,0,0,10,8,7,0,17,0,4,3,0,10,4,16,6,5,16,13,23,0,63,7,11,33,21,15,0,85,7,12,41,50,59,7,173,0,0,4,4,0,0,9,0,0,6,3,13,0,21,0,0,3,3,10,0,21,22,32,126,138,225,22,556,0,0,3,3,8,0,13,0,0,0,0,3,0,8,0,6,3,14,87,0,108,0,0,0,0,10,0,16,0,0,7,8,153,4,170,0,0,0,0,30,0,32,0,0,9,14,46,8,70,0,0,5,3,17,0,23,0,0,4,8,34,3,56,0,0,3,0,4,0,4,0,0,7,14,3,0,24,0,0,0,0,8,0,11,4,0,15,8,13,0,42,0,4,5,9,15,0,27,11,5,25,29,57,9,132,19
UCL215017,10,4,11,0,0,0,4,8,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,0,3,0,0,4,9,9,3,29,0,0,0,9,9,0,16,0,0,12,5,11,3,26,11,9,30,14,17,0,79,7,7,33,28,34,3,115,0,0,0,0,9,0,7,0,0,0,0,11,0,21,0,3,3,5,7,0,21,23,33,106,94,160,21,420,0,0,0,3,6,0,15,0,0,0,0,3,0,3,0,0,5,9,29,0,48,0,0,0,0,10,0,12,0,0,5,12,146,3,171,0,0,4,6,19,4,27,0,0,5,8,23,5,42,0,0,0,5,10,4,22,0,0,0,9,25,3,28,0,0,0,0,4,0,6,0,0,3,0,7,0,10,0,0,0,3,3,0,12,0,0,21,10,13,3,51,0,0,3,8,18,0,22,0,0,12,17,21,3,52,11
UCL215018,7,0,20,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,7,6,0,16,0,0,0,0,3,0,5,0,0,13,5,7,0,26,14,4,43,0,8,0,71,9,9,32,20,48,12,129,0,0,0,0,0,0,3,0,0,0,0,10,0,11,0,0,0,0,3,5,9,29,16,112,57,135,15,371,0,0,4,12,26,0,39,0,0,0,0,3,0,3,3,3,9,6,43,0,64,0,0,0,0,14,0,16,0,0,3,0,63,6,69,0,0,0,0,3,0,9,0,0,11,5,33,0,47,0,4,8,8,15,0,31,0,0,3,0,13,0,19,0,0,3,0,3,0,8,0,0,0,0,3,0,14,0,0,0,0,3,0,10,3,0,15,9,9,0,32,0,0,5,0,13,0,15,3,0,14,9,29,5,61,15
UCL215019,12,0,20,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,3,6,0,13,3,8,0,27,0,0,5,6,0,0,13,4,5,8,11,5,0,31,18,19,35,9,6,0,76,10,4,26,22,12,0,80,3,3,9,3,8,0,18,0,0,5,0,9,0,14,0,0,0,4,0,5,10,39,34,127,78,95,18,381,0,0,3,3,3,0,13,0,0,0,0,3,0,4,3,0,7,6,15,0,25,0,0,4,3,0,0,13,3,0,11,12,107,7,141,0,0,0,7,9,0,19,0,0,10,8,20,3,43,0,0,5,12,24,0,43,0,0,4,0,9,0,10,0,0,8,0,4,0,9,0,5,0,0,0,0,8,0,0,4,0,5,0,12,5,0,29,5,4,0,51,0,0,6,3,12,0,25,8,5,17,19,18,0,63,18
UCL215020,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,14,4,0,17,0,3,0,24,8,3,13,13,23,0,62,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,14,10,33,23,68,5,147,0,0,0,3,14,3,25,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0,3,0,0,0,0,17,0,17,0,0,0,0,8,0,13,0,0,3,5,11,0,17,0,0,0,4,7,0,12,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,13,4,21,6
UCL215021,0,0,3,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,4,4,3,5,0,17,7,0,3,9,9,0,28,5,8,19,12,24,4,72,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,4,0,0,8,12,13,38,44,65,8,181,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,3,28,0,30,0,0,0,0,0,0,0,0,0,0,4,23,0,24,0,0,0,3,8,0,9,0,0,3,8,12,0,28,0,0,0,0,9,0,12,0,0,7,0,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,9,0,9,4,0,8,6,11,4,29,4
UCL215022,16,4,23,0,0,0,0,0,0,5,0,0,5,3,5,0,11,0,0,0,0,5,0,9,0,0,0,0,0,0,4,0,0,7,5,0,0,16,0,0,0,5,10,0,18,3,4,14,16,23,3,58,16,12,40,11,16,3,83,14,15,45,47,68,3,191,0,0,0,5,6,0,6,0,0,0,3,8,0,12,0,0,4,3,6,0,18,29,37,126,119,223,22,550,0,0,0,3,12,0,21,0,0,0,0,14,0,16,0,0,5,13,43,0,66,0,0,7,11,35,0,55,0,0,7,12,93,4,117,0,0,0,0,13,0,20,7,0,11,12,54,4,79,0,0,3,8,29,4,43,0,0,0,0,11,0,27,0,0,3,5,5,0,16,0,0,0,0,5,0,9,0,0,0,0,8,0,8,3,4,14,10,8,0,37,0,0,3,5,17,3,26,3,6,21,25,40,4,91,26
UCL215023,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,5,0,0,0,0,0,3,3,0,14,3,0,4,7,13,0,30,7,0,13,6,25,6,62,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,11,8,32,32,93,8,175,0,0,4,0,26,0,33,0,0,0,0,0,0,0,0,0,6,4,46,0,51,0,0,0,0,0,0,0,0,0,0,4,29,4,38,0,0,0,0,7,0,14,0,0,0,0,23,0,25,0,0,0,0,8,0,11,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,7,0,9,0,14,0,0,0,3,6,0,7,0,0,0,3,4,0,14,3
UCL215024,7,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,6,0,0,0,8,3,0,15,0,4,18,8,6,0,30,3,4,15,19,16,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,5,5,12,10,7,46,39,63,8,186,0,0,8,3,16,0,26,0,0,0,0,6,0,6,0,0,9,5,13,0,25,0,0,0,0,12,0,17,0,0,4,3,31,4,45,0,0,0,0,6,0,9,0,0,5,8,20,3,37,0,0,0,3,5,0,12,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,6,0,7,0,0,7,0,3,0,10,0,0,0,5,0,0,6,0,0,6,14,8,3,32,0
UCL215025,5,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,4,3,3,0,11,0,0,0,0,0,0,6,0,0,0,4,0,0,3,3,5,8,3,0,0,11,4,4,3,13,13,4,40,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,7,0,0,5,12,8,24,34,49,10,133,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,6,16,0,22,0,0,0,0,6,0,6,0,0,0,4,31,0,38,0,0,0,0,7,0,8,0,0,5,4,17,4,28,0,0,0,0,11,0,14,0,0,0,0,7,4,8,0,0,4,0,4,0,9,0,0,0,5,0,0,7,0,0,0,0,0,0,7,3,3,4,3,3,0,23,0,0,0,0,10,0,13,0,0,0,5,4,0,10,4
UCL215026,9,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,4,0,5,0,0,4,0,0,0,3,0,0,0,0,4,0,5,0,0,4,0,3,0,12,3,4,7,5,0,0,17,0,7,9,11,13,0,40,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,13,8,32,31,49,6,130,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,0,15,0,0,0,0,0,0,0,0,0,0,4,29,5,39,0,0,0,0,7,0,10,0,0,0,6,11,0,18,0,0,0,0,9,0,13,0,0,0,4,6,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,3,3,0,0,10,0,0,0,0,4,0,6,0,0,0,0,5,3,16,3
UCL215027,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,4,0,14,7,5,7,4,3,0,23,3,8,19,14,22,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,19,36,27,52,3,142,0,0,7,0,19,0,29,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,5,19,0,18,0,0,0,0,19,0,22,0,0,0,0,3,0,4,0,0,0,9,7,0,18,0,0,0,3,5,0,14,0,4,0,0,6,0,7,0,0,0,0,0,0,0,0,0,5,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,5,3,4,0,6,6,0,21,3
UCL215028,11,0,14,0,0,5,4,3,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,5,5,0,0,18,0,0,0,0,0,0,4,0,0,7,4,7,0,23,10,7,23,7,10,0,48,10,9,32,39,30,5,131,0,0,0,3,3,0,10,0,0,0,8,6,0,15,0,0,0,0,5,0,3,21,25,99,91,107,5,347,0,0,6,4,19,0,25,0,0,0,0,4,0,3,0,0,3,10,27,0,45,0,0,0,0,4,0,7,0,0,0,11,67,0,80,0,0,0,4,9,0,6,0,0,8,11,23,5,58,0,0,0,12,23,0,34,0,0,3,4,14,0,20,0,0,7,0,0,0,5,0,0,9,0,5,0,9,0,0,0,0,0,0,0,6,0,18,6,3,0,37,0,0,0,0,9,0,10,3,0,14,11,14,0,46,12
UCL215029,23,4,82,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,7,0,0,0,12,0,0,3,3,0,0,7,11,5,26,6,7,0,52,0,4,10,9,3,0,21,9,4,20,10,10,0,57,18,15,25,6,3,0,76,23,15,49,34,30,3,151,0,0,11,0,5,0,17,3,0,8,5,9,0,18,0,0,9,4,13,0,24,81,57,226,124,112,15,619,7,0,8,8,0,0,18,0,0,0,0,0,0,0,3,0,10,6,13,5,40,0,0,0,0,0,0,6,4,0,11,14,50,0,73,0,0,8,6,4,0,15,0,5,18,14,26,5,70,10,0,56,51,55,5,185,0,0,11,0,12,0,21,3,0,8,0,0,0,16,8,0,10,4,0,0,20,0,0,6,4,8,0,19,25,12,59,15,8,0,114,0,3,20,13,15,3,49,14,12,34,15,20,0,99,31
UCL215030,4,0,4,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,5,0,15,3,0,9,4,5,0,27,0,0,13,28,14,4,52,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,6,6,5,28,48,47,8,143,0,0,0,0,18,0,25,0,0,0,0,0,0,0,0,0,3,0,10,0,15,0,0,0,0,6,0,6,0,0,0,3,25,0,27,0,0,0,4,8,0,7,0,0,0,0,6,0,14,0,0,0,5,4,0,5,0,0,0,7,13,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,3,4,0,18,0,0,0,0,4,0,4,5,0,3,9,10,0,28,7
UCL215031,9,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,10,4,0,14,3,3,0,23,5,0,16,16,14,4,58,0,0,0,3,0,0,3,0,0,0,0,6,0,4,0,0,0,0,0,3,3,9,3,41,32,61,18,158,0,0,8,7,25,11,44,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,0,6,4,0,9,0,0,4,0,15,6,24,3,0,6,4,10,6,25,0,0,0,0,14,0,16,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,19,3
UCL215032,13,5,24,0,0,0,4,0,4,4,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,3,0,3,4,0,9,0,4,0,19,0,0,0,3,8,0,6,0,0,21,6,6,6,43,6,7,23,9,6,0,59,4,16,23,34,35,8,111,0,0,0,3,7,0,10,4,0,0,3,4,0,15,0,0,5,4,5,3,16,26,30,93,88,135,28,402,0,0,13,8,37,8,58,0,0,0,0,0,0,0,0,0,0,0,20,3,24,0,0,3,3,4,0,6,0,3,3,3,60,5,73,0,0,0,6,8,0,19,0,0,4,6,21,0,41,0,0,9,8,20,5,41,0,0,3,6,16,0,28,0,0,7,0,0,0,5,0,0,0,0,6,0,10,0,0,0,0,4,0,4,13,3,16,13,9,0,53,0,0,0,3,7,0,14,6,0,17,20,17,6,71,15
UCL215033,8,0,12,0,0,3,3,7,0,13,0,0,3,0,0,0,3,4,5,8,8,5,0,29,0,0,4,0,3,0,8,5,0,11,3,12,0,25,0,0,0,0,0,0,0,4,7,12,12,11,0,52,18,20,57,19,19,0,124,6,13,27,23,29,3,100,0,0,0,0,0,0,0,0,0,7,13,6,0,24,0,0,6,4,6,4,12,40,45,153,119,137,13,506,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16,13,45,0,75,0,0,5,3,9,0,19,0,0,6,22,113,0,141,0,0,8,13,11,0,30,4,0,5,17,35,0,65,0,0,5,0,9,0,13,0,0,4,10,42,0,67,3,0,3,3,6,0,16,0,0,12,9,10,0,42,0,0,3,6,3,0,11,11,0,24,8,14,0,62,0,0,3,0,14,0,16,10,7,27,26,35,0,111,25
UCL215034,5,0,4,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,3,3,0,0,13,4,4,18,9,17,0,56,0,0,0,0,0,0,5,0,0,0,0,3,0,6,0,0,0,0,5,0,4,6,6,39,28,46,0,136,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,6,0,7,0,7,0,0,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,5,11,0,16,0,0,0,3,10,0,13,0,0,4,4,3,4,9,0,0,3,0,0,0,7,0,0,0,0,5,0,3,0,0,0,0,0,0,6,6,0,4,0,4,0,4,0,0,0,4,0,0,6,0,0,0,0,10,0,9,4
UCL215035,3,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,5,0,7,0,3,8,7,5,0,17,8,7,25,4,6,6,49,5,8,10,17,13,0,68,0,0,0,0,5,0,0,0,0,4,0,8,0,10,0,0,0,0,3,0,8,6,28,64,49,83,6,238,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,4,25,0,30,0,0,5,0,4,0,5,0,4,3,10,89,0,106,0,0,5,0,11,0,16,4,0,4,6,17,0,35,0,0,0,0,8,0,9,0,0,0,5,14,0,22,0,0,0,0,4,0,8,0,0,0,0,7,0,9,0,0,0,0,0,0,0,4,4,18,4,7,0,29,0,0,0,0,10,0,12,0,3,7,11,8,0,32,5
UCL215036,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,7,0,4,0,9,0,0,0,0,0,0,5,0,0,6,3,0,0,5,8,6,28,5,3,0,49,4,4,18,15,18,0,54,0,0,0,0,4,0,4,0,0,0,0,4,0,5,0,0,0,7,3,0,3,14,9,67,44,52,3,193,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,4,3,23,0,32,0,0,0,0,5,0,6,0,0,3,0,51,0,61,0,0,3,0,10,0,11,0,0,0,0,8,0,15,0,0,4,3,9,0,8,0,0,0,0,5,0,12,0,0,0,5,0,0,5,0,0,3,5,0,0,10,0,0,0,0,0,0,3,3,0,8,0,6,0,18,0,0,3,0,9,0,8,0,3,8,5,0,0,14,5
