UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL221009,0,0,0,42,50,94,0,0,0,0,0,4,0,0,0,25,31,56,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,3,3,6,15,29,6,8,12,0,0,0,86,114,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,178,166,345,0,3,3,0,0,0,175,174,352,32,30,67,299,322,626
UCL221010,0,12,9,17,27,49,0,0,0,0,0,0,0,0,0,23,32,55,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,8,8,6,9,5,0,8,0,0,0,67,82,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,3,8,185,164,349,0,0,0,0,0,0,186,167,360,25,26,53,287,284,574
UCL221011,4,0,0,13,21,30,0,0,0,0,0,0,0,0,0,77,67,145,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,0,0,0,0,0,0,0,0,0,14,19,37,0,0,0,0,0,0,22,13,39,8,5,11,0,0,0,143,140,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,140,303,0,0,0,0,0,0,163,139,300,17,14,33,325,298,619
UCL221012,0,0,5,29,24,54,0,0,0,0,6,3,0,0,0,63,61,125,0,0,3,8,0,5,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,16,25,5,3,7,0,0,0,120,121,243,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,93,190,0,0,0,0,0,0,102,96,192,36,27,61,251,253,504
UCL221013,0,7,7,32,28,62,0,0,0,4,5,7,0,0,0,39,40,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,9,7,17,0,0,0,0,0,0,5,7,17,3,5,12,0,0,0,91,109,195,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,5,3,191,161,352,0,0,0,0,3,8,193,161,354,30,16,42,318,294,617
UCL221014,0,0,3,39,41,77,0,0,0,4,4,7,0,0,0,73,89,163,0,4,3,3,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,3,9,14,12,23,0,3,3,0,0,0,15,24,36,12,14,21,0,0,0,159,197,358,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,251,534,3,8,6,0,0,0,289,262,549,20,22,47,474,482,960
UCL221015,3,3,8,28,39,64,0,0,0,6,0,3,0,0,0,44,35,86,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,10,7,0,0,0,0,0,0,3,5,17,3,4,5,0,0,0,92,105,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,123,127,243,0,0,0,0,3,3,123,128,249,22,23,47,239,262,503
UCL221016,4,5,5,21,27,50,0,0,0,4,0,0,0,0,0,127,118,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,8,18,0,0,0,0,0,0,19,22,42,10,14,21,0,0,0,190,189,385,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,261,492,0,0,0,0,0,0,229,268,492,33,38,69,460,495,957
UCL221017,3,0,3,74,66,142,0,0,0,0,3,7,0,0,0,66,65,136,3,0,0,5,0,9,0,0,3,3,0,5,0,6,5,0,0,0,0,0,0,0,3,7,20,12,33,0,0,0,0,0,0,26,33,60,0,4,12,0,0,0,208,209,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,221,216,436,0,0,0,0,3,3,218,218,437,34,26,54,469,457,920
UCL221018,0,6,10,46,66,111,0,0,0,5,0,3,0,0,0,116,112,233,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,28,0,0,0,0,0,4,47,55,104,7,3,8,3,5,11,241,267,509,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,171,166,336,0,0,0,0,5,6,171,168,343,73,51,129,496,494,993
UCL221019,8,8,18,44,47,89,0,0,0,0,0,3,0,0,0,56,70,127,0,0,0,0,0,4,4,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,14,21,29,0,0,0,0,0,3,10,20,33,14,11,24,0,3,4,152,180,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,234,227,462,4,0,8,6,6,9,245,234,479,34,22,58,433,452,886
UCL221020,3,4,8,47,53,102,0,0,0,3,7,11,0,0,0,71,95,167,0,0,0,0,4,0,5,0,3,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,15,28,44,0,0,0,0,0,0,36,45,86,7,8,8,0,0,0,192,244,442,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,165,350,0,0,0,0,0,0,185,165,350,32,31,66,416,450,867
UCL221021,0,0,0,23,23,46,0,0,0,12,14,19,0,0,0,70,68,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,7,0,0,0,0,0,0,3,8,11,3,9,13,0,0,0,115,129,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,196,201,403,0,0,0,0,0,4,195,204,402,29,31,63,346,376,721
UCL221022,0,0,0,22,25,52,0,0,0,0,0,0,0,0,0,50,46,99,0,0,0,0,3,3,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,4,3,6,11,11,21,0,0,0,0,0,0,14,12,27,10,5,19,3,8,7,122,122,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,104,215,0,0,0,0,0,0,112,104,218,19,23,42,258,258,511
UCL221023,0,0,0,48,52,104,0,0,0,3,0,5,0,0,0,33,39,72,0,6,9,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,4,10,12,5,4,3,0,0,0,14,20,36,6,10,18,0,0,0,130,148,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,163,174,331,9,0,8,0,0,0,164,173,340,26,27,56,327,351,680
UCL221024,5,6,9,74,95,165,0,0,0,11,18,28,0,0,0,67,71,140,0,0,0,0,4,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,10,13,14,25,0,0,6,0,0,0,23,19,39,13,9,22,0,0,0,203,236,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,0,9,12,250,233,477,0,0,0,0,0,0,248,233,484,29,27,54,489,499,994
UCL221025,0,0,0,40,55,94,0,0,0,4,0,7,0,0,0,80,78,157,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,0,0,0,0,0,0,0,0,0,10,8,17,0,0,0,0,0,0,25,43,66,0,4,9,0,0,0,168,203,370,0,6,6,7,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,120,118,243,0,0,0,0,0,0,120,119,242,41,40,77,344,370,713
UCL221026,0,8,7,51,33,81,0,0,0,5,0,3,0,0,0,59,50,107,0,0,0,3,0,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,12,17,22,0,0,0,0,0,0,17,24,34,3,0,7,0,0,0,143,127,274,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,167,362,4,0,0,0,0,0,198,172,365,36,27,65,382,339,725
UCL221027,0,9,9,64,56,116,0,0,0,0,0,0,0,0,0,74,85,159,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,4,8,4,12,0,0,0,0,0,0,20,28,45,4,3,7,0,0,0,168,188,352,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,145,130,270,0,0,0,0,0,0,145,129,275,51,49,99,368,380,753
UCL221028,0,0,0,60,88,148,0,0,0,0,3,3,0,0,0,41,49,90,0,0,0,5,0,8,0,0,0,0,8,8,3,0,3,0,0,0,0,0,0,0,0,0,9,5,17,0,0,0,0,0,0,21,7,32,4,7,5,0,0,0,154,168,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,198,177,372,0,0,6,0,0,0,199,184,378,55,54,107,405,408,811
UCL221029,0,0,0,40,45,88,0,0,0,5,0,5,0,0,0,58,69,128,0,0,0,3,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,4,6,6,10,9,12,0,0,4,4,0,4,17,15,25,0,8,7,0,0,0,131,152,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,196,382,0,0,0,0,0,0,190,196,382,13,15,27,345,355,703
UCL221030,3,9,7,40,38,80,0,0,0,0,0,0,0,0,0,46,48,91,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,0,4,4,0,0,0,5,11,16,4,14,20,0,0,0,120,115,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,96,226,5,0,5,0,0,0,128,95,228,21,14,36,273,237,510
UCL221031,3,6,8,19,43,63,0,0,0,0,0,0,0,0,0,80,88,167,0,0,0,5,0,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,6,3,7,11,21,0,0,0,120,157,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,136,273,0,0,0,0,0,0,133,140,274,28,21,49,287,319,607
UCL221032,0,6,4,15,24,45,0,0,0,0,5,3,0,0,0,23,23,46,4,3,11,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,15,37,0,6,4,0,0,0,66,90,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,172,341,0,0,0,0,0,0,174,174,349,28,27,59,276,294,570
UCL221033,0,0,5,16,32,48,0,0,0,14,9,24,0,0,0,61,44,105,0,0,0,0,0,3,0,0,0,0,0,0,9,8,20,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,24,43,64,3,10,10,0,0,0,132,155,283,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,99,79,179,0,0,0,0,0,0,99,79,175,19,15,31,254,258,509
UCL221034,0,5,5,25,39,67,0,0,0,0,0,3,12,5,10,187,191,374,0,0,0,16,6,18,0,0,0,0,0,3,0,6,5,0,0,0,6,0,3,0,0,0,0,6,5,0,0,0,0,0,0,6,9,17,8,11,17,0,0,0,266,267,530,0,0,0,6,0,3,0,0,0,0,0,0,6,0,4,0,0,0,7,0,3,179,166,342,0,0,0,0,0,0,174,166,345,18,7,32,461,450,914
UCL221035,0,4,5,57,75,132,0,0,0,0,3,5,0,0,0,70,81,154,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,21,0,0,0,0,0,3,9,15,21,5,4,13,0,0,0,155,200,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,150,340,0,0,3,0,0,0,191,153,343,39,42,78,391,397,779
UCL221036,4,0,6,42,46,81,0,0,0,4,4,13,0,0,0,52,50,108,0,0,0,3,0,3,3,0,3,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,18,27,44,0,0,0,3,0,9,16,20,39,17,22,40,0,0,0,166,184,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,164,360,0,0,0,0,0,0,197,164,363,28,29,61,392,382,773
UCL221037,0,0,0,29,51,76,0,0,0,0,3,3,0,0,0,28,31,61,0,5,12,0,0,4,0,0,0,0,0,0,0,3,8,0,0,0,0,6,6,3,0,4,10,16,27,3,8,16,0,0,0,49,71,121,8,3,10,0,4,4,137,204,337,4,0,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,137,293,0,0,0,0,0,0,150,137,293,23,21,49,318,368,683
UCL221038,0,4,3,29,33,56,0,0,0,8,5,15,0,0,0,79,78,152,3,0,3,14,14,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,5,3,4,10,0,0,0,0,0,0,14,7,17,5,9,16,0,0,4,150,151,302,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,5,5,0,5,6,247,227,481,0,0,0,0,0,0,249,229,484,54,46,98,460,439,901
UCL221039,0,0,0,36,45,77,0,0,0,0,0,4,0,0,0,72,75,149,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,7,15,0,0,0,0,0,0,28,44,67,12,4,15,0,0,0,165,174,339,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,157,321,0,0,0,0,3,3,162,157,326,45,46,95,381,379,762
UCL221040,0,0,0,50,48,96,0,0,0,4,0,4,0,0,0,47,69,113,0,0,0,0,6,6,9,10,13,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,8,4,11,0,0,0,0,0,0,11,8,17,0,9,10,0,0,0,122,158,278,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,162,343,0,0,3,0,0,0,188,161,348,18,13,26,326,337,661
UCL221041,0,0,0,18,17,42,0,0,0,5,10,17,0,0,0,43,65,109,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,16,20,34,0,0,0,3,0,4,5,5,8,4,5,10,0,0,0,102,130,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,201,172,366,5,4,6,0,0,0,201,176,375,21,17,37,323,326,641
UCL221042,5,4,12,32,27,62,0,0,0,0,0,3,0,0,0,40,34,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,17,0,0,0,0,4,3,10,11,23,5,5,4,0,0,0,103,90,191,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,128,278,0,0,5,0,0,0,150,129,281,26,25,50,296,261,554
UCL221043,4,0,10,83,85,165,0,0,0,8,11,14,0,0,0,88,88,172,0,0,4,3,6,14,0,0,5,0,0,0,3,3,5,0,0,0,4,0,4,9,5,12,15,15,27,0,0,0,0,0,3,16,15,30,11,5,17,0,0,0,243,229,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,186,427,0,3,6,0,0,4,242,189,433,58,40,99,554,465,1020
UCL221044,7,12,12,64,71,134,0,0,0,4,0,3,0,0,0,34,45,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,5,12,9,8,16,0,0,0,0,0,0,8,18,22,10,12,24,0,3,5,137,171,305,0,0,5,4,4,7,0,0,0,0,0,0,0,0,0,4,4,3,0,4,4,325,343,665,3,0,8,0,0,4,326,347,673,52,56,112,535,588,1118
UCL221045,5,3,9,20,26,47,0,0,0,0,6,9,0,0,0,43,47,86,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,4,12,15,28,3,9,10,0,0,0,84,114,198,0,0,0,3,0,3,0,0,3,0,3,3,0,0,0,0,0,0,0,9,9,252,194,448,5,7,6,0,0,0,257,202,458,29,28,57,384,356,736
UCL221046,5,0,3,56,57,111,0,0,0,21,19,31,0,0,0,128,136,259,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,4,6,10,6,6,12,0,0,0,0,0,5,34,29,61,14,17,37,0,0,0,265,274,537,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,6,3,8,420,431,852,0,0,0,0,0,0,417,434,856,54,42,100,751,753,1508
UCL221047,0,0,0,31,23,52,0,0,0,3,4,3,0,0,0,111,103,208,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,5,9,10,0,11,11,0,0,0,5,3,9,9,16,24,7,11,19,0,0,0,170,175,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,7,139,114,249,0,0,0,0,0,0,136,114,254,24,25,46,329,317,646
UCL221048,0,3,3,24,24,51,0,0,0,0,6,0,0,0,0,34,47,75,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,0,5,5,0,0,0,9,14,22,10,6,21,0,0,0,87,109,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,147,276,0,0,0,0,0,0,134,147,276,20,14,35,240,275,516
UCL221049,0,0,0,30,16,43,0,0,0,6,3,12,0,0,0,52,78,128,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,10,14,0,0,0,0,0,4,24,34,59,3,6,4,0,0,0,131,143,270,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,186,377,3,3,6,0,0,0,199,188,388,13,21,33,335,359,691
UCL221050,6,0,6,51,43,92,0,0,0,7,0,7,0,0,0,63,80,143,0,0,0,6,0,9,3,5,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,14,9,23,0,0,0,0,0,0,15,23,41,0,8,8,0,0,0,158,175,335,0,0,0,4,3,8,0,0,0,0,0,0,0,4,4,4,0,9,3,5,12,195,155,349,0,0,0,0,0,0,195,154,355,41,31,70,410,369,775
UCL221051,0,0,0,27,42,70,0,0,0,0,3,3,0,0,0,70,64,135,3,0,3,0,0,0,0,0,0,4,7,7,32,36,69,0,0,0,0,0,0,4,6,7,3,5,4,0,0,0,0,0,0,33,31,68,0,5,3,0,0,0,183,198,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,154,336,0,0,0,0,0,3,188,150,335,30,28,57,401,371,780
UCL221052,4,5,5,45,47,90,0,0,0,3,0,3,0,0,0,57,66,120,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,0,0,0,0,0,3,10,14,0,4,14,0,0,0,129,135,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,102,211,0,0,0,0,0,0,104,103,205,25,17,46,261,264,526
UCL221053,0,3,3,47,64,114,0,0,0,5,0,8,0,0,0,44,52,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,11,22,34,0,3,3,0,0,0,14,17,33,10,12,21,4,0,6,150,182,328,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,199,166,365,0,3,3,0,4,4,199,171,368,25,18,39,367,381,748
UCL221054,5,0,5,30,37,69,0,0,0,0,0,0,0,0,0,33,30,66,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,0,0,0,15,8,23,8,3,11,0,0,0,96,91,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,3,5,208,191,403,0,0,5,0,0,4,209,193,405,25,29,53,338,318,656
UCL221055,0,0,0,20,28,47,0,0,0,0,0,0,0,0,0,73,82,156,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,4,5,5,5,0,0,0,0,5,4,12,11,25,3,10,15,0,0,0,120,151,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,183,168,349,6,0,6,0,0,0,180,168,351,20,20,36,320,338,660
UCL221056,5,6,11,19,24,44,0,0,0,3,0,0,0,0,0,36,33,66,0,3,5,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,5,3,12,3,0,3,0,0,4,17,20,37,10,9,17,0,0,0,97,99,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,115,250,0,0,0,0,0,0,134,118,250,43,33,76,283,253,532
UCL221057,5,5,12,49,34,86,0,0,0,4,6,10,0,0,0,41,55,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,8,20,0,3,3,0,0,0,5,9,11,9,5,14,0,0,5,120,127,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,7,11,240,221,462,0,0,0,0,0,0,242,221,460,28,38,68,394,396,789
UCL221058,5,0,4,34,42,73,0,0,0,0,6,5,0,0,0,45,53,101,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,7,13,5,5,10,0,0,0,0,0,0,8,9,14,9,11,18,0,0,0,114,137,250,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,103,202,0,0,4,0,0,0,101,105,207,18,20,39,238,262,503
UCL221059,0,3,3,38,43,80,0,0,0,0,4,7,0,0,0,37,42,87,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,9,0,0,0,0,0,0,18,33,51,9,14,25,0,0,0,115,142,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,4,6,214,233,450,0,0,0,0,0,0,216,237,453,26,26,47,362,411,771
UCL221060,0,0,0,33,51,87,0,0,0,3,0,4,0,0,0,31,36,68,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,0,0,4,4,8,5,0,10,6,9,13,0,0,0,0,0,0,11,14,25,8,4,8,0,0,0,100,132,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,7,157,141,296,0,3,7,0,0,0,163,146,304,20,18,47,283,301,589
UCL221061,3,3,4,54,58,107,0,0,0,11,14,22,0,0,0,60,57,116,0,0,0,6,3,5,0,4,3,0,0,0,6,9,7,0,0,0,3,3,5,0,0,0,8,5,11,0,0,0,0,0,0,23,20,39,10,0,13,0,0,0,171,166,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,152,321,0,0,0,0,0,0,166,149,320,28,40,64,369,362,729
UCL221062,15,8,28,59,66,123,0,0,0,5,3,9,0,0,0,76,111,180,0,0,0,0,0,0,3,8,7,0,0,0,5,0,7,0,0,0,0,0,0,6,7,6,33,21,56,0,0,0,0,0,4,27,30,52,3,9,14,0,0,0,213,248,463,0,0,0,6,4,8,0,0,0,0,0,0,0,0,5,0,0,0,0,4,7,191,174,369,0,0,0,0,6,6,198,180,381,53,46,93,483,491,972
UCL221063,0,0,0,34,34,64,0,0,0,0,0,0,0,0,0,58,51,111,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,27,27,48,0,0,4,0,0,0,129,118,251,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,131,121,252,0,4,4,3,0,3,134,120,258,26,20,45,294,269,562
UCL221064,0,0,0,3,23,25,0,0,0,3,5,10,0,0,0,45,46,96,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,3,3,9,7,0,0,0,0,0,0,8,6,15,13,14,25,0,0,0,90,111,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,217,438,4,4,4,0,0,0,229,218,445,23,22,42,339,355,695
UCL221065,0,0,0,38,38,77,0,0,0,0,4,4,0,0,0,27,37,63,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13,7,19,0,10,9,0,0,0,89,98,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,138,288,0,0,0,0,0,3,153,144,294,16,10,27,259,253,515
UCL221066,0,0,0,23,28,57,0,0,0,4,4,13,0,0,0,70,67,137,0,0,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,11,14,27,10,9,17,0,0,0,129,135,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,173,391,0,0,0,0,0,0,220,171,397,35,32,70,393,342,731
UCL221067,0,0,0,37,34,68,0,0,0,0,3,5,0,0,0,58,51,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,11,0,0,0,0,0,0,14,24,35,0,0,6,0,0,0,118,112,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,132,293,0,0,0,0,0,0,157,132,293,28,18,47,306,261,572
