UCL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL221064,0,0,0,0,0,0,0,6,3,4,3,0,3,0,0,10,9,0,4,0,0,0,0,11,43,37,26,8,19,0,0,134,0,0,0,0,0,0,0,0,43,45,34,18,23,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,17,47,46,36,14,30,3,0,179
UCL221065,0,0,0,0,0,0,0,0,7,8,4,0,0,0,0,16,0,0,3,0,0,0,0,8,7,14,10,7,8,0,0,47,0,0,0,0,0,0,0,0,15,19,12,9,8,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,19,15,11,13,0,0,71
UCL221066,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,44,42,15,12,18,5,0,138,0,0,0,0,0,0,0,0,46,47,20,17,22,9,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,4,4,0,0,22,0,0,0,0,0,0,0,0,9,8,10,4,4,0,0,22,52,47,32,17,23,9,0,176
UCL221067,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,10,25,26,23,13,5,0,0,98,0,0,0,0,0,0,0,0,25,27,25,14,12,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,3,0,0,22,0,0,0,0,0,0,0,0,5,6,3,3,4,0,0,30,31,38,29,19,19,3,0,138
UCL221068,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,19,22,16,10,12,0,0,78,0,3,0,0,0,0,0,3,21,28,19,14,13,0,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,11,8,4,0,0,30,0,0,0,0,0,0,0,0,5,12,8,9,5,0,0,48,28,43,29,17,16,0,0,142
UCL221069,0,0,0,0,0,0,0,0,3,6,3,3,8,0,0,20,5,9,0,0,5,0,0,11,29,40,24,16,16,3,0,125,0,0,3,0,0,0,0,3,33,44,28,24,25,3,0,156,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,3,3,3,3,8,0,0,28,0,0,0,0,0,0,0,0,6,11,9,7,6,0,0,42,43,53,36,29,28,3,0,195
UCL221070,3,5,4,0,0,0,0,9,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,18,42,24,17,10,16,0,0,118,0,0,0,0,0,0,0,0,48,34,26,10,17,3,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,10,4,5,0,0,30,0,0,0,0,0,0,0,0,5,9,11,10,5,0,0,38,57,43,34,19,21,5,0,180
UCL221071,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,23,22,17,11,19,8,0,105,0,0,0,0,0,0,0,0,31,28,17,15,26,13,0,120,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,5,6,8,0,0,30,0,0,0,0,0,0,0,0,5,15,3,7,10,0,0,38,36,43,25,19,30,13,0,163
UCL221072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,12,10,3,0,0,78,0,0,0,0,0,0,0,0,18,36,12,10,8,5,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,3,0,0,0,23,0,0,0,0,0,0,0,0,5,11,7,3,0,0,0,27,21,46,21,9,6,4,0,105
UCL221073,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,9,0,0,0,0,0,0,0,0,25,37,11,11,18,8,4,127,0,0,0,0,0,0,0,0,28,39,13,16,24,8,9,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,31,39,13,19,26,8,7,143
UCL221074,0,3,0,0,6,0,0,10,6,6,0,0,0,0,0,19,0,3,0,0,0,0,0,5,17,21,11,4,5,0,6,63,0,0,0,0,0,0,0,0,33,31,13,7,7,0,6,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,33,37,15,11,17,0,3,114
UCL221075,3,0,0,0,0,0,0,8,0,6,0,0,0,0,3,7,0,0,0,0,0,0,0,8,14,28,8,9,8,6,0,79,0,0,0,0,0,0,0,0,19,38,17,13,17,6,3,103,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,8,3,0,0,3,0,20,0,0,0,0,0,0,0,0,4,8,6,0,3,3,0,27,27,45,19,12,15,4,3,124
UCL221076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,10,12,16,10,8,6,0,0,59,0,0,0,0,0,0,0,0,19,24,15,8,9,6,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,6,4,0,3,0,0,18,0,0,0,0,0,0,0,0,8,5,4,0,4,0,0,25,27,24,18,6,11,4,0,97
UCL221077,4,0,0,0,0,0,0,6,5,4,0,0,0,0,0,6,0,4,0,0,0,0,0,9,18,15,9,7,5,3,0,60,0,0,0,0,0,0,0,0,27,25,12,7,9,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,4,5,8,3,3,0,0,20,30,30,15,9,11,3,0,96
UCL221078,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,0,3,0,0,0,0,0,3,21,21,7,6,5,5,0,77,0,0,0,0,0,0,0,0,27,32,13,9,11,5,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,29,32,13,15,15,5,0,97
UCL221079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,14,14,3,15,0,0,56,0,0,0,0,0,0,0,0,16,13,14,4,15,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,5,0,0,0,26,0,0,0,0,0,0,0,0,10,5,3,5,0,0,0,25,23,27,18,9,14,0,0,89
UCL221080,5,3,0,0,0,0,0,8,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,15,14,9,10,10,3,0,71,0,0,0,0,0,0,0,0,19,16,13,13,11,7,0,80,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,19,26,16,13,13,16,7,5,94
UCL221081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,16,10,3,13,10,0,0,56,0,0,0,0,0,0,0,0,20,15,16,15,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,3,0,0,21,0,0,0,0,0,0,0,0,0,8,4,7,3,0,0,23,19,19,15,17,16,0,0,90
UCL221082,15,15,9,10,10,13,5,67,11,3,0,0,0,0,0,16,6,5,5,0,0,5,0,21,12,16,7,3,6,3,0,48,0,0,0,0,0,0,0,0,46,41,19,13,16,16,4,151,0,3,0,6,4,0,0,12,3,0,0,0,0,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,4,0,6,0,0,0,27,50,43,24,17,21,16,4,184
UCL221083,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,16,3,8,6,0,0,0,0,14,42,41,20,12,16,0,0,137,0,0,0,0,0,0,0,0,51,50,29,20,23,0,0,169,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,6,11,4,3,12,3,0,36,0,0,0,0,0,0,0,5,10,19,3,7,11,3,0,44,57,72,29,24,29,3,0,218
UCL221084,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,7,43,46,21,16,24,9,4,153,0,0,0,0,0,0,0,0,45,51,26,14,22,6,6,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,9,0,0,0,25,0,0,0,0,0,0,0,0,6,5,9,8,0,0,0,31,53,54,33,26,25,6,6,197
UCL222001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,8,7,8,13,11,3,0,49,3,0,0,0,0,0,0,3,11,14,10,16,13,3,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,7,10,11,12,16,13,7,0,66
UCL222002,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,0,0,4,0,0,0,0,8,16,16,9,6,9,0,0,68,0,0,0,0,0,0,0,0,16,23,12,10,19,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,12,10,19,0,0,91
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,22,9,3,4,0,0,73,0,0,0,0,0,0,0,0,29,30,8,3,4,0,0,72,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,12,34,30,16,7,7,0,0,91
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,8,0,7,8,0,0,28,0,0,0,0,0,0,0,0,8,15,0,7,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,9,0,0,42
UCL222006,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,14,12,11,10,6,0,0,64,0,0,0,0,0,0,0,0,20,14,17,11,10,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,22,16,17,11,10,0,0,79
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,0,20,0,4,0,0,0,0,0,4,4,7,3,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,3,0,0,25
UCL222008,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,4,3,0,0,0,32,0,0,0,0,0,0,0,0,23,11,4,7,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,20,23,19,6,7,4,0,0,59
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,13,0,10,0,0,39,0,0,0,0,0,0,0,0,13,14,13,0,10,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,15,13,9,0,8,0,0,46
UCL222010,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,3,3,7,4,0,49,0,0,0,0,0,0,0,0,13,13,6,3,14,4,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,11,11,21,7,3,14,4,4,65
UCL222011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,7,25,9,9,16,3,3,82,0,0,0,0,0,0,0,0,8,31,14,9,15,9,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,33,15,9,21,9,3,96
UCL222012,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,13,19,14,7,6,0,0,59,0,0,0,0,0,0,0,0,11,15,15,7,12,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,7,16,22,17,8,12,0,0,74
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,9,0,0,18,0,0,0,0,0,0,0,0,9,4,0,4,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,9,9,0,7,9,0,0,29
UCL222014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,20,25,16,12,8,4,0,80,0,0,0,0,0,0,0,0,17,22,21,13,8,4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,12,22,28,22,12,8,4,0,100
UCL222015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,11,21,13,12,0,0,75,0,0,0,0,0,0,0,5,20,18,16,12,15,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,17,21,19,26,12,15,3,0,101
UCL222016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,4,0,0,0,23,0,0,0,0,0,0,0,0,11,3,6,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,7,3,11,4,3,0,0,34
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,14
UCL222018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,0,12
UCL222019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,9,5,14,7,9,4,0,47,0,0,0,0,0,0,0,4,12,12,14,3,13,4,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,13,0,0,0,0,0,0,0,0,5,4,4,0,3,0,0,20,16,16,12,3,11,4,0,72
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,4,3,4,0,0,25,0,0,0,0,0,0,0,0,5,12,5,8,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,4,0,0,22,0,0,0,0,0,0,0,0,0,9,7,7,4,0,0,23,4,21,14,10,4,0,0,59
UCL222021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,0,0,4,0,0,24,0,0,0,0,0,0,0,0,12,14,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,3,0,18,0,0,0,0,0,0,0,0,6,4,6,0,0,3,0,23,17,13,7,3,3,3,0,50
UCL222022,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,11,7,0,3,4,7,0,31,0,0,0,0,0,0,0,0,11,5,6,9,3,7,0,41,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,14,12,9,6,6,7,0,43
UCL222023,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,9,27,33,13,6,10,0,0,93,0,0,0,0,0,0,0,3,27,39,19,12,13,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,3,0,0,20,0,0,0,0,0,0,0,0,3,5,0,5,3,0,0,18,34,44,18,11,14,3,0,129
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,6,4,0,0,0,0,16
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,15,6,0,0,0,0,26,0,0,0,0,0,0,0,0,5,16,4,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,9,0,3,0,0,34
UCL222026,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,12,14,8,4,0,0,57,0,0,0,0,0,0,0,0,12,16,16,12,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,17,14,21,23,8,3,0,0,77
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,20,14,4,3,0,0,60,0,0,0,0,0,0,0,0,19,17,15,4,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,20,24,15,9,7,0,0,75
UCL222028,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,14,4,3,8,3,0,58,0,0,0,0,0,0,0,0,26,17,3,5,5,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,4,0,0,11,0,0,0,0,0,0,0,0,5,3,5,0,4,0,0,11,28,20,4,6,10,3,0,74
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,6,0,0,0,0,23,0,0,0,0,0,0,0,0,10,8,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,5,3,6,3,0,0,0,15,14,13,8,5,0,0,0,42
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5,0,5,0,0,30,0,0,0,0,0,0,0,0,15,11,3,0,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,0,0,16,0,0,0,0,0,0,0,0,4,8,4,3,0,0,0,18,19,23,9,3,3,0,0,58
UCL222031,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,10,3,0,0,35,0,0,0,0,0,0,0,0,9,14,11,10,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,3,4,5,0,0,4,0,14,14,21,15,10,6,3,0,60
UCL222032,4,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,5,9,13,0,0,0,0,0,25,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,16,3,5,0,0,0,39
UCL222033,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,6,0,0,0,0,0,10,10,11,4,8,4,0,0,36,0,0,0,0,0,0,0,0,16,18,5,8,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,14,14,18,6,10,4,0,0,61
UCL222034,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,4,11,0,6,0,0,25,0,3,0,0,0,0,0,9,14,8,10,4,9,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,13,0,0,0,0,0,0,0,3,3,0,0,6,5,0,0,12,18,11,10,6,11,0,5,56
UCL222035,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,5,3,0,0,24,0,0,0,0,0,0,0,0,8,7,10,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,12,12,8,11,4,3,0,0,36
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,5,0,0,33,0,0,0,0,0,0,0,0,10,8,5,4,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,9,7,15,7,8,5,0,0,38
