SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL22582,26,8,52,3581,5215,2506,2330,9079,3017,25727
SAL22583,0,0,0,4,6,0,0,8,0,13
SAL22584,4,0,11,55,104,52,40,37,23,300
SAL22585,0,0,0,0,5,0,0,3,0,9
SAL22586,65,8,123,1051,1323,564,466,1966,349,5715
SAL22587,0,0,4,59,95,38,41,91,32,355
SAL22588,0,0,0,0,3,0,0,0,0,8
SAL22589,0,0,0,5,7,4,4,3,0,23
SAL22590,0,0,0,0,0,0,0,0,0,7
SAL22591,0,0,0,8,7,4,10,0,0,29
SAL22592,0,0,0,5,4,4,3,0,5,19
SAL22593,0,0,3,10,20,12,7,9,5,67
SAL22594,37,7,64,581,832,453,277,624,108,2872
SAL22595,0,0,0,0,0,0,0,0,0,4
SAL22596,5,0,5,142,210,101,100,116,67,739
SAL22597,3,0,3,95,149,89,52,60,70,515
SAL22598,3,3,6,97,124,49,48,75,41,435
SAL22599,0,0,4,90,101,62,47,46,30,377
SAL22600,0,0,0,27,37,15,6,32,6,123
SAL22601,0,0,3,37,50,28,21,44,20,202
SAL22602,0,0,0,37,55,29,6,29,12,171
SAL22603,0,0,0,3,0,4,0,4,0,14
SAL22604,0,0,0,0,3,0,3,0,0,11
SAL22605,0,0,0,0,3,0,0,4,0,9
SAL22606,0,0,3,4,9,0,0,5,5,22
SAL22607,0,0,0,4,12,6,5,3,4,34
SAL22608,0,0,4,27,32,15,17,26,28,147
SAL22609,0,0,0,0,0,0,0,0,0,0
SAL22610,0,0,0,0,5,4,0,0,5,15
SAL22611,3,3,8,66,70,37,41,99,46,358
SAL22612,4,5,4,29,47,32,20,34,24,182
SAL22613,0,0,0,10,15,10,10,9,3,50
SAL22614,70,8,96,590,846,406,259,615,112,2833
SAL22615,0,0,3,14,29,10,17,20,4,98
SAL22616,0,0,0,12,35,12,18,10,7,96
SAL22617,0,0,0,66,86,52,40,54,30,328
SAL22618,0,0,0,4,0,9,5,0,9,32
SAL22619,0,0,0,0,7,3,0,4,0,26
SAL22620,22,3,56,1183,1890,890,502,863,170,5497
SAL22621,0,0,4,11,28,30,21,34,21,153
SAL22622,0,0,0,5,10,3,6,8,0,36
SAL22623,0,0,0,6,14,11,3,4,6,44
SAL22624,0,0,0,32,39,26,18,18,9,149
SAL22625,7,3,27,125,283,152,103,133,61,855
SAL22626,9,8,18,99,265,128,107,142,76,810
SAL22627,121,25,257,1861,2514,1225,808,2055,270,8729
SAL22628,198,159,495,2033,2686,1431,857,2656,527,10192
SAL22629,0,0,3,8,8,0,4,7,5,39
SAL22630,0,0,0,8,11,11,6,6,0,46
SAL22631,0,0,0,6,0,0,6,3,0,11
SAL22632,0,0,0,11,9,10,8,13,10,56
SAL22633,65,9,170,1133,1691,858,561,1202,140,5594
SAL22634,0,0,0,31,38,24,10,31,11,140
SAL22635,39,3,52,142,200,113,82,198,96,827
SAL22636,0,0,0,11,10,3,6,3,0,34
SAL22637,0,0,0,0,9,6,0,5,0,27
SAL22638,0,0,0,11,13,9,6,3,0,47
SAL22639,7,0,7,58,83,36,40,70,20,310
SAL22640,0,0,0,4,8,6,3,18,8,46
SAL22641,0,0,0,0,0,0,0,0,0,0
SAL22642,0,0,0,0,0,0,0,0,0,0
SAL22643,4,0,3,8,18,6,5,6,4,51
SAL22644,9,4,22,170,258,115,80,206,59,888
SAL22645,0,0,0,13,18,11,17,21,4,82
SAL22646,0,0,3,3,8,3,3,15,0,39
SAL22647,0,0,0,13,14,8,14,7,4,64
SAL22648,0,0,0,11,10,0,7,3,0,34
SAL22649,0,0,0,3,5,5,3,8,0,31
SAL22650,0,0,8,103,172,89,70,97,18,553
SAL22651,0,0,0,0,4,3,4,14,0,29
SAL22652,0,0,0,0,0,0,0,0,0,0
SAL22653,0,0,3,22,22,16,15,8,22,111
SAL22654,0,0,0,0,3,0,0,0,0,5
SAL22655,0,0,0,0,3,6,0,0,0,9
SAL22656,0,3,3,33,53,14,15,30,28,186
SAL22657,4,0,3,20,28,8,9,14,4,79
SAL22658,0,0,0,0,0,0,0,0,0,0
SAL22659,0,0,0,0,4,0,3,3,0,10
SAL22660,0,0,0,0,3,0,0,5,0,12
SAL22661,38,4,78,2152,2936,1268,1114,3227,633,11325
SAL22662,0,0,0,8,5,8,6,9,6,34
SAL22663,74,3,88,225,322,160,148,319,90,1263
SAL22664,0,0,3,4,11,4,7,6,0,29
SAL22665,3,0,5,38,73,50,26,32,11,237
SAL22666,0,0,9,29,38,28,9,21,14,133
SAL22667,0,0,3,17,27,19,9,30,40,145
SAL22668,0,0,4,32,41,28,16,33,28,180
SAL22669,5,4,24,434,555,291,166,318,45,1800
SAL22670,0,0,0,16,10,4,7,13,8,51
SAL22671,0,0,7,69,137,79,47,44,34,410
SAL22672,0,0,6,75,85,37,30,105,16,357
SAL22673,14,7,50,533,808,328,288,529,75,2566
SAL22674,0,0,0,0,14,3,7,12,3,37
SAL22675,0,0,0,19,15,14,21,12,0,83
SAL22676,8,0,13,235,329,158,122,214,113,1170
SAL22677,0,0,0,0,0,0,0,0,0,0
SAL22678,0,0,7,39,49,29,26,19,28,189
SAL22679,0,0,0,0,0,3,0,0,0,8
SAL22680,395,116,783,2928,4315,1969,1391,4271,1021,15894
SAL22681,6,0,10,78,134,79,55,88,27,456
SAL22682,0,0,0,4,0,0,0,0,0,5
SAL22683,0,0,0,51,53,19,18,27,10,176
SAL22684,0,0,0,23,31,12,19,14,4,100
SAL22685,143,113,387,2410,3201,1514,1086,2852,541,11597
SAL22686,474,70,758,3679,4689,2080,1467,4985,578,17476
SAL22687,0,0,6,52,77,46,38,49,26,289
SAL22688,0,0,4,10,21,8,5,4,4,47
SAL22689,31,9,58,298,505,264,171,267,237,1735
SAL22690,0,0,0,8,13,4,12,14,13,67
SAL22691,0,0,0,15,10,3,3,8,8,50
SAL22692,0,0,0,6,4,4,0,4,7,22
SAL22693,0,0,0,23,43,24,12,10,14,116
SAL22694,0,0,0,0,0,4,0,6,0,9
SAL22695,3,0,3,98,125,60,40,131,27,478
SAL22696,0,0,0,3,12,7,3,0,0,27
SAL22697,40,41,108,298,508,269,214,493,207,1990
SAL22698,317,53,573,3227,4646,2135,1589,3731,894,16218
SAL22699,0,0,0,48,64,25,27,26,22,221
SAL22700,0,0,0,6,7,7,9,4,0,27
SAL22701,3,0,4,18,12,3,3,15,0,55
SAL22702,24,3,57,1027,1429,750,479,764,137,4584
SAL22703,0,0,0,132,155,84,63,103,20,564
SAL22704,20,5,34,983,1257,589,309,655,117,3916
SAL22705,0,0,0,7,19,6,5,4,10,43
SAL22706,3,0,3,23,42,27,13,18,7,130
SAL22707,0,0,3,131,176,59,56,118,36,573
SAL22708,0,0,0,5,5,6,0,0,0,18
SAL22709,5,0,8,40,33,28,21,40,4,170
SAL22710,463,180,1021,5127,7373,3283,2136,6363,1705,25990
SAL22711,0,0,0,14,9,3,8,3,0,31
SAL22712,0,0,0,12,18,8,4,10,3,59
SAL22713,0,0,3,17,30,14,18,8,10,85
SAL22714,0,0,3,17,21,7,10,25,30,113
SAL22715,0,0,0,10,9,0,3,3,0,25
SAL22716,0,0,0,3,6,7,9,3,6,34
SAL22717,0,0,0,22,34,14,25,40,23,172
SAL22718,0,0,0,0,5,5,0,3,0,17
SAL22719,0,0,4,18,33,12,20,8,15,108
SAL22720,4,0,10,448,533,252,135,539,45,1949
SAL22721,57,10,144,884,1361,538,393,977,193,4352
SAL22722,19,0,62,657,935,453,299,712,60,3112
SAL22723,0,0,0,12,19,3,6,5,0,43
SAL22724,0,0,0,32,55,35,37,23,9,192
SAL22725,0,0,0,0,0,0,0,0,0,0
SAL22726,0,0,0,15,28,14,9,15,3,94
SAL22727,49,0,57,377,449,259,135,335,39,1589
SAL22728,0,0,0,0,8,0,3,0,0,11
SAL22729,0,0,0,65,69,25,30,48,14,249
SAL22730,14,0,27,1073,1115,487,272,1006,199,4151
SAL22731,0,0,0,4,4,0,5,3,0,11
SAL22732,0,0,0,3,11,7,12,8,0,37
SAL22733,15,0,29,120,188,90,115,230,102,836
SAL22734,0,0,0,3,5,3,3,7,0,20
SAL22735,0,0,3,9,11,0,5,3,0,29
SAL22736,0,0,0,5,4,0,4,0,0,15
SAL22737,0,0,0,3,13,6,4,17,3,52
SAL22738,0,0,0,23,26,21,12,20,0,104
SAL22739,0,0,0,11,7,3,11,4,8,39
SAL22740,6,0,6,433,652,260,279,1064,190,2881
SAL22741,0,0,0,12,35,23,14,28,9,125
SAL22742,0,0,4,19,59,25,39,32,17,189
SAL22743,0,0,11,55,87,39,29,72,35,305
SAL22744,0,0,0,17,15,6,7,41,17,101
SAL22745,198,108,464,1514,2082,929,788,2578,812,8705
SAL22746,0,0,0,20,18,18,11,17,0,78
SAL22747,0,0,0,0,0,0,0,0,0,0
SAL22748,0,0,0,19,8,6,11,8,3,46
SAL22749,0,0,0,12,6,9,3,10,5,33
SAL22750,506,169,888,7270,9530,4130,3352,12780,2712,39782
SAL22751,28,4,47,413,469,211,183,584,208,2081
SAL22752,0,0,0,10,10,10,6,32,13,82
SAL22753,7,4,18,197,226,110,110,172,78,889
SAL22754,7,0,8,59,93,40,19,84,26,324
SAL22755,0,0,0,23,32,13,8,19,3,101
SAL22756,72,23,169,1965,2965,1149,627,2330,679,9712
SAL22757,8,0,15,1781,2173,583,280,2013,603,7440
SAL22758,181,24,298,2388,3245,1415,982,3245,675,11954
SAL22759,5,0,3,14,31,25,22,26,9,132
SAL22760,0,0,0,3,6,0,3,0,0,13
SAL22761,83,13,137,920,1265,522,436,1914,350,5397
SAL22762,0,0,5,10,9,4,0,5,16,49
SAL22763,6,3,7,18,29,19,7,9,15,104
SAL22764,0,4,5,68,116,75,36,66,34,386
SAL22765,3,0,3,27,73,35,33,35,19,218
SAL22766,615,203,1178,3417,4479,2341,1579,4935,882,17634
SAL22767,0,0,0,0,4,0,3,0,8,14
SAL22768,0,0,0,3,10,0,5,0,0,17
SAL22769,26,6,61,597,834,380,266,722,149,2941
SAL22770,0,0,9,63,85,40,38,51,25,306
SAL22771,0,0,0,9,3,3,5,0,0,25
SAL22772,4,0,5,35,65,25,18,36,7,188
SAL22773,0,0,0,7,4,9,4,10,4,33
SAL22774,78,14,114,578,732,335,265,1101,343,3354
SAL22775,129,37,217,972,1292,587,486,1322,308,4961
SAL22776,0,0,0,5,10,5,5,3,0,23
SAL22777,6,0,19,64,79,58,29,67,17,320
SAL22778,3,0,5,10,28,17,11,13,0,81
SAL22779,0,0,3,15,23,3,0,8,3,54
SAL22780,0,0,0,9,15,8,7,5,5,39
SAL22781,0,0,5,23,35,15,17,10,9,106
SAL22782,0,0,4,35,45,24,13,36,11,160
SAL22783,0,0,0,9,10,6,9,18,10,54
SAL22784,7,0,6,34,38,21,24,41,44,190
SAL22785,0,0,0,7,10,6,4,3,0,26
SAL22786,0,0,0,4,7,4,3,0,5,30
SAL22787,0,0,0,8,13,5,8,8,0,47
SAL22788,9,3,15,66,87,40,50,88,42,380
SAL22789,0,0,0,10,5,0,10,0,0,28
SAL22790,0,0,0,0,3,0,0,3,5,13
SAL22791,9,0,12,1266,1669,765,594,2381,478,7150
SAL22792,101,26,269,2652,3934,1695,943,2151,444,11819
SAL22793,16,0,27,306,454,146,84,351,62,1402
SAL22794,7,0,4,89,142,61,91,81,41,512
SAL22795,5,0,11,36,61,41,31,36,17,220
SAL22796,0,0,0,0,5,0,0,4,0,10
SAL22797,0,0,0,15,16,11,7,12,8,66
SAL22798,3,0,3,17,24,20,30,19,6,114
SAL22799,0,0,4,9,17,11,6,12,14,72
SAL22800,0,0,0,0,3,0,0,5,5,12
SAL22801,0,0,0,35,116,45,46,73,28,343
SAL22802,16,31,65,356,579,268,223,373,212,2020
SAL22803,0,0,0,24,51,23,11,11,14,140
SAL22804,0,0,0,19,15,7,6,19,8,78
SAL22805,68,91,219,1910,2189,486,214,1493,516,6809
SAL22806,0,0,0,0,0,0,0,0,0,0
SAL22807,0,0,0,0,11,4,0,8,0,20
SAL22808,0,0,0,3,0,3,0,0,0,11
SAL22809,0,0,0,0,0,0,0,0,0,0
SAL22810,0,0,0,0,6,0,5,4,0,8
SAL22811,0,0,0,3,8,3,8,0,0,16
SAL22812,0,3,3,16,22,14,11,20,15,95
SAL22813,4,0,4,72,93,50,47,51,16,334
SAL22814,8,0,13,537,737,311,257,607,95,2543
SAL22815,0,0,0,19,28,11,11,18,9,95
SAL22816,0,0,0,0,0,0,0,8,0,8
SAL22817,0,0,0,0,8,0,0,0,0,3
SAL22818,6,0,6,16,31,28,26,26,7,139
SAL22819,167,37,367,3172,4528,2102,1408,4211,961,16378
SAL22820,24,9,48,2673,3675,1686,1600,6727,937,17301
SAL22821,0,0,0,8,11,0,0,5,0,24
SAL22822,0,0,0,3,3,6,12,13,4,46
SAL22823,0,0,0,27,45,27,25,34,17,173
SAL22824,0,0,4,3,8,8,8,5,10,43
SAL22825,10,3,43,690,1010,491,336,594,94,3213
SAL22826,0,0,0,8,15,8,16,7,0,43
SAL22827,0,0,0,0,0,0,0,0,0,0
SAL22828,0,0,0,0,0,0,0,0,0,0
SAL22829,154,52,292,707,1139,589,450,1270,402,4551
SAL22830,0,0,0,14,27,12,11,21,0,92
SAL22831,0,0,0,3,14,6,11,0,4,37
SAL22832,0,0,5,13,18,6,13,23,13,82
SAL22833,94,15,151,1041,1739,886,585,916,258,5426
SAL22834,0,0,0,41,84,41,38,28,20,250
SAL22835,0,0,0,9,12,6,0,7,18,56
SAL22836,0,0,0,69,99,66,33,43,6,320
SAL22837,0,0,0,4,11,0,0,12,18,47
SAL22838,0,0,0,3,4,6,3,6,3,34
SAL22839,0,0,7,15,19,15,20,16,5,94
SAL22840,0,0,0,4,7,3,6,14,5,33
SAL22841,4,4,7,62,78,54,36,78,31,335
SAL22842,0,0,0,16,19,21,20,16,12,101
SAL22843,0,0,3,21,24,23,9,41,20,128
SAL22844,0,0,0,0,6,11,0,7,5,24
SAL22845,0,0,0,4,12,0,9,4,0,28
SAL22846,3,0,8,87,116,52,50,96,46,458
SAL22847,0,0,0,16,8,4,10,9,0,44
SAL22848,0,0,3,25,62,30,28,42,26,209
SAL22849,0,0,0,0,0,0,0,0,0,0
SAL22850,0,0,0,0,0,0,0,5,3,13
SAL22851,0,0,4,63,91,39,44,56,18,318
SAL22852,4,11,17,28,35,22,17,45,27,178
SAL22853,6,0,6,55,97,46,45,38,12,291
SAL22854,0,0,0,10,14,3,7,3,0,33
SAL22855,0,0,3,9,18,8,4,9,5,46
SAL22856,0,0,0,15,23,14,4,11,4,71
SAL22857,12,4,37,435,696,319,268,551,73,2345
SAL22858,0,0,0,43,53,22,12,43,37,211
SAL22859,0,0,0,25,10,3,5,26,7,83
SAL22860,5,7,11,52,85,25,36,95,31,332
SAL22861,0,0,0,14,40,10,17,26,8,120
SAL22862,0,0,5,3,3,3,9,0,0,24
SAL22863,0,0,0,3,0,0,3,5,0,12
SAL22864,0,0,0,10,4,6,4,5,0,22
SAL22865,0,0,0,0,0,0,0,0,0,0
SAL22866,0,0,0,0,0,0,0,0,0,0
SAL22867,0,0,0,0,0,0,0,0,0,0
SAL22868,0,0,0,0,0,0,0,0,0,0
SAL22869,0,0,0,14,21,5,9,16,4,65
SAL22870,0,0,0,0,4,0,4,0,0,14
SAL22871,0,0,0,0,0,0,0,0,6,6
SAL22872,0,0,0,0,0,0,0,0,0,0
SAL22873,0,6,5,58,61,41,22,75,24,283
SAL22874,0,0,4,32,35,24,9,20,11,134
SAL22875,0,0,0,189,255,146,105,169,72,921
SAL22876,19,10,53,259,484,245,188,337,74,1588
SAL22877,10,19,33,75,141,69,59,130,58,528
SAL22878,0,0,0,0,7,0,0,0,3,6
SAL22879,0,0,0,5,4,3,3,9,8,24
SAL22880,0,0,0,6,3,0,0,0,0,12
SAL22881,0,0,0,19,28,4,0,5,4,59
SAL22882,0,0,0,4,11,8,3,4,8,41
SAL22883,54,9,89,2663,3643,1660,1439,4884,996,15289
SAL22884,0,0,0,45,60,23,40,48,13,224
SAL22885,0,0,3,13,22,11,7,14,11,72
SAL22886,0,0,0,6,15,14,7,7,7,64
SAL22887,0,0,0,13,20,8,5,17,21,83
SAL22888,0,0,0,3,3,10,3,10,0,21
SAL22889,59,0,81,258,557,282,174,279,93,1645
SAL22890,0,0,0,40,44,22,18,38,22,177
SAL22891,0,0,0,3,0,4,0,4,0,10
SAL22892,15,0,42,717,1008,422,274,760,132,3313
SAL22893,0,0,4,29,33,18,16,24,5,119
SAL22894,10,0,26,206,334,165,148,296,96,1241
SAL22895,0,0,0,0,0,0,0,0,0,0
SAL22896,0,0,0,38,62,44,22,31,45,245
SAL22897,0,0,0,16,22,6,10,25,3,81
SAL22898,0,0,7,28,49,27,35,50,26,213
SAL22899,0,0,0,10,12,3,5,15,13,58
SAL22900,0,0,0,45,88,34,29,37,9,236
SAL22901,0,0,0,6,5,6,0,4,10,34
SAL22902,0,0,4,40,49,28,21,28,3,167
SAL22903,0,0,0,0,12,12,7,0,4,38
SAL22904,0,0,0,24,27,12,12,11,4,98
SAL22905,0,0,0,0,0,0,0,0,0,0
SAL22906,0,0,4,41,72,32,17,45,20,229
SAL22907,0,0,3,30,60,42,33,26,15,214
SAL22908,0,0,3,31,56,21,23,20,11,170
SAL22909,0,0,0,13,16,7,0,9,3,55
SAL22910,18,0,51,474,722,357,249,501,132,2441
SAL22911,69,6,99,395,607,313,248,564,202,2329
SAL22912,0,0,0,4,0,6,7,3,0,20
SAL22913,17,5,40,297,458,213,181,317,73,1547
SAL22914,0,0,0,31,49,29,30,31,15,184
SAL22915,48,25,117,264,451,245,215,479,189,1835
SAL22916,11,4,21,291,353,201,155,305,64,1367
SAL22917,156,18,300,2982,4429,1595,882,2245,513,12644
SAL22918,0,0,0,15,13,6,0,14,0,65
SAL22919,201,70,390,1264,1853,1012,644,2021,513,7306
SAL22920,0,0,0,0,7,0,3,0,0,11
SAL22921,0,4,4,72,95,64,65,78,62,441
SAL22922,0,0,0,3,3,8,3,0,0,20
SAL22923,0,0,0,0,0,0,0,0,0,5
SAL22924,40,6,68,298,395,221,181,334,112,1544
SAL22925,0,0,9,80,139,100,55,86,35,489
SAL22926,0,0,0,32,71,35,31,44,27,252
SAL22927,0,0,4,49,73,36,34,41,25,248
SAL22928,0,0,0,18,40,15,8,18,0,96
SAL22929,0,0,0,19,30,14,13,12,6,90
SAL22930,0,4,5,27,27,20,7,11,20,113
SAL22931,0,4,4,0,3,5,10,3,4,29
SAL22932,0,0,0,0,3,0,0,0,0,9
SAL22933,0,0,0,12,17,9,10,17,0,72
SAL22934,0,0,17,151,252,136,78,158,53,832
SAL22935,4,0,5,105,173,95,76,93,19,566
SAL22936,0,0,0,0,0,0,0,0,0,0
SAL22937,0,0,0,5,13,5,3,15,0,44
SAL22938,0,0,0,7,9,8,6,0,0,31
SAL22939,0,0,0,15,31,20,13,12,3,106
SAL22940,0,0,0,10,11,3,0,8,3,45
SAL22941,5,3,6,16,24,5,23,36,7,115
SAL22942,0,0,0,4,12,7,3,11,5,43
SAL22943,0,0,0,20,33,20,10,20,9,118
SAL22944,0,0,0,0,0,0,0,0,0,0
SAL29494,12,17,29,1148,1118,391,326,1694,3270,7946
SAL29797,0,0,0,0,3,0,0,8,27,38
