SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL20052,3,0,3,23,16,35,0,0,0,0,0,3,0,0,0,21,29,50,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,17,24,40,3,6,4,0,0,0,73,84,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,46,116,0,0,0,0,0,0,72,46,112,32,29,56,176,153,329
SAL20053,12,27,39,295,375,669,0,0,0,29,27,52,0,0,0,626,755,1386,21,22,45,10,9,28,16,32,45,8,0,8,28,32,56,0,0,0,7,3,11,12,16,26,86,113,196,12,20,32,9,7,11,212,260,470,54,61,119,0,0,0,1418,1736,3157,52,29,81,39,32,77,0,0,5,0,0,0,16,16,32,7,16,23,25,32,56,1915,1801,3714,8,0,13,9,4,13,1929,1813,3739,1045,304,1352,4522,3976,8500
SAL20054,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,11,8,17,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,9,3,0,5,0,0,0,29,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,31,0,0,0,0,0,0,20,14,31,10,0,14,54,38,92
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,0,0,11,7,18,0,0,0,0,0,0,0,0,0,43,41,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,3,0,3,0,0,0,0,0,0,9,0,6,6,0,3,0,0,0,66,54,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,46,33,78,0,0,0,0,0,0,46,33,76,7,0,10,120,95,212
SAL20057,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,16,21,33,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,23,31,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,32,0,0,0,0,0,0,9,22,32,6,4,7,42,49,95
SAL20058,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,3,8,9,0,0,0,8,11,23
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,6,3,3,12
SAL20060,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,4,4,9,0,0,3,16,9,16
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,19,0,0,0,0,0,0,12,12,19,3,3,10,16,14,32
SAL20062,94,118,213,42,29,70,0,0,0,10,21,24,0,0,0,393,441,833,0,0,0,66,84,148,6,6,6,0,0,0,9,13,17,19,14,33,4,11,13,14,15,29,5,6,16,5,0,5,7,4,9,8,13,20,53,57,107,3,0,0,622,721,1343,63,58,116,114,90,203,0,5,4,0,0,4,26,18,43,3,8,7,31,23,53,474,407,886,5,3,7,0,5,10,484,420,897,186,135,322,1600,1567,3170
SAL20063,0,3,10,28,25,48,0,0,0,0,0,3,0,0,0,57,47,102,5,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,15,0,0,0,0,0,0,11,10,23,5,0,7,0,0,0,110,98,211,0,5,5,3,0,4,0,0,0,0,0,0,13,11,28,0,0,0,13,11,28,108,71,170,0,0,0,0,0,0,109,71,175,44,22,71,285,208,497
SAL20064,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,4,3,7,4,18
SAL20065,0,0,0,21,9,33,0,0,0,0,0,0,0,0,0,32,24,54,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,10,6,19,0,3,3,0,0,0,67,60,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,45,41,82,0,0,0,0,0,0,45,41,84,37,24,65,148,127,272
SAL20066,78,110,188,480,632,1108,0,0,0,14,33,50,0,0,0,666,932,1599,0,0,0,138,195,331,0,0,3,3,7,3,6,22,27,9,10,20,15,15,30,11,14,22,42,54,96,0,0,0,0,6,3,73,104,173,53,77,130,0,3,5,1508,2098,3610,129,100,230,41,41,82,320,313,636,0,0,0,5,5,8,9,6,19,11,17,28,1879,2088,3963,26,27,49,8,19,28,1911,2134,4043,254,297,553,4267,5102,9368
SAL20067,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,5,5,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,13,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,50,0,0,0,0,0,0,26,26,50,3,0,9,49,41,90
SAL20068,66,59,120,250,339,588,0,0,0,89,99,184,0,0,0,979,1174,2150,7,9,17,44,40,87,36,34,65,7,13,18,34,42,73,0,0,0,6,17,22,67,71,139,43,56,99,5,15,20,0,5,5,87,112,197,183,200,388,5,12,15,1845,2234,4077,172,123,291,64,42,107,0,3,9,0,0,0,114,98,212,9,18,28,123,111,238,2891,2954,5847,12,10,21,6,14,19,2914,2979,5892,273,243,514,5454,5786,11247
SAL20069,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,10,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,34,0,0,0,0,0,0,16,18,34,0,0,0,29,31,56
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,10,7,19
SAL20071,0,3,3,35,41,71,0,0,0,0,0,0,0,0,0,32,31,62,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,14,0,0,0,0,0,0,16,18,35,4,0,5,0,0,0,102,106,210,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,114,222,0,0,0,0,0,0,112,114,222,22,22,42,239,239,478
SAL20072,0,0,0,33,29,64,0,0,0,0,0,3,0,0,0,20,18,42,0,0,0,7,9,20,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,3,8,9,0,0,0,76,68,149,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,111,112,222,3,0,3,0,6,7,113,113,233,16,13,25,211,206,414
SAL20073,0,0,5,4,3,5,0,0,0,0,0,0,0,0,0,9,5,13,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,3,0,0,0,22,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,28,0,0,0,0,0,0,16,15,30,3,9,19,46,50,93
SAL20074,4,7,13,92,141,239,0,0,0,27,35,61,0,0,0,254,279,533,0,0,4,3,0,0,4,0,3,0,0,0,5,3,10,0,0,0,0,0,6,17,19,37,23,22,45,0,6,6,0,0,0,64,79,143,27,31,60,0,0,0,510,626,1136,14,3,18,0,4,6,4,0,4,0,0,0,3,0,3,3,3,9,5,4,11,624,626,1245,4,0,6,0,5,5,625,632,1252,71,68,136,1233,1338,2571
SAL20075,173,219,395,272,338,608,0,0,0,51,54,107,0,0,0,1933,2170,4100,8,0,12,280,308,589,10,21,34,6,9,9,11,30,38,38,49,90,20,22,44,26,36,58,53,65,120,0,0,3,6,0,7,101,124,225,117,149,267,0,0,0,2930,3378,6310,145,101,244,387,369,756,11,11,21,0,0,0,11,5,20,28,31,59,33,37,73,3230,3071,6303,32,29,59,14,11,27,3276,3109,6384,512,498,1012,7469,7727,15197
SAL20076,0,0,0,15,9,24,0,0,0,0,0,0,0,0,0,20,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,5,4,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,42,37,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,66,133,0,0,0,0,3,3,61,73,137,12,6,24,121,120,242
SAL20077,102,129,232,252,367,613,0,0,0,46,64,101,0,0,0,854,872,1724,0,4,5,134,148,284,5,10,11,6,6,13,0,7,14,3,12,18,13,15,26,12,20,36,49,54,101,3,3,6,0,0,0,92,136,229,51,69,121,0,3,7,1531,1790,3324,80,70,152,43,47,93,32,15,47,0,0,0,3,5,7,7,8,12,17,11,29,1898,1720,3619,16,18,28,4,10,10,1915,1742,3659,219,206,429,3940,4012,7952
SAL20078,155,169,325,164,254,416,0,0,0,52,67,119,0,0,0,651,745,1393,3,3,11,196,207,408,3,6,8,3,3,10,12,8,14,5,3,5,11,13,28,12,23,34,59,54,120,0,7,8,7,6,18,73,94,163,70,97,164,4,0,4,1323,1602,2922,121,112,236,71,77,149,30,20,49,0,0,0,20,15,28,17,19,37,39,32,67,1528,1436,2968,14,11,18,8,5,13,1551,1455,2996,210,189,398,3496,3649,7154
SAL20079,9,43,55,238,303,536,0,0,0,35,20,53,0,0,0,1047,1094,2140,0,0,3,94,96,186,0,0,0,4,0,3,8,10,19,3,4,11,3,5,6,17,16,31,66,88,153,3,11,13,0,6,6,60,73,132,51,68,122,0,0,3,1633,1789,3422,26,30,57,17,9,22,10,8,21,0,0,0,0,0,0,4,10,9,3,10,12,1674,1616,3295,14,10,20,10,12,19,1698,1638,3331,177,193,369,3571,3717,7285
SAL20080,94,117,221,233,275,509,0,0,0,29,33,59,0,0,0,849,935,1778,5,3,7,194,197,383,12,12,20,5,0,6,13,12,24,6,5,10,11,4,18,31,37,65,39,54,87,5,5,5,0,0,9,62,82,143,60,72,129,8,5,9,1544,1723,3274,87,75,161,57,63,123,19,31,48,0,0,0,0,0,8,11,9,25,15,12,30,1210,1069,2283,5,4,8,5,7,14,1221,1080,2301,151,125,274,3195,3233,6427
SAL20081,0,0,0,6,7,14,0,0,0,0,0,6,0,0,0,3,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,15,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,84,0,0,0,0,0,0,44,40,84,11,11,17,72,79,147
SAL20082,44,47,90,65,92,161,12,7,25,3,6,9,0,0,0,690,713,1405,0,0,0,110,128,240,6,4,13,0,0,5,3,9,10,6,14,19,11,8,19,25,21,39,18,20,37,10,8,15,0,0,0,12,27,36,38,41,74,0,0,0,1017,1105,2115,9,15,23,102,106,206,0,0,0,0,0,0,5,0,3,0,0,0,9,0,7,402,343,743,0,5,7,0,0,0,404,343,748,58,50,109,1638,1674,3309
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3
SAL20084,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,5
SAL20085,3,0,3,13,12,26,0,0,0,0,0,0,0,0,0,31,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,50,33,84,0,0,0,7,3,14,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,69,58,133,0,0,0,0,0,0,69,58,133,8,7,18,145,111,255
SAL20086,4,12,15,75,96,171,0,0,0,4,0,4,0,0,0,96,114,207,0,0,0,0,0,6,7,5,13,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,14,9,22,0,0,0,0,0,3,36,41,75,14,9,24,0,0,0,249,284,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,245,221,468,0,3,9,0,4,4,253,225,474,38,46,88,546,564,1112
SAL20087,5,4,9,112,101,216,0,0,0,4,4,7,0,0,0,87,79,168,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,12,9,20,5,3,6,0,0,0,54,67,125,9,5,13,0,0,0,292,277,574,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,7,311,310,624,0,0,0,0,0,0,314,310,628,81,67,144,694,664,1356
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,7,0,8
SAL20089,226,318,545,174,213,386,0,0,0,31,50,82,0,0,4,2574,2997,5571,0,0,0,559,574,1140,19,19,36,0,3,8,3,20,23,53,63,119,8,19,28,41,28,70,42,54,90,0,0,0,0,0,0,55,85,135,110,137,255,0,3,6,3686,4267,7948,92,72,163,184,167,351,4,8,6,0,0,0,20,15,37,10,21,33,28,35,69,1505,1227,2726,5,7,10,4,12,15,1513,1243,2761,293,252,551,6032,6357,12388
SAL20090,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,12,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,5,4,8,0,3,4,22,26,42
SAL20091,0,4,6,34,31,65,0,0,0,3,7,9,0,0,0,55,48,95,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,3,3,0,4,5,3,5,10,0,0,0,0,0,0,5,10,14,19,13,31,0,0,0,121,116,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,248,542,3,3,10,0,0,0,303,252,550,30,28,57,451,399,844
SAL20092,0,0,0,25,29,49,0,0,0,12,3,15,0,0,0,51,38,93,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,5,0,7,0,0,0,0,0,0,15,18,29,8,15,21,0,0,0,121,102,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,98,198,0,0,0,0,0,0,100,100,198,18,13,30,235,216,452
SAL20093,0,0,0,51,53,102,0,0,0,5,5,8,0,0,0,108,97,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,6,3,12,4,4,12,0,0,0,0,0,0,13,19,33,11,6,15,0,0,0,204,190,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,230,492,0,0,0,0,5,5,258,234,492,47,41,85,515,470,984
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,20,0,0,0,0,0,0,8,11,20,5,3,5,21,23,39
SAL20095,21,27,49,315,463,774,0,0,0,39,37,74,0,0,0,827,964,1792,0,4,7,56,60,116,4,4,8,6,3,14,18,24,44,0,0,0,12,14,27,14,21,35,52,67,121,3,3,6,5,4,15,86,140,224,69,79,148,0,4,4,1503,1901,3411,63,45,109,38,23,64,3,5,10,0,0,0,84,67,152,3,16,19,90,85,167,1775,1702,3480,16,9,29,8,11,16,1800,1720,3520,241,243,486,3751,4056,7808
SAL20096,0,0,0,20,11,32,0,0,0,0,0,0,0,0,0,23,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,13,0,0,0,0,0,0,11,12,25,10,9,17,0,0,0,63,70,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,82,180,0,0,0,0,0,0,103,82,180,19,15,35,186,167,347
SAL20097,0,4,4,64,87,150,0,0,0,11,3,14,0,0,0,98,93,188,0,0,0,0,3,3,3,3,5,0,0,0,0,3,4,0,0,0,7,0,8,0,7,7,16,9,26,0,5,3,0,3,3,19,23,44,19,28,49,0,0,0,234,268,500,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,5,6,494,495,989,0,0,0,0,0,0,499,495,992,54,52,105,788,822,1610
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,9,3,10
SAL20099,0,0,0,28,28,57,0,0,0,3,0,3,0,0,0,19,19,40,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,17,9,26,7,0,6,0,0,0,77,74,147,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,87,166,0,0,0,0,0,0,80,87,166,15,15,34,179,181,355
SAL20100,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,11,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,7,4,13,6,0,5,26,17,39
SAL20101,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,38,0,0,0,0,0,0,20,16,37,0,0,3,31,25,56
SAL20102,0,0,0,11,10,16,0,0,0,0,0,0,0,0,0,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,3,7,3,0,4,0,0,0,27,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,34,22,51,0,0,0,0,0,0,34,24,51,9,0,14,69,49,120
SAL20103,38,42,78,421,517,938,0,0,0,45,50,98,39,38,78,529,688,1217,0,0,0,11,7,20,18,16,31,7,7,11,5,7,11,0,0,5,3,3,8,43,57,98,69,88,152,17,17,26,10,8,17,119,186,305,74,85,162,3,3,9,1399,1779,3177,18,26,48,27,25,50,0,0,0,0,0,0,13,14,28,6,28,27,17,40,59,1840,1860,3694,14,11,29,3,11,16,1859,1883,3744,341,405,746,3698,4202,7905
SAL20104,0,0,0,6,8,16,0,0,0,4,0,0,0,0,0,12,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,30,35,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,44,44,89,0,0,0,0,0,0,44,47,88,6,9,12,85,93,180
SAL20105,35,35,65,95,83,185,0,0,0,13,9,27,0,0,0,298,401,701,0,0,0,67,67,138,0,4,0,0,0,0,0,0,4,5,0,5,6,8,9,7,7,12,17,13,29,0,3,5,0,4,4,20,30,51,16,31,52,5,0,5,556,668,1226,114,60,175,37,12,51,317,314,628,0,0,0,6,0,12,14,8,18,16,16,28,1324,1374,2693,15,22,35,8,9,14,1339,1407,2749,256,215,470,2673,2717,5392
SAL20106,3,4,8,10,9,14,0,0,0,0,0,0,0,0,0,9,16,25,5,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,31,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,44,0,0,0,0,0,0,30,16,44,0,0,0,63,48,114
SAL20107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,0,0,0,0,0,0,8,10,18,3,4,9,31,27,59
SAL20108,4,11,14,174,218,385,0,0,0,4,5,8,0,0,0,414,426,837,4,0,4,16,18,39,4,7,11,0,0,0,5,8,15,0,0,0,0,0,0,4,9,12,15,36,52,4,3,9,0,0,3,48,54,107,31,28,58,0,0,0,727,821,1552,6,9,17,5,0,5,0,0,0,0,0,0,0,3,4,0,8,7,0,7,12,803,796,1602,5,5,7,3,5,9,812,808,1616,85,87,175,1646,1739,3392
SAL20109,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,26,0,0,0,0,0,0,14,16,26,4,4,8,34,42,71
