SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL20122,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13
SAL20123,1239,2486,6,37,235,1046,19,79,828,3150,1094,4305,147,615,302,1047,318,989,767,2652,1860,6958,5,8,73,227,10,22,178,442,259,700,33,103,152,338,160,352,348,789,609,1488,56,116,3766,11050
SAL20124,1638,3285,27,153,501,2243,27,131,1373,5394,1933,7927,253,1088,587,2103,623,2065,1463,5258,3396,13181,9,26,88,297,6,27,212,559,319,905,55,178,186,442,275,585,513,1208,830,2119,62,140,5931,18721
SAL20125,65,126,0,0,10,49,0,4,27,124,35,172,3,19,3,10,13,36,19,65,54,239,0,0,0,5,0,6,5,19,8,27,0,0,0,0,0,3,0,6,15,34,0,5,133,405
SAL20126,34,68,0,0,5,24,6,5,14,66,22,98,0,3,0,3,6,18,7,29,35,126,0,0,0,0,0,0,3,13,3,13,0,0,0,3,3,3,6,3,8,15,0,0,73,208
SAL20127,16,43,0,0,0,0,0,3,8,34,10,39,0,0,0,0,0,3,3,7,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,0,0,37,90
SAL20128,4,7,0,0,0,0,0,0,6,21,6,21,0,0,0,8,0,0,4,13,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30
SAL20129,47,91,0,5,4,13,4,15,64,262,75,299,3,10,3,7,8,26,9,42,87,340,0,0,4,8,0,0,14,48,15,58,0,3,6,8,0,9,5,17,27,72,0,0,157,505
SAL20130,9,17,0,0,0,5,0,0,7,18,7,23,0,7,0,0,0,4,0,10,5,29,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,14,53
SAL20131,116,231,0,3,3,21,0,0,9,30,14,58,0,0,6,27,12,44,23,69,36,123,0,0,0,0,0,0,0,12,0,12,0,0,0,0,22,44,23,50,30,64,3,6,183,426
SAL20132,6,6,0,0,0,0,0,4,9,30,6,33,0,5,0,0,0,8,3,13,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,55
SAL20133,598,1185,29,140,117,528,20,105,574,2322,739,3093,44,190,50,167,145,481,242,826,977,3923,4,18,19,55,10,28,85,224,108,318,14,57,19,35,71,153,103,246,214,566,5,12,1793,5684
SAL20134,9,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21
SAL20135,3,7,0,0,0,0,0,0,0,9,0,9,0,4,0,0,0,0,3,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21
SAL20136,341,682,5,32,45,200,11,52,258,1036,321,1316,13,56,23,87,55,177,92,314,413,1634,0,0,3,17,3,14,37,108,48,138,4,19,9,10,22,37,30,69,75,202,3,4,836,2520
SAL20137,17,28,0,0,0,0,0,4,7,16,9,17,0,8,0,0,5,16,4,16,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,72
SAL20138,34,66,0,0,0,5,0,0,10,45,11,48,0,0,0,3,3,8,6,14,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,4,10,0,0,49,132
SAL20139,3,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,9
SAL20140,26,56,0,0,0,5,0,0,8,34,11,37,0,0,5,9,5,9,3,13,18,54,0,0,0,0,0,0,6,8,6,8,0,0,0,0,0,0,0,0,6,8,0,0,43,115
SAL20141,71,139,0,17,0,0,0,9,36,142,39,173,0,7,0,0,16,50,21,57,58,230,0,0,0,5,0,0,3,5,3,13,0,0,0,0,5,7,5,7,9,21,0,3,136,398
SAL20142,5,12,0,0,0,4,0,0,3,7,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34
SAL20143,9,17,0,0,0,3,0,0,0,3,5,9,0,0,0,3,0,6,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35
SAL20144,28,59,0,0,0,0,0,0,8,26,8,26,0,0,0,4,14,34,14,38,21,69,0,0,0,0,0,0,3,10,3,10,0,0,3,3,0,0,6,5,9,21,0,3,63,152
SAL20145,5,6,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,7,12
SAL20146,118,238,4,12,10,40,3,14,76,289,89,354,0,15,10,23,33,94,42,137,130,492,0,0,0,3,0,6,4,13,4,24,0,0,5,14,11,19,13,35,22,51,0,3,267,782
SAL20147,26,42,3,6,0,9,0,3,8,42,11,62,5,11,0,0,6,20,11,35,22,97,0,0,0,0,0,0,6,6,6,6,0,0,0,4,0,0,3,8,5,15,0,0,52,153
SAL20148,8,16,0,0,3,13,0,4,17,65,18,77,0,0,0,0,3,13,3,13,17,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,5,0,0,37,113
SAL20149,65,133,4,14,11,35,0,4,26,115,40,164,4,24,0,4,13,38,16,68,54,228,0,0,0,0,0,7,0,7,4,9,0,9,0,4,10,20,11,27,15,37,0,0,133,395
SAL20150,35,64,0,4,4,22,0,11,21,79,26,112,0,0,3,5,7,26,10,31,34,146,0,0,0,3,0,0,5,11,4,11,0,0,0,0,4,9,3,8,5,21,0,0,78,238
SAL20151,32,63,0,0,3,23,0,3,15,43,21,72,3,17,3,18,5,18,17,53,33,123,0,0,0,0,0,0,3,7,3,7,0,0,0,3,6,15,6,16,5,21,0,4,75,206
SAL20152,5,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
SAL20153,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL20154,3,7,0,8,5,11,0,0,5,9,6,30,0,0,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35
SAL20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20156,5,8,0,0,0,0,0,0,4,18,4,18,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28
SAL20157,7,10,0,7,0,0,0,0,0,5,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25
SAL20158,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL20159,14,29,0,3,4,11,0,0,3,16,6,27,0,4,0,7,0,6,6,12,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,27,76
SAL20160,42,83,0,4,5,14,0,0,20,86,25,106,3,11,4,11,9,14,14,41,36,143,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,77,231
SAL20161,19,39,0,0,0,3,0,3,5,28,9,33,0,3,0,3,3,3,5,14,10,49,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,3,4,0,4,35,91
SAL20162,510,1000,11,53,84,387,4,23,282,1166,385,1623,16,79,48,174,60,191,129,437,513,2065,0,0,9,29,0,6,43,116,61,147,7,15,21,49,48,88,76,149,133,300,14,29,1170,3394
SAL20163,6,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,8,16
SAL20164,55,100,0,5,0,9,0,4,19,81,26,103,0,5,4,11,11,38,20,51,39,159,0,0,0,0,0,0,0,8,5,10,0,10,0,0,10,17,12,27,14,41,0,4,111,299
SAL20165,102,201,5,16,23,125,3,18,85,366,116,527,14,53,26,102,32,106,74,255,185,782,0,0,0,0,6,7,9,16,9,23,0,3,3,7,8,12,12,24,19,45,0,7,306,1036
SAL20166,6,13,0,3,0,3,0,0,3,12,3,21,0,0,4,8,3,9,3,20,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52
SAL20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20169,256,515,0,18,9,46,5,28,125,464,144,549,13,41,21,68,70,227,102,332,244,883,0,0,9,37,5,17,37,79,47,127,5,15,8,22,53,112,65,144,117,272,6,15,622,1685
SAL20170,4,5,0,0,0,0,0,3,4,7,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24
SAL20171,49,94,0,0,5,27,7,33,23,106,38,167,0,3,4,15,21,64,26,85,63,253,0,0,3,9,0,8,3,10,10,23,0,3,3,9,4,16,9,22,15,39,0,3,124,397
SAL20172,16,21,0,0,0,0,0,3,0,11,0,13,0,3,4,7,4,10,5,14,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,7,0,3,26,61
SAL20173,1268,2556,10,55,113,516,20,86,821,3079,966,3737,58,255,104,364,270,857,428,1471,1397,5208,14,62,31,102,16,61,191,475,252,704,30,94,77,180,294,639,404,910,656,1615,61,136,3381,9516
SAL20174,829,1680,10,74,98,440,15,60,671,2545,794,3120,60,240,60,219,220,705,335,1161,1130,4280,7,30,24,72,17,53,146,371,188,519,20,51,49,95,209,452,268,598,453,1118,43,97,2461,7173
SAL20175,603,1220,28,145,131,606,26,120,495,1987,680,2858,93,383,134,489,228,773,454,1647,1139,4505,4,30,17,45,7,18,72,187,96,284,19,58,28,61,86,196,132,306,235,592,18,40,1988,6362
SAL20176,264,526,10,34,69,315,8,28,221,892,305,1266,38,160,52,191,89,304,179,654,478,1926,0,0,5,10,0,0,13,34,12,42,5,10,10,14,26,51,37,69,49,119,5,20,797,2581
SAL20177,32,63,0,0,0,0,0,0,10,33,10,33,0,0,0,5,3,20,10,30,15,56,0,0,0,0,0,0,0,7,0,7,0,0,0,0,9,14,10,15,8,21,0,0,63,145
SAL20178,35,71,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,5,0,5,5,23,0,0,0,0,0,3,0,0,0,10,0,0,0,0,5,6,5,6,9,12,0,0,51,113
SAL20179,9,12,0,0,0,0,0,0,5,15,5,15,0,3,0,0,0,7,4,9,5,23,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,4,5,9,0,0,14,40
SAL20180,0,0,0,0,3,9,0,0,6,19,3,26,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37
SAL20181,227,450,0,14,14,72,5,17,68,267,91,368,5,28,12,40,38,113,58,183,143,546,0,0,3,10,0,3,34,85,34,105,6,13,9,6,36,75,44,90,82,190,8,13,453,1201
SAL20182,1541,3074,14,91,268,1195,18,77,902,3640,1208,5003,156,666,330,1207,363,1171,850,3041,2060,8036,4,7,47,127,4,11,102,247,152,395,23,71,75,174,145,305,240,557,394,949,29,60,4024,12120
SAL20183,0,0,0,0,0,6,0,0,0,7,3,12,0,0,0,4,0,3,3,5,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20
SAL20184,51,100,0,0,3,11,4,22,23,87,32,124,5,5,4,13,6,14,13,33,40,157,0,0,0,3,0,0,4,6,5,10,0,0,0,3,7,19,10,25,13,33,6,10,109,300
SAL20185,11,24,0,0,0,0,0,6,6,19,5,27,0,0,0,6,3,16,6,16,8,37,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,8,0,9,0,0,25,69
SAL20186,583,1158,5,23,52,231,11,39,218,861,281,1154,11,51,36,117,58,177,107,345,388,1496,3,10,8,25,11,24,64,171,82,233,6,10,21,36,70,135,88,188,171,416,11,20,1155,3088
SAL20187,4,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
SAL20188,397,784,9,49,49,201,16,66,309,1181,377,1499,19,84,38,127,84,288,142,492,522,1994,0,0,13,47,6,24,65,143,87,216,9,39,22,56,82,177,114,268,202,481,15,29,1131,3293
SAL20189,136,271,0,4,28,129,8,36,94,364,126,527,9,51,15,45,49,162,74,264,201,789,0,0,5,14,3,4,16,37,22,56,4,21,10,16,28,64,36,98,56,150,8,9,397,1224
SAL20190,184,364,3,18,26,125,6,26,106,435,144,599,27,115,33,109,55,188,117,412,255,1016,0,3,3,15,0,0,13,31,23,50,0,7,3,12,18,32,23,54,45,106,4,10,486,1488
SAL20191,596,1191,6,26,52,228,17,88,287,1114,365,1460,28,121,37,121,138,458,205,704,567,2161,7,27,26,91,10,34,85,218,128,376,6,31,28,58,131,282,170,373,294,751,33,73,1491,4173
SAL20192,606,1227,10,38,39,190,13,51,268,1027,326,1310,21,106,35,120,143,457,198,691,526,2002,4,16,19,66,8,31,88,230,117,344,20,56,27,61,141,309,181,426,297,770,25,51,1452,4043
SAL20193,24,56,0,0,5,10,0,0,7,20,5,29,0,6,0,3,7,24,8,31,20,58,0,0,0,6,0,0,6,10,4,13,0,0,0,0,0,0,0,0,4,13,0,0,48,126
SAL20194,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20195,161,322,0,15,21,102,0,4,73,307,99,420,3,19,16,68,32,93,53,175,152,598,0,0,3,9,0,0,0,7,5,16,0,0,3,4,10,31,16,39,23,49,3,6,339,974
SAL20196,58,110,0,3,3,10,3,8,28,110,37,135,0,3,4,13,9,36,17,54,48,189,0,0,0,6,0,0,0,5,4,9,0,0,0,0,4,7,3,14,9,19,0,0,114,321
SAL20197,9,17,0,5,0,0,0,0,3,10,3,15,0,0,0,0,5,9,5,9,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43
SAL20198,161,329,6,39,20,82,0,5,137,512,164,637,8,52,16,57,52,157,75,267,235,906,0,6,3,3,0,3,36,85,42,100,11,36,9,21,42,94,66,153,102,251,13,27,510,1508
SAL20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20200,12,29,0,7,3,10,0,0,9,34,8,47,3,16,0,3,4,13,6,25,18,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,105
SAL20201,1505,3022,13,45,142,649,26,117,1003,3819,1176,4634,54,214,113,386,210,667,380,1268,1552,5908,0,11,64,196,21,53,211,528,296,790,32,90,90,205,237,510,363,800,650,1593,86,176,3796,10692
SAL20202,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51
SAL20203,51,110,0,0,7,10,0,0,12,61,13,68,0,5,0,7,12,32,13,45,32,119,0,0,0,3,0,0,3,8,5,6,0,0,0,4,4,5,6,9,9,18,0,0,95,241
SAL20204,1485,2969,7,57,78,355,20,88,418,1633,523,2133,38,167,60,196,197,611,296,973,817,3098,10,38,31,122,20,69,191,515,253,750,14,42,34,80,219,463,265,586,519,1335,36,75,2861,7478
SAL20205,30,58,0,0,0,0,0,0,5,24,5,24,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,4,8,8,15,0,0,41,97
SAL20206,14,25,0,0,0,0,0,0,6,13,6,13,0,0,0,3,0,5,3,10,4,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,21,50
SAL20207,35,64,0,0,8,23,0,0,12,69,20,91,0,4,3,6,7,29,13,45,34,137,0,0,0,6,0,0,8,9,6,14,0,3,0,0,4,6,3,14,12,22,0,0,80,227
SAL20208,658,1296,3,32,49,236,9,21,207,763,269,1059,22,110,48,166,90,282,171,560,441,1621,0,0,22,60,8,33,133,358,163,449,7,25,34,71,92,191,135,288,295,732,42,79,1429,3732
SAL20209,21,36,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,3,3,9,3,17,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,10,0,3,28,68
SAL20210,12,24,0,0,0,5,0,0,7,28,7,27,0,0,4,11,0,7,6,9,9,44,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,4,8,4,8,0,0,29,75
SAL20211,7,10,0,0,0,0,0,0,3,21,3,21,0,0,3,10,0,4,7,17,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48
SAL20212,18,31,0,0,7,14,0,8,11,39,11,61,0,0,4,8,0,3,0,11,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,10,6,10,0,0,33,106
SAL20213,8,14,0,0,0,6,0,0,0,6,3,7,0,0,0,0,0,5,0,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29
SAL20214,1641,3294,16,78,291,1293,24,94,1321,5018,1654,6485,137,550,338,1229,378,1237,851,3015,2502,9500,3,21,44,138,4,14,231,545,284,723,30,99,149,334,275,588,454,1021,737,1745,66,149,4955,14686
SAL20215,2524,5075,23,144,516,2270,52,230,2525,9633,3121,12283,246,1046,530,1877,679,2236,1455,5162,4575,17442,9,44,106,314,20,67,385,953,519,1374,74,241,208,467,478,1048,755,1756,1275,3125,119,264,8496,25908
SAL20216,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20217,21,49,0,0,0,10,0,0,14,52,14,62,3,6,7,9,6,16,14,35,30,96,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,5,0,3,6,9,0,0,54,148
SAL20218,6,11,0,0,0,0,0,0,0,5,0,5,3,11,0,0,4,6,3,15,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31
SAL20219,21,43,0,0,0,12,0,3,3,16,8,33,0,0,4,3,6,11,8,16,16,55,0,0,0,0,0,0,4,12,3,14,3,3,0,3,3,16,11,19,15,30,0,4,50,133
SAL20220,3,8,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,8,0,8,5,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,7,21
SAL20221,20,40,0,0,0,8,3,6,13,47,14,61,0,14,0,6,0,3,6,28,24,87,0,0,0,0,0,0,3,9,3,9,0,0,0,0,3,8,3,8,7,18,0,0,49,145
SAL20222,7,16,0,0,0,0,0,0,6,11,6,11,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25
SAL20223,30,54,0,0,3,21,0,0,8,17,13,38,0,0,5,7,10,21,7,28,19,69,0,0,0,3,0,0,0,4,5,4,0,0,0,0,0,3,0,3,5,7,0,0,51,132
SAL20224,4208,8478,114,672,919,4219,148,676,3890,15074,5073,20638,500,2144,832,2958,1254,4195,2584,9288,7652,29928,23,94,152,488,36,138,636,1730,840,2459,107,369,242,564,689,1526,1036,2459,1878,4917,114,245,13846,43563
SAL20225,13,20,0,0,0,0,0,0,7,34,7,34,0,5,0,4,3,6,4,15,12,44,0,0,0,0,0,0,4,5,4,5,0,0,0,0,4,3,4,3,3,12,0,0,28,74
SAL20226,11,25,0,0,0,0,0,0,6,29,8,33,0,0,0,0,4,11,4,13,11,43,0,0,0,0,0,3,0,0,0,3,0,5,0,0,3,10,4,11,6,12,0,0,30,88
SAL20227,11,24,0,0,0,0,0,0,6,26,6,26,0,0,0,0,4,7,5,9,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57
SAL20228,4,7,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
SAL20229,75,151,0,7,8,22,0,9,34,131,42,166,0,0,5,12,17,43,18,61,62,228,0,0,0,0,0,0,3,5,3,5,0,0,4,9,8,11,9,19,17,32,0,0,157,412
SAL20230,17,33,0,0,0,0,0,0,9,31,9,31,0,4,0,3,0,4,3,12,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,32,77
SAL20231,45,90,0,0,0,5,0,3,18,73,18,85,0,0,0,0,7,31,14,33,28,116,0,8,0,0,0,0,0,0,4,13,0,0,0,3,4,8,7,12,8,18,0,0,82,228
SAL20232,40,86,0,0,4,22,0,7,22,89,26,118,0,13,0,12,8,28,14,48,45,167,0,0,0,4,0,0,3,8,3,11,0,0,0,0,0,0,0,0,3,15,0,0,91,259
SAL20233,351,717,19,110,54,284,20,95,513,1947,608,2436,38,158,29,112,88,284,154,556,762,2992,0,5,14,49,5,8,67,195,85,259,4,16,6,15,45,102,53,135,137,389,7,18,1267,4122
SAL20234,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20235,20,42,0,0,4,16,0,9,30,112,28,135,0,0,3,7,6,16,9,26,42,162,0,0,3,6,0,0,3,3,5,10,0,0,0,3,3,7,6,12,9,22,0,0,75,227
SAL20236,3,13,0,0,0,0,0,3,0,3,4,7,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,10,21
SAL20237,9,20,0,0,0,0,0,0,5,16,5,16,0,4,0,0,3,5,4,10,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45
SAL20238,9,13,0,0,0,0,0,3,4,16,6,24,0,6,0,0,0,4,3,6,6,33,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,11,50
SAL20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20240,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL20241,12,22,0,0,5,8,0,0,0,10,6,17,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,17,43
SAL20242,14,30,0,7,4,14,0,3,7,38,14,62,0,5,0,0,0,3,4,14,20,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,35,111
SAL20243,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
SAL20244,82,165,6,12,4,15,0,4,38,151,42,189,5,9,9,32,16,47,29,77,65,263,0,4,0,0,0,0,12,31,10,37,0,0,0,3,12,21,9,26,23,60,0,6,173,491
SAL20245,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20246,79,161,4,17,11,39,0,13,47,212,63,279,3,15,11,35,17,51,30,103,90,384,0,0,4,21,0,0,8,14,13,34,0,4,3,3,5,19,13,23,24,59,0,0,196,603
SAL20247,116,233,4,13,11,40,0,4,67,266,78,317,10,41,7,20,17,54,34,111,109,429,0,4,4,16,0,0,5,26,10,37,0,0,0,0,15,24,14,31,26,70,0,0,250,726
SAL20248,587,1172,12,56,47,194,16,69,253,1000,329,1313,30,126,47,161,107,347,183,636,510,1953,0,8,16,48,8,10,57,151,74,218,8,25,12,28,62,127,79,179,157,396,8,24,1261,3542
SAL20249,218,432,0,3,19,81,9,40,126,478,146,599,7,34,20,70,19,71,50,175,203,778,0,4,7,19,0,4,50,111,57,145,7,3,12,25,21,43,40,75,96,221,14,26,520,1457
SAL20250,33,65,0,7,9,24,0,0,6,28,14,59,0,7,0,0,5,8,3,15,16,77,0,0,0,3,0,0,4,8,5,10,0,0,0,0,3,4,0,10,6,22,0,0,57,159
SAL20251,817,1619,6,35,117,503,9,44,365,1444,499,2022,47,211,154,553,140,448,345,1211,845,3234,0,0,15,36,0,0,60,146,74,187,14,44,43,94,64,130,115,265,195,458,15,31,1872,5345
