persid,hhid,persno,travdow,agegroup,sex,relationship,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,anzsco1,anzsco2,anzsic1,anzsic2,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight,perspoststratweight_GROUP_1,perspoststratweight_GROUP_2,perspoststratweight_GROUP_3,perspoststratweight_GROUP_4,perspoststratweight_GROUP_5,perspoststratweight_GROUP_6,perspoststratweight_GROUP_7,perspoststratweight_GROUP_8,perspoststratweight_GROUP_9,perspoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6260215P03,Y25H6260215,3,Monday,0->4,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,No Study,Not Yet at School,Not Yet at School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,Not applicable,2,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,607.620945966,668.57033257,607.620891791,581.806558703,725.236935721,613.966483458,617.138922252,777.109918767,864.04855751,0.0,751.233815119,MELB - Outer,Greater Melbourne,Weekday
Y25H6260215P04,Y25H6260215,4,Monday,0->4,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,No Study,Not Yet at School,Not Yet at School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,Not applicable,2,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,562.808770309,639.531674261,560.640301111,542.321746724,644.474360748,570.575671685,571.224230499,687.228605786,784.277571269,0.0,702.197661725,MELB - Outer,Greater Melbourne,Weekday
Y25H6260216P01,Y25H6260216,1,Tuesday,55->59,Female,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,Volunteer,Casual Work,Self-Employed,Professionals,Health Professionals,Health Care and Social Assistance,Health Care and Social Assistance (NEC),At Home,8,"$400-$499 ($20,800-$25,999)",No,No,No,No,No,No,No,No,No,Not applicable,Yes,No,Yes,518.023181078,594.903777973,510.102552022,540.032518601,487.500286472,502.724995339,523.686273984,575.10809739,633.528981208,0.0,707.967385629,MELB - Outer,Greater Melbourne,Weekday
Y25H6260216P02,Y25H6260216,2,Tuesday,20->24,Female,Child,Green Probationary Licence,No,No,No,No,Yes,No,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,4,"$400-$499 ($20,800-$25,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,680.667611681,745.050924793,669.746318901,643.37400689,559.245136645,672.906790937,685.857754949,884.635238633,809.156076583,0.0,1040.329335497,MELB - Outer,Greater Melbourne,Weekday
Y25H6260217P01,Y25H6260217,1,Wednesday,70->74,Female,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,"$300-$399 ($15,600-$20,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,558.526531389,660.119875896,543.002239566,566.719657662,412.514376795,582.850674589,558.700501329,605.050590006,702.459813383,0.0,886.781635436,MELB - Outer,Greater Melbourne,Weekday
Y25H6260217P02,Y25H6260217,2,Wednesday,70->74,Male,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,"$300-$399 ($15,600-$20,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,602.997744978,690.093364765,588.504794242,607.980808009,464.208789036,627.174968751,603.608542569,684.183997713,773.908894883,0.0,948.707732136,MELB - Outer,Greater Melbourne,Weekday
Y25H6260219P01,Y25H6260219,1,Friday,35->39,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Technicians and Trades Workers,Construction Trades Workers,Construction,Building Construction,At Home,6,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,672.404461929,823.20680272,685.447269579,633.911359762,671.596782497,674.068339316,656.214339642,709.977301421,785.412640145,0.0,717.792459533,MELB - Outer,Greater Melbourne,Weekday
Y25H6260219P02,Y25H6260219,2,Friday,35->39,Female,Spouse,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Community and Personal Service Workers,Health and Welfare Support Workers,Health Care and Social Assistance,Health Care and Social Assistance (NEC),At Home,7,"$300-$399 ($15,600-$20,799)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,891.267389921,1122.576042182,900.717699744,931.20552599,1296.344305673,877.760406669,876.605580846,900.569078924,1072.990065099,0.0,901.67360792,MELB - Outer,Greater Melbourne,Weekday
Y25H6260219P03,Y25H6260219,3,Friday,10->14,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Secondary,No other activity,Secondary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,4,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,567.086246545,847.279716489,578.153509766,495.395980005,707.331164453,560.587985501,558.220525946,633.207866296,739.62770407,0.0,450.889011307,MELB - Outer,Greater Melbourne,Weekday
Y25H6260219P04,Y25H6260219,4,Friday,5->9,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,477.309102525,654.671461601,483.010388224,514.933756791,492.918978419,481.337396307,467.453514107,492.522539791,582.601772658,0.0,521.421080324,MELB - Outer,Greater Melbourne,Weekday
Y25H6260219P05,Y25H6260219,5,Friday,5->9,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,477.309102525,654.671461601,483.010388224,514.933756791,492.918978419,481.337396307,467.453514107,492.522539791,582.601772658,0.0,521.421080324,MELB - Outer,Greater Melbourne,Weekday
Y25H6260219P06,Y25H6260219,6,Friday,0->4,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,No Study,Not Yet at School,Not Yet at School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,Not applicable,4,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,801.037971876,1007.087792437,819.262597001,794.823350513,1028.154729326,837.320288761,791.839459161,849.113296283,992.965944063,0.0,856.087735685,MELB - Outer,Greater Melbourne,Weekday
Y25H6260220P01,Y25H6260220,1,Saturday,35->39,Male,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Technicians and Trades Workers,Other Technicians and Trades Workers,Manufacturing,Furniture and Other Manufacturing,At Home,0,"$1,500-$1,749 ($78,000-$90,999)",No,No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,890.605911465,907.500918296,893.422479485,839.649648335,704.424495661,896.76257741,903.016738818,963.360029222,1150.757339501,0.0,1282.671709441,MELB - Outer,Greater Melbourne,Weekend
Y25H6260220P02,Y25H6260220,2,Saturday,35->39,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,0,"$1,500-$1,749 ($78,000-$90,999)",No,No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,666.180819091,732.103371938,668.1797746,654.387943429,529.757546076,667.455979276,677.749147039,687.667898564,954.800939001,0.0,890.735074713,MELB - Outer,Greater Melbourne,Weekend
Y25H6260221P01,Y25H6260221,1,Sunday,35->39,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Education and Training (NEC),At Home,6,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,710.209787071,778.036542464,742.727581731,725.32630777,560.856186973,712.478526013,719.396632098,774.095345168,941.94247409,0.0,939.557853838,MELB - Outer,Greater Melbourne,Weekend
Y25H6260221P02,Y25H6260221,2,Sunday,20->24,Female,Unrelated,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Community and Personal Service Workers,Sports and Personal Service Workers,Education and Training,Adult Community and Other Education,At Home,1,"$800-$999 ($41,600-$51,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,917.430973659,985.498980227,952.710741182,897.583015811,1236.718242477,909.089737164,937.707917445,994.924012404,1142.821337754,0.0,1215.31363018,MELB - Outer,Greater Melbourne,Weekend
Y25H6260223P01,Y25H6260223,1,Tuesday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Labourers,Other Labourers,Construction,Construction Services,At Home,2,"$1,250-$1,499 ($65,000-$77,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,873.255031177,955.870132189,857.732428545,1052.560684035,928.814148733,852.016560706,871.816968485,1123.852756414,1254.190115973,0.0,961.947886308,MELB - Outer,Greater Melbourne,Weekday
Y25H6260223P02,Y25H6260223,2,Tuesday,50->54,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,2,"$1,000-$1,249 ($52,000-$64,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,961.129159191,1068.839765097,941.715146849,1027.369739118,872.992643205,941.971014037,958.934940467,1788.896861091,1395.323565478,0.0,1130.164238949,MELB - Outer,Greater Melbourne,Weekday
Y25H6260223P03,Y25H6260223,3,Tuesday,20->24,Male,Child,Green Probationary Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Labourers,Food Preparation Assistants,Accommodation and Food Services,Food and Beverage Services,At Home,6,"$800-$999 ($41,600-$51,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,770.693871983,866.342002523,756.271754684,845.637980387,814.579134561,762.141668999,768.285860966,905.711524541,1188.948185458,0.0,825.446080706,MELB - Outer,Greater Melbourne,Weekday
Y25H6260223P04,Y25H6260223,4,Tuesday,15->19,Male,Child,Learners Permit,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Managers,Hospitality Retail and Service Managers,Accommodation and Food Services,Food and Beverage Services,At Home,2,"$400-$499 ($20,800-$25,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,323.6421109,451.325510033,319.287320377,383.650965485,432.274447678,306.872556231,322.934099654,349.333115885,500.407952616,0.0,208.003951013,MELB - Outer,Greater Melbourne,Weekday
Y25H6260224P01,Y25H6260224,1,Wednesday,45->49,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,Personal Assistants and Secretaries,Construction,Construction (NEC),At Home,0,"$2,000-$2,999 ($104,000-$155,999)",Yes,Yes,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,549.024833151,762.746693709,538.948695514,554.154976824,559.844673992,578.766159283,549.145257388,564.969007564,712.023504604,0.0,458.138731887,MELB - Outer,Greater Melbourne,Weekday
Y25H6260224P02,Y25H6260224,2,Wednesday,40->44,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Technicians and Trades Workers,Electrotechnology and Telecommunications Trades Workers,Construction,Construction Services,At Home,0,"$2,000-$2,999 ($104,000-$155,999)",No,No,No,No,No,No,No,No,Missing/Refused,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,719.004612081,927.047995274,697.243262284,744.464621119,652.659263987,770.772244641,714.717541555,731.018751082,837.200602979,0.0,816.639164854,MELB - Outer,Greater Melbourne,Weekday
Y25H6260224P03,Y25H6260224,3,Wednesday,10->14,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,857.473635253,1163.303052414,834.863047343,859.424864562,1111.632277705,900.713508805,854.176326101,906.441943324,1269.409238304,0.0,635.689954234,MELB - Outer,Greater Melbourne,Weekday
Y25H6260224P04,Y25H6260224,4,Wednesday,5->9,Male,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,0,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,768.510100479,992.256816293,748.694508983,843.342931354,818.853464297,824.573484447,766.199816706,806.388063921,947.888269373,0.0,829.876938786,MELB - Outer,Greater Melbourne,Weekday
Y25H6260224P05,Y25H6260224,5,Wednesday,5->9,Female,Child,No Car Licence,No,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Primary,No other activity,Primary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,Refused to complete diary/Missing,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MELB - Outer,Greater Melbourne,Weekday
Y25H6260225P01,Y25H6260225,1,Thursday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Technicians and Trades Workers,Other Technicians and Trades Workers,Agriculture Forestry and Fishing,Agriculture,At Home,3,"$1,250-$1,499 ($65,000-$77,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,1445.891652759,1523.772703318,1416.179789341,1514.11182598,1398.322225124,1413.804888024,1412.754634168,1781.733364175,1689.94440449,0.0,1719.351650462,MELB - Outer,Greater Melbourne,Weekday
Y25H6260233P01,Y25H6260233,1,Friday,70->74,Male,Self,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,6,"$500-$649 ($26,000-$33,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,898.514709176,1057.741877158,914.403119753,885.005772724,698.786432033,875.442962073,884.128856339,1050.083033827,1164.55587783,0.0,1417.132848077,MELB - Outer,Greater Melbourne,Weekday
Y25H6260233P02,Y25H6260233,2,Friday,65->69,Female,Spouse,Full Licence,No,No,No,No,No,No,No,No Study,Retired,Retired,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,2,"$500-$649 ($26,000-$33,799)",Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not applicable,No,No,No,1296.472992881,1545.684383651,1316.838014262,1297.338126468,974.505017225,1309.752623041,1280.051169253,1407.895206265,1751.071310542,0.0,1971.507673714,MELB - Outer,Greater Melbourne,Weekday
Y25H6260236P01,Y25H6260236,1,Monday,40->44,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Sales Workers,Sales Assistants and Salespersons,Retail Trade,Other Store-Based Retailing,At Home,6,"$1,000-$1,249 ($52,000-$64,999)",No,No,No,No,No,No,No,No,No,Not applicable,No,No,No,250.828622356,325.04601569,251.141974296,243.863280791,213.981770845,241.138779291,253.077586815,320.943968422,407.313357574,0.0,277.578567644,MELB - Outer,Greater Melbourne,Weekday
Y25H6260236P02,Y25H6260236,2,Monday,15->19,Male,Child,No Car Licence,No,No,Yes,No,No,No,No,Secondary,No other activity,Secondary School,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not In Work Force,At Home,5,Nil income,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Not in Work Force,Concession,N/A - Did nou use a car,N/A - Did nou use a car,N/A - Did nou use a car,279.279490949,355.46073172,283.060665681,236.70263571,288.953590037,266.567331504,282.414035319,401.208165606,422.17609184,0.0,285.672576878,MELB - Outer,Greater Melbourne,Weekday
