hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6270321,2024-25,1,"Unit, Flat or Apartment",Being Rented,1,2,August,Sunday,Port Phillip (C),35->39,35->39,35->39,"$2,500-$2,999 ($130,000-$155,999)",942.197191122,955.968338171,1139.467329424,1938.401469582,928.61591088,0.0,927.883744608,1018.967547184,1157.988239675,910.711223303,943.295837035,MELB - Inner,Greater Melbourne,Weekend
Y25H6270324,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,1,July,Wednesday,Melbourne (C),80->84,80->84,80->84,"$500-$649 ($26,000-$33,799)",1557.95183577,2444.026894238,1555.732062286,1874.706690169,1543.976593437,1779.886100392,1510.482930941,0.0,1645.26944593,1569.618683466,1628.722378014,MELB - Inner,Greater Melbourne,Weekday
Y25H6270325,2024-25,4,"Unit, Flat or Apartment",Fully Owned,4,1,August,Thursday,Melbourne (C),10->14,35->39,60->64,"$3,500-$3,999 ($182,000-$207,999)",1159.573689011,1638.075816491,1192.0533971,1298.274858631,1204.604306486,1429.329951037,1031.721288313,0.0,1349.086161581,1171.851171591,1217.926712873,MELB - Inner,Greater Melbourne,Weekday
Y25H6270329,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,1,July,Monday,Melbourne (C),50->54,50->54,50->54,"$2,500-$2,999 ($130,000-$155,999)",1627.246529599,2679.194129092,1649.066591304,1851.833213082,1614.262877601,1694.35043958,1588.696025911,0.0,1739.718810286,1584.810054926,1795.017809038,MELB - Inner,Greater Melbourne,Weekday
Y25H6270330,2024-25,2,"Unit, Flat or Apartment",Fully Owned,0,0,July,Tuesday,Melbourne (C),75->79,75->79,75->79,"$650-$799 ($33,800-$41,599)",1830.639773374,2916.667755758,1681.394992648,2069.730390327,1812.245704481,2019.75499198,1963.427839991,0.0,2185.809802388,1867.745147688,1940.315469774,MELB - Inner,Greater Melbourne,Weekday
Y25H6270332,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,1,August,Thursday,Melbourne (C),65->69,65->69,65->69,"$800-$999 ($41,600-$51,999)",1695.786902824,2754.043850349,1692.64208471,2023.431828795,1751.829694452,1817.316543585,1604.70784663,0.0,1801.926191107,1707.865796514,1812.334233999,MELB - Inner,Greater Melbourne,Weekday
Y25H6270333,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,0,August,Friday,Melbourne (C),40->44,40->44,40->44,"$500-$649 ($26,000-$33,799)",1854.724734891,3153.882709155,1848.976163103,2085.938302808,1864.253306717,2062.618065536,1878.870860101,0.0,2027.461803834,1890.195566882,1909.376868437,MELB - Inner,Greater Melbourne,Weekday
Y25H6270338,2024-25,2,"Unit, Flat or Apartment",Fully Owned,0,0,July,Wednesday,Melbourne (C),70->74,75->79,75->79,"$6,000-$7,999 ($312,000-$415,999)",1673.189291493,2563.635454158,1527.041080488,1919.241947902,1666.184739688,1982.63464229,1786.319062348,0.0,2037.97030298,1689.385036604,1700.768857731,MELB - Inner,Greater Melbourne,Weekday
Y25H6270339,2024-25,1,"Unit, Flat or Apartment",Fully Owned,0,0,August,Thursday,Melbourne (C),75->79,75->79,75->79,"$800-$999 ($41,600-$51,999)",1806.450005569,3091.557282815,1726.285757262,2062.240017988,1873.543258554,2011.670204962,1817.002956232,0.0,1967.527854772,1856.212532308,1896.45918142,MELB - Inner,Greater Melbourne,Weekday
Y25H6270340,2024-25,2,"Unit, Flat or Apartment",Occupied Rent-Free,0,1,August,Friday,Melbourne (C),25->29,55->59,85->89,"$1,750-$1,999 ($91,000-$103,999)",1755.339690508,2625.324144598,1744.826004427,2055.874458301,1758.910249116,1875.067424977,1733.088842529,0.0,2106.423622218,1722.23854509,1820.8722509,MELB - Inner,Greater Melbourne,Weekday
Y25H6270342,2024-25,2,"Unit, Flat or Apartment",Fully Owned,0,1,August,Sunday,Melbourne (C),70->74,70->74,70->74,"$4,000-$4,499 ($208,000-$233,999)",1946.080222711,2809.428617466,1987.56580087,2228.951866119,1909.710846724,2108.308626814,1979.560684634,0.0,2313.51354393,1856.793322304,2050.631690887,MELB - Inner,Greater Melbourne,Weekend
Y25H6270416,2024-25,2,Separate House,Being Purchased,Missing/Refused,1,July,Tuesday,Hume (C),55->59,60->64,65->69,"$650-$799 ($33,800-$41,599)",849.061911682,918.503223669,837.641674097,840.655817064,909.495175148,913.703786556,911.569373427,0.0,988.002138647,1211.637601,1055.422956048,MELB - Outer,Greater Melbourne,Weekday
Y25H6270421,2024-25,1,Separate House,Being Purchased,0,1,August,Sunday,Hume (C),35->39,35->39,35->39,"$650-$799 ($33,800-$41,599)",1418.208068332,1415.076240338,1624.086988485,1945.088088285,1584.4352927,1550.662704779,1318.482060852,0.0,1913.092637993,1457.063322153,1666.837188061,MELB - Outer,Greater Melbourne,Weekend
Y25H6270422,2024-25,2,Separate House,Fully Owned,0,2,July,Monday,Hume (C),55->59,55->59,55->59,"$3,000-$3,499 ($156,000-$181,999)",1192.04986123,1279.059596292,1322.361919934,1546.630227503,1300.69594074,1133.602716556,1245.270914056,984.467192267,0.0,1592.525898745,1308.44720013,MELB - Outer,Greater Melbourne,Weekday
Y25H6270423,2024-25,2,Separate House,Fully Owned,0,2,July,Tuesday,Hume (C),70->74,70->74,75->79,,1248.685050285,1327.465581473,1373.617997293,1688.503648485,1353.119534822,1213.125829772,1301.351955652,978.233977863,0.0,1743.782918256,1354.445564001,MELB - Outer,Greater Melbourne,Weekday
Y25H6270428,2024-25,2,Separate House,Fully Owned,0,2,August,Sunday,Hume (C),65->69,70->74,70->74,"$2,000-$2,499 ($104,000-$129,999)",1414.052153418,1435.359731019,1656.018906717,1853.273645139,1524.960312377,1401.740265782,1485.621931032,1181.735428705,0.0,1884.13634577,1497.89744208,MELB - Outer,Greater Melbourne,Weekend
Y25H6270429,2024-25,5,Separate House,Being Purchased,Missing/Refused,2,July,Monday,Hume (C),10->14,25->29,40->44,"$2,500-$2,999 ($130,000-$155,999)",1319.465633117,1461.693545367,1284.007832764,1839.825022012,1367.961005937,1210.332813887,1370.800629948,1868.57480739,0.0,1944.868754075,1456.650701536,MELB - Outer,Greater Melbourne,Weekday
Y25H6270434,2024-25,3,Separate House,Fully Owned,3,4,August,Saturday,Hume (C),20->24,40->44,55->59,"$6,000-$7,999 ($312,000-$415,999)",2011.720825077,2048.91866109,1846.401642843,2849.011782855,2085.826827808,1904.41157284,1923.421118275,3382.311098358,0.0,1996.91246878,2128.922345888,MELB - Outer,Greater Melbourne,Weekend
Y25H6270437,2024-25,2,Separate House,Fully Owned,0,1,July,Tuesday,Hume (C),65->69,65->69,65->69,,849.061911682,918.503223669,837.641674097,840.655817064,909.495175148,913.703786556,911.569373427,661.254829858,0.0,1211.637601,1055.422956048,MELB - Outer,Greater Melbourne,Weekday
Y25H6270440,2024-25,3,Separate House,Fully Owned,0,4,August,Friday,Hume (C),20->24,45->49,60->64,"$4,500-$4,999 ($234,000-$259,999)",1934.473007211,2034.778952842,1801.743707896,2912.649907974,2033.895695324,1807.976022372,1787.416683169,3351.93004228,0.0,1886.469611058,1994.006669059,MELB - Outer,Greater Melbourne,Weekday
Y25H6280203,2024-25,5,Separate House,Being Purchased,9,3,August,Wednesday,Casey (C),0->4,20->24,45->49,"$6,000-$7,999 ($312,000-$415,999)",733.202426235,879.602341848,746.640878444,903.77734814,756.282469707,0.0,979.592993305,706.759482414,736.567543339,835.419059767,781.467205368,MELB - Outer,Greater Melbourne,Weekday
Y25H6280205,2024-25,3,Separate House,Fully Owned,6,3,August,Friday,Casey (C),20->24,35->39,45->49,"$3,000-$3,499 ($156,000-$181,999)",1112.012707307,1108.460883994,1658.039182936,1489.762186404,1203.427239476,0.0,1319.047209525,1217.891199504,1076.413584399,1253.909020919,1113.598986344,MELB - Outer,Greater Melbourne,Weekday
Y25H6280206,2024-25,1,Separate House,Fully Owned,0,1,August,Saturday,Casey (C),65->69,65->69,65->69,,981.266569835,1030.491128321,1237.033135244,1413.949779823,1158.994050624,0.0,1141.2066996,957.397399533,1077.739967397,1084.888256177,946.177756574,MELB - Outer,Greater Melbourne,Weekend
Y25H6280207,2024-25,4,Separate House,Fully Owned,Missing/Refused,4,August,Sunday,Casey (C),20->24,40->44,55->59,"$4,000-$4,499 ($208,000-$233,999)",1186.028815909,1353.615165042,1562.210256392,1412.875634883,1143.678601143,0.0,1630.224452183,1484.782087499,1130.127410885,1230.259092366,1156.446674552,MELB - Outer,Greater Melbourne,Weekend
Y25H6280209,2024-25,5,Separate House,Being Purchased,5,2,August,Tuesday,Casey (C),10->14,30->34,50->54,"$4,500-$4,999 ($234,000-$259,999)",520.657195843,688.920920071,476.901038607,682.007527696,508.719049556,0.0,688.441537649,547.176131318,522.140126435,552.803295893,557.571757946,MELB - Outer,Greater Melbourne,Weekday
Y25H6280212,2024-25,4,Separate House,Being Purchased,0,3,August,Friday,Casey (C),15->19,35->39,55->59,"$3,500-$3,999 ($182,000-$207,999)",876.652605809,921.074047752,1082.625508291,1070.190587831,940.320704283,0.0,1126.513236034,944.316147224,842.723308568,1011.061694692,964.217460228,MELB - Outer,Greater Melbourne,Weekday
Y25H6280218,2024-25,1,Separate House,Fully Owned,0,1,August,Thursday,Casey (C),70->74,70->74,70->74,,919.027376858,1003.156140186,1127.014605006,1429.110392196,1135.770116565,0.0,1025.591570557,888.453124523,939.436457839,1006.46054187,880.220264683,MELB - Outer,Greater Melbourne,Weekday
Y25H6280222,2024-25,1,Separate House,Fully Owned,0,1,August,Monday,Casey (C),80->84,80->84,80->84,,881.882096806,975.892246962,0.0,1307.913640463,1046.580921916,884.327848789,1015.358188578,897.819306071,907.004562582,933.94269614,871.80996824,MELB - Outer,Greater Melbourne,Weekday
Y25H6280223,2024-25,10,Separate House,Being Purchased,3,2,August,Tuesday,Casey (C),0->4,25->29,70->74,"$8,000 or more ($416,000 or more)",520.657195843,688.920920071,0.0,682.007527696,508.719049556,556.352779591,688.441537649,547.176131318,522.140126435,552.803295893,557.571757946,MELB - Outer,Greater Melbourne,Weekday
Y25H6280229,2024-25,3,Separate House,Fully Owned,0,1,August,Monday,Casey (C),20->24,35->39,50->54,"$2,000-$2,499 ($104,000-$129,999)",613.454437646,669.355939003,0.0,781.602037644,662.862905052,678.554880267,697.721442264,691.651339056,604.315022528,618.286031183,623.856844977,MELB - Outer,Greater Melbourne,Weekday
Y25H6280231,2024-25,5,Separate House,Being Rented,4,2,August,Wednesday,Casey (C),5->9,20->24,40->44,"$4,000-$4,499 ($208,000-$233,999)",475.876279591,605.534206739,0.0,632.41930546,467.717989378,546.127772196,626.341450888,505.543295182,486.824640693,500.013407837,488.735309612,MELB - Outer,Greater Melbourne,Weekday
Y25H6280234,2024-25,4,Separate House,Being Purchased,3,2,August,Saturday,Casey (C),5->9,25->29,50->54,"$2,500-$2,999 ($130,000-$155,999)",591.701581162,638.490340729,0.0,732.505267983,596.383488221,640.365874141,775.086826573,681.589248995,620.09719516,640.566382625,643.829933957,MELB - Outer,Greater Melbourne,Weekend
Y25H6280236,2024-25,6,Separate House,Being Rented,0,1,August,Monday,Casey (C),10->14,25->29,45->49,"$6,000-$7,999 ($312,000-$415,999)",452.029962077,610.599207886,0.0,517.663667803,470.305741406,498.167111857,569.231404008,462.021692346,466.690064559,456.421830471,490.463014351,MELB - Outer,Greater Melbourne,Weekday
Y25H6280240,2024-25,1,Separate House,Being Purchased,1,1,August,Friday,Casey (C),60->64,60->64,60->64,"$2,500-$2,999 ($130,000-$155,999)",943.58703681,1023.379648406,0.0,1445.533051448,1130.138407965,972.529258424,1060.512372682,948.797734026,968.053148918,1024.886547942,886.21586427,MELB - Outer,Greater Melbourne,Weekday
Y25H6280301,2024-25,2,Separate House,Fully Owned,Missing/Refused,1,August,Monday,Manningham (C),70->74,70->74,70->74,"$1,250-$1,499 ($65,000-$77,999)",206.561357907,211.046929208,206.757759195,197.843385447,257.257538916,256.172269622,209.017957391,218.51953931,202.729888053,285.576678502,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6280314,2024-25,4,Terrace or Townhouse,Fully Owned,4,5,August,Sunday,Manningham (C),15->19,30->34,45->49,"$5,000-$5,999 ($260,000-$311,999)",336.962306673,323.424823701,350.605566258,410.819050295,473.658137745,437.834881698,339.256203368,376.035482034,392.262307266,357.180529232,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6280315,2024-25,2,Separate House,Fully Owned,0,3,August,Monday,Manningham (C),75->79,75->79,75->79,"$1,000-$1,249 ($52,000-$64,999)",426.652627227,429.492543263,418.938980549,442.771034463,506.700342127,533.781783362,429.288480424,417.082540929,393.735707438,649.973894172,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6280317,2024-25,3,"Unit, Flat or Apartment",Being Purchased,2,2,August,Wednesday,Manningham (C),10->14,35->39,45->49,"$3,000-$3,499 ($156,000-$181,999)",400.173601442,375.79171296,391.219987323,375.093966005,525.512263507,545.197345699,400.240455273,378.409866619,436.32583566,533.897016882,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6280318,2024-25,1,Separate House,Fully Owned,0,1,August,Thursday,Manningham (C),55->59,55->59,55->59,"$800-$999 ($41,600-$51,999)",338.814462964,339.446696421,334.453745602,353.975762657,432.9770132,430.370507965,331.699270156,360.144174103,341.339501586,500.093538201,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6280319,2024-25,5,Separate House,Being Purchased,4,2,August,Friday,Manningham (C),5->9,20->24,40->44,"$4,000-$4,499 ($208,000-$233,999)",252.331861126,283.967656613,256.571083652,245.616299423,396.923565905,325.884486778,247.850456812,235.319349006,220.288554837,365.050290613,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6280321,2024-25,5,Separate House,Being Purchased,5,2,August,Sunday,Manningham (C),10->14,25->29,45->49,"$2,500-$2,999 ($130,000-$155,999)",279.751006117,303.88127979,292.265194389,266.293939661,430.953904277,366.421530056,283.098597102,267.295684844,241.945898162,393.57088125,0.0,MELB - Middle,Greater Melbourne,Weekend
Y25H6280322,2024-25,1,Separate House,Fully Owned,0,0,August,Monday,Manningham (C),85->89,85->89,85->89,,508.693109082,512.164430476,512.952920913,575.01849748,550.33074756,623.336206009,510.043418307,486.24207641,495.508515495,0.0,1002.942563474,MELB - Middle,Greater Melbourne,Weekday
Y25H6280325,2024-25,3,Terrace or Townhouse,Fully Owned,1,2,August,Thursday,Manningham (C),30->34,50->54,65->69,"$1,750-$1,999 ($91,000-$103,999)",338.782692921,329.357531926,331.060142526,314.884190512,463.756016874,432.959857467,330.71711347,317.242128558,371.677631523,0.0,518.717148024,MELB - Middle,Greater Melbourne,Weekday
Y25H6280326,2024-25,3,Separate House,Being Purchased,5,2,August,Friday,Manningham (C),15->19,40->44,55->59,"$3,500-$3,999 ($182,000-$207,999)",347.836163955,335.997340514,354.589215319,318.502690379,461.456485736,443.925063592,341.977840655,338.789525756,382.999508457,0.0,522.250377652,MELB - Middle,Greater Melbourne,Weekday
Y25H6280328,2024-25,1,Separate House,Fully Owned,0,2,August,Sunday,Manningham (C),70->74,70->74,70->74,"$1,500-$1,749 ($78,000-$90,999)",436.186354437,404.870374723,455.648134187,459.246350549,531.6694752,563.799858778,442.385118064,465.600642364,402.583253631,0.0,503.624062725,MELB - Middle,Greater Melbourne,Weekend
Y25H6280329,2024-25,2,Separate House,Fully Owned,0,1,August,Monday,Manningham (C),80->84,80->84,80->84,"$1,500-$1,749 ($78,000-$90,999)",160.658833927,164.147611606,160.811590485,153.878188681,200.089196935,199.245098595,162.569522415,169.959641686,157.678801819,0.0,211.122964219,MELB - Middle,Greater Melbourne,Weekday
Y25H6280331,2024-25,2,Separate House,Fully Owned,0,2,August,Wednesday,Manningham (C),70->74,70->74,70->74,"$2,000-$2,499 ($104,000-$129,999)",223.669519229,210.340033569,217.803042782,236.951157786,279.670280143,305.790660845,224.401272031,213.809368239,199.795999391,0.0,307.806166724,MELB - Middle,Greater Melbourne,Weekday
Y25H6280335,2024-25,4,Separate House,Being Purchased,5,2,August,Sunday,Manningham (C),10->14,20->24,50->54,"$3,000-$3,499 ($156,000-$181,999)",163.571026978,157.394340722,171.017038334,156.189621549,226.877975442,213.573578343,165.904892434,177.8147421,158.634982891,0.0,193.464049765,MELB - Middle,Greater Melbourne,Weekend
Y25H6280338,2024-25,2,Separate House,Fully Owned,0,1,August,Wednesday,Manningham (C),70->74,75->79,75->79,"$2,500-$2,999 ($130,000-$155,999)",153.817335417,149.739495557,151.709911912,155.778861592,191.377154832,209.303561575,154.566062163,156.033738091,149.118416936,0.0,191.563946945,MELB - Middle,Greater Melbourne,Weekday
Y25H6280339,2024-25,5,Separate House,Being Purchased,4,3,August,Thursday,Manningham (C),15->19,30->34,55->59,"$6,000-$7,999 ($312,000-$415,999)",271.517563825,313.651367482,262.95630135,277.880341208,418.165386203,352.566640403,263.72932361,238.724815405,241.01673067,0.0,305.810922066,MELB - Middle,Greater Melbourne,Weekday
Y25H6280404,2024-25,2,Separate House,Fully Owned,0,2,August,Thursday,Banyule (C),55->59,55->59,55->59,"$2,000-$2,499 ($104,000-$129,999)",862.26786566,903.940217358,975.797900625,1208.857400718,886.036353533,1145.073933701,0.0,903.793446753,1004.266006698,833.589962369,836.943018131,MELB - Middle,Greater Melbourne,Weekday
Y25H6280405,2024-25,2,Separate House,Fully Owned,1,2,August,Friday,Banyule (C),80->84,80->84,85->89,"$1,750-$1,999 ($91,000-$103,999)",885.310710848,922.163544399,1045.149709815,1222.749016989,881.642948143,1174.074247459,0.0,965.179986021,1034.857506352,848.851100853,842.643835773,MELB - Middle,Greater Melbourne,Weekday
Y25H6280406,2024-25,5,Separate House,Being Purchased,6,1,August,Saturday,Banyule (C),0->4,15->19,35->39,"$2,500-$2,999 ($130,000-$155,999)",1139.509763719,1020.526218746,1209.537249346,1634.718354537,1251.971596916,1416.550246002,0.0,1385.080135853,1272.382548575,1024.737895247,1239.429233258,MELB - Middle,Greater Melbourne,Weekend
Y25H6280407,2024-25,1,Separate House,Fully Owned,0,0,August,Sunday,Banyule (C),85->89,85->89,85->89,,1781.797700034,1887.132010975,2288.848307699,2646.649746724,1681.509455717,1931.098851246,0.0,1461.691412278,2133.568703432,1807.271910487,1921.113321218,MELB - Middle,Greater Melbourne,Weekend
Y25H6280408,2024-25,2,Separate House,Fully Owned,0,1,August,Monday,Banyule (C),15->19,45->49,75->79,"$300-$399 ($15,600-$20,799)",816.419308001,791.086511708,847.747533627,1252.890471319,813.96690821,1081.43556789,0.0,890.204804021,925.957467459,800.952163906,879.330797912,MELB - Middle,Greater Melbourne,Weekday
Y25H6280409,2024-25,2,Separate House,Fully Owned,Missing/Refused,2,August,Tuesday,Banyule (C),55->59,60->64,60->64,"$300-$399 ($15,600-$20,799)",866.72788539,912.652673166,987.526084903,1207.824611854,849.364873358,1142.486718112,0.0,907.538597729,983.474978924,846.996993263,858.087768364,MELB - Middle,Greater Melbourne,Weekday
Y25H6280413,2024-25,4,Separate House,Being Purchased,4,4,August,Saturday,Banyule (C),15->19,30->34,45->49,"$5,000-$5,999 ($260,000-$311,999)",1073.031391143,1039.36290485,1191.407264139,1593.798723099,1137.770033513,1454.975134911,0.0,850.54462035,1328.528843805,1077.750668519,1093.837460011,MELB - Middle,Greater Melbourne,Weekend
Y25H6280414,2024-25,2,Separate House,Fully Owned,0,2,August,Sunday,Banyule (C),65->69,65->69,65->69,"$3,500-$3,999 ($182,000-$207,999)",981.511256569,986.831533527,1190.550699466,1325.688293956,957.230820534,1320.118322928,0.0,1096.33332937,1136.597990894,915.170003707,948.969458408,MELB - Middle,Greater Melbourne,Weekend
Y25H6280417,2024-25,4,Separate House,Being Purchased,3,2,August,Wednesday,Banyule (C),0->4,20->24,40->44,"$4,500-$4,999 ($234,000-$259,999)",1064.480259188,1109.074159815,1168.137852654,1759.147303805,1069.415131142,1292.11205726,0.0,1006.359261999,1232.686344782,1001.46605107,1055.955937649,MELB - Middle,Greater Melbourne,Weekday
Y25H6280418,2024-25,2,Separate House,Fully Owned,0,1,August,Thursday,Banyule (C),70->74,70->74,70->74,"$1,250-$1,499 ($65,000-$77,999)",850.80726524,813.187412964,870.148701206,1368.988545919,883.33283252,1159.919873976,0.0,880.918058065,959.067064517,863.143694178,887.81364733,MELB - Middle,Greater Melbourne,Weekday
