tripid,hhid,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6260117P04T04,Y25H6260117,Y25H6260117P04,4,17,1032,17,1048,Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),Sport and Recreation venue,Other Indoor Sport,Recreational,Participated in sport,Kingston (C),16,16,8.35307,Vehicle Passenger,Recreational,46,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.35307,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1206.144181718,1650.903675727,1315.177170573,1170.623206587,1183.041430636,1176.045921232,1625.583728974,1468.206174409,1137.215987978,1263.770855681,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P04T05,Y25H6260117,Y25H6260117P04,5,18,1094,18,1106,Sport and Recreation venue,Other Indoor Sport,Recreational,Participated in sport,Kingston (C),Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),12,12,8.35307,Vehicle Passenger,Recreational,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.35307,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1206.144181718,1650.903675727,1315.177170573,1170.623206587,1183.041430636,1176.045921232,1625.583728974,1468.206174409,1137.215987978,1263.770855681,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05T01,Y25H6260117,Y25H6260117P05,1,8,480,8,494,Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),Place of education,Secondary School,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Greater Dandenong (C),14,14,6.21277,Vehicle Passenger,Pick-up or Drop-off Someone,1,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.21277,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1495.304104843,2216.556204603,1368.434015594,1549.841515864,1318.662829358,1646.232978539,1887.1322836,1822.790074216,1580.340556246,1480.644465997,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05T02,Y25H6260117,Y25H6260117P05,2,8,495,8,512,Place of education,Secondary School,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Greater Dandenong (C),Place of education,Primary School,Education,At school,Greater Dandenong (C),17,17,5.52785,Vehicle Passenger,Education,414,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.52785,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1495.304104843,2216.556204603,1368.434015594,1549.841515864,1318.662829358,1646.232978539,1887.1322836,1822.790074216,1580.340556246,1480.644465997,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05T03,Y25H6260117,Y25H6260117P05,3,15,926,15,927,Place of education,Primary School,Education,At school,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),1,1,0.69392,Vehicle Passenger,Education,105,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.69392,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1495.304104843,2216.556204603,1368.434015594,1549.841515864,1318.662829358,1646.232978539,1887.1322836,1822.790074216,1580.340556246,1480.644465997,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05T04,Y25H6260117,Y25H6260117P05,4,17,1032,17,1048,Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),Sport and Recreation venue,Other Indoor Sport,Recreational,Participated in sport,Kingston (C),16,16,8.35307,Vehicle Passenger,Recreational,46,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.35307,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1495.304104843,2216.556204603,1368.434015594,1549.841515864,1318.662829358,1646.232978539,1887.1322836,1822.790074216,1580.340556246,1480.644465997,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260117P05T05,Y25H6260117,Y25H6260117P05,5,18,1094,18,1106,Sport and Recreation venue,Other Indoor Sport,Recreational,Participated in sport,Kingston (C),Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),12,12,8.35307,Vehicle Passenger,Recreational,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.35307,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1495.304104843,2216.556204603,1368.434015594,1549.841515864,1318.662829358,1646.232978539,1887.1322836,1822.790074216,1580.340556246,1480.644465997,0.0,MELB - Middle,Greater Melbourne,Weekday
Y25H6260122P01T01,Y25H6260122,Y25H6260122P01,1,10,600,10,605,Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),Personal services,GP & Specialist clinics,Personal Business,Medical/Dental purposes,Greater Dandenong (C),5,5,1.34565,Vehicle Driver,Personal Business,57,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.34565,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1002.69242361,0.0,1411.102735632,938.534416304,1033.048628633,943.652794501,970.445949975,1305.976683232,1034.022910137,976.946550388,1201.626363956,MELB - Middle,Greater Melbourne,Weekday
Y25H6260122P01T02,Y25H6260122,Y25H6260122P01,2,11,662,11,670,Personal services,GP & Specialist clinics,Personal Business,Medical/Dental purposes,Greater Dandenong (C),Retail venue,Shopping Centre,Buy Something,Bought something,Greater Dandenong (C),8,8,4.28052,Vehicle Driver,Buy Something,95,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.28052,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1002.69242361,0.0,1411.102735632,938.534416304,1033.048628633,943.652794501,970.445949975,1305.976683232,1034.022910137,976.946550388,1201.626363956,MELB - Middle,Greater Melbourne,Weekday
Y25H6260122P01T03,Y25H6260122,Y25H6260122P01,3,12,765,12,770,Retail venue,Shopping Centre,Buy Something,Bought something,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),5,5,2.98741,Vehicle Driver,Buy Something,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.98741,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1002.69242361,0.0,1411.102735632,938.534416304,1033.048628633,943.652794501,970.445949975,1305.976683232,1034.022910137,976.946550388,1201.626363956,MELB - Middle,Greater Melbourne,Weekday
Y25H6260123P01T01,Y25H6260123,Y25H6260123P01,1,11,660,11,663,Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),Retail venue,Supermarket,Buy Something,Bought something,Greater Dandenong (C),3,3,1.33491,Vehicle Driver,Buy Something,17,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.33491,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,731.311701454,0.0,1067.543991841,737.952064806,758.839850855,695.604585991,683.387252081,909.284990478,727.637269797,748.25260518,869.721496753,MELB - Middle,Greater Melbourne,Weekday
Y25H6260123P01T02,Y25H6260123,Y25H6260123P01,2,11,680,11,683,Retail venue,Supermarket,Buy Something,Bought something,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),3,3,1.33491,Vehicle Driver,Buy Something,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.33491,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,731.311701454,0.0,1067.543991841,737.952064806,758.839850855,695.604585991,683.387252081,909.284990478,727.637269797,748.25260518,869.721496753,MELB - Middle,Greater Melbourne,Weekday
Y25H6260123P02T01,Y25H6260123,Y25H6260123P02,1,11,660,11,663,Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),Retail venue,Supermarket,Buy Something,Bought something,Greater Dandenong (C),3,3,1.33491,Vehicle Passenger,Buy Something,17,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.33491,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,832.497246077,0.0,1200.85118028,862.18432677,864.007645651,782.364463343,783.075947437,1037.676373829,834.909092901,850.938837562,990.410013655,MELB - Middle,Greater Melbourne,Weekday
Y25H6260123P02T02,Y25H6260123,Y25H6260123P02,2,11,680,11,683,Retail venue,Supermarket,Buy Something,Bought something,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),3,3,1.33491,Vehicle Passenger,Buy Something,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.33491,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,832.497246077,0.0,1200.85118028,862.18432677,864.007645651,782.364463343,783.075947437,1037.676373829,834.909092901,850.938837562,990.410013655,MELB - Middle,Greater Melbourne,Weekday
Y25H6260133P01T01,Y25H6260133,Y25H6260133P01,1,6,405,7,465,Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),Place of work,My Workplace,Work Related,Own Workplace,Darebin (C),60,60,41.07401,Vehicle Driver,Work Related,615,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,60,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,41.07401,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,596.869426712,0.0,799.186768683,617.629775778,588.932054704,558.245446521,616.395813876,719.949254167,596.92025626,619.639680797,998.305566164,MELB - Middle,Greater Melbourne,Weekday
Y25H6260133P01T02,Y25H6260133,Y25H6260133P01,2,18,1080,18,1110,Place of work,My Workplace,Work Related,Own Workplace,Darebin (C),Outdoor feature,Park,Personal Business,Volunteer/Community activity,Merri-bek (C),30,30,9.57496,Vehicle Driver,Personal Business,300,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9.57496,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,596.869426712,0.0,799.186768683,617.629775778,588.932054704,558.245446521,616.395813876,719.949254167,596.92025626,619.639680797,998.305566164,MELB - Middle,Greater Melbourne,Weekday
Y25H6260133P01T03,Y25H6260133,Y25H6260133P01,3,23,1410,24,1440,Outdoor feature,Park,Personal Business,Volunteer/Community activity,Merri-bek (C),Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),30,30,47.43928,Vehicle Driver,Personal Business,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,47.43928,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,596.869426712,0.0,799.186768683,617.629775778,588.932054704,558.245446521,616.395813876,719.949254167,596.92025626,619.639680797,998.305566164,MELB - Middle,Greater Melbourne,Weekday
Y25H6260133P02T01,Y25H6260133,Y25H6260133P02,1,8,525,8,535,Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),Sport and Recreation venue,Swimming Pool,Accompany Someone,Accompanied someone,Greater Dandenong (C),10,10,2.63096,Vehicle Driver,Accompany Someone,55,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.63096,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1202.390924541,0.0,1603.027376109,1182.816917596,1143.584955228,1222.097403465,1412.753047151,1522.509779971,1157.768983654,1247.935818234,1702.800886075,MELB - Middle,Greater Melbourne,Weekday
Y25H6260133P02T02,Y25H6260133,Y25H6260133P02,2,9,590,10,600,Sport and Recreation venue,Swimming Pool,Accompany Someone,Accompanied someone,Greater Dandenong (C),Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),10,10,2.63096,Vehicle Driver,Accompany Someone,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.63096,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1202.390924541,0.0,1603.027376109,1182.816917596,1143.584955228,1222.097403465,1412.753047151,1522.509779971,1157.768983654,1247.935818234,1702.800886075,MELB - Middle,Greater Melbourne,Weekday
Y25H6260133P03T01,Y25H6260133,Y25H6260133P03,1,8,525,8,535,Accommodation,Survey Home,At Home,Go home,Greater Dandenong (C),Sport and Recreation venue,Swimming Pool,Accompany Someone,Accompanied someone,Greater Dandenong (C),10,10,2.63096,Vehicle Passenger,Accompany Someone,55,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.63096,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1164.055996053,0.0,1417.078317816,1305.617834411,1087.627352023,1080.915174123,1423.189322309,1547.806476979,1155.587149181,1171.214745395,1694.645112377,MELB - Middle,Greater Melbourne,Weekday
